Zerg_Hive 1074; Zerg_Opening unknown; Zerg_Spawning_Pool 125; Zerg_Extractor 263; Zerg_Creep_Colony 180; Zerg_Evolution_Chamber 526; Zerg_Queens_Nest 872; Zerg_Sunken_Colony 221; Zerg_Spore_Colony -1; Zerg_Expansion 99; Zerg_Hydralisk_Den 308; Zerg_Greater_Spire -1; Zerg_Expansion2 251; Zerg_Lair 597; Zerg_Ultralisk_Cavern -1; Zerg_Spire 662; Zerg_Building_Overlord 50; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening unknown; Zerg_Spawning_Pool 65; Zerg_Extractor 201; Zerg_Creep_Colony 244; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 261; Zerg_Spore_Colony -1; Zerg_Expansion 159; Zerg_Hydralisk_Den 323; Zerg_Greater_Spire -1; Zerg_Expansion2 562; Zerg_Lair 256; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 77; Zerg_Defiler_Mound 0; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 132; Zerg_Extractor 68; Zerg_Creep_Colony 182; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 299; Zerg_Spore_Colony -1; Zerg_Expansion 98; Zerg_Hydralisk_Den 388; Zerg_Greater_Spire -1; Zerg_Expansion2 617; Zerg_Lair 373; Zerg_Ultralisk_Cavern -1; Zerg_Spire 820; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 128; Zerg_Extractor 153; Zerg_Creep_Colony 210; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 272; Zerg_Spore_Colony -1; Zerg_Expansion 104; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 584; Zerg_Lair 249; Zerg_Ultralisk_Cavern -1; Zerg_Spire 312; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 130; Zerg_Extractor 139; Zerg_Creep_Colony 199; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 242; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 297; Zerg_Greater_Spire -1; Zerg_Expansion2 470; Zerg_Lair 261; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 103; Zerg_Extractor 215; Zerg_Creep_Colony 255; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 270; Zerg_Spore_Colony -1; Zerg_Expansion 140; Zerg_Hydralisk_Den 350; Zerg_Greater_Spire -1; Zerg_Expansion2 191; Zerg_Lair 299; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 128; Zerg_Extractor 154; Zerg_Creep_Colony 217; Zerg_Evolution_Chamber 624; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 258; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 262; Zerg_Greater_Spire -1; Zerg_Expansion2 464; Zerg_Lair 208; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening unknown; Zerg_Spawning_Pool 132; Zerg_Extractor 128; Zerg_Creep_Colony 231; Zerg_Evolution_Chamber 727; Zerg_Queens_Nest 1077; Zerg_Sunken_Colony 263; Zerg_Spore_Colony -1; Zerg_Expansion 118; Zerg_Hydralisk_Den 225; Zerg_Greater_Spire -1; Zerg_Expansion2 627; Zerg_Lair 188; Zerg_Ultralisk_Cavern 0; Zerg_Spire -1; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 131; Zerg_Extractor 154; Zerg_Creep_Colony 195; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 235; Zerg_Spore_Colony -1; Zerg_Expansion 111; Zerg_Hydralisk_Den 385; Zerg_Greater_Spire -1; Zerg_Expansion2 477; Zerg_Lair 231; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 136; Zerg_Extractor 170; Zerg_Creep_Colony 230; Zerg_Evolution_Chamber 599; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 361; Zerg_Spore_Colony -1; Zerg_Expansion 120; Zerg_Hydralisk_Den 258; Zerg_Greater_Spire -1; Zerg_Expansion2 472; Zerg_Lair 232; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 61; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening hydras; Zerg_Spawning_Pool 130; Zerg_Extractor 187; Zerg_Creep_Colony 192; Zerg_Evolution_Chamber 492; Zerg_Queens_Nest 1074; Zerg_Sunken_Colony 219; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 312; Zerg_Greater_Spire 0; Zerg_Expansion2 512; Zerg_Lair 279; Zerg_Ultralisk_Cavern -1; Zerg_Spire 641; Zerg_Building_Overlord 50; Zerg_Defiler_Mound 0; 
Zerg_Hive 1012; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 102; Zerg_Extractor 82; Zerg_Creep_Colony 360; Zerg_Evolution_Chamber 758; Zerg_Queens_Nest 952; Zerg_Sunken_Colony 692; Zerg_Spore_Colony 0; Zerg_Expansion 186; Zerg_Hydralisk_Den 418; Zerg_Greater_Spire 0; Zerg_Expansion2 463; Zerg_Lair 154; Zerg_Ultralisk_Cavern -1; Zerg_Spire 218; Zerg_Building_Overlord 52; Zerg_Defiler_Mound -1; 
Zerg_Hive 796; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 65; Zerg_Creep_Colony 235; Zerg_Evolution_Chamber 610; Zerg_Queens_Nest 722; Zerg_Sunken_Colony 252; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 365; Zerg_Greater_Spire -1; Zerg_Expansion2 176; Zerg_Lair 322; Zerg_Ultralisk_Cavern -1; Zerg_Spire 426; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 877; 
Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 134; Zerg_Extractor 65; Zerg_Creep_Colony 166; Zerg_Evolution_Chamber 767; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 187; Zerg_Spore_Colony 1009; Zerg_Expansion 106; Zerg_Hydralisk_Den 310; Zerg_Greater_Spire -1; Zerg_Expansion2 555; Zerg_Lair 228; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 134; Zerg_Extractor 65; Zerg_Creep_Colony 166; Zerg_Evolution_Chamber 767; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 187; Zerg_Spore_Colony 1009; Zerg_Expansion 106; Zerg_Hydralisk_Den 310; Zerg_Greater_Spire -1; Zerg_Expansion2 555; Zerg_Lair 228; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 392; Zerg_Opening speedlings; Zerg_Spawning_Pool 126; Zerg_Extractor 164; Zerg_Creep_Colony 364; Zerg_Evolution_Chamber 575; Zerg_Queens_Nest 329; Zerg_Sunken_Colony 380; Zerg_Spore_Colony 641; Zerg_Expansion 105; Zerg_Hydralisk_Den 577; Zerg_Greater_Spire 473; Zerg_Expansion2 173; Zerg_Lair 253; Zerg_Ultralisk_Cavern -1; Zerg_Spire 319; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 749; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 98; Zerg_Extractor 86; Zerg_Creep_Colony 162; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 181; Zerg_Spore_Colony -1; Zerg_Expansion 295; Zerg_Hydralisk_Den 922; Zerg_Greater_Spire -1; Zerg_Expansion2 605; Zerg_Lair 150; Zerg_Ultralisk_Cavern -1; Zerg_Spire 214; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 98; Zerg_Extractor 86; Zerg_Creep_Colony 162; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 181; Zerg_Spore_Colony -1; Zerg_Expansion 295; Zerg_Hydralisk_Den 922; Zerg_Greater_Spire -1; Zerg_Expansion2 605; Zerg_Lair 150; Zerg_Ultralisk_Cavern -1; Zerg_Spire 214; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 121; Zerg_Extractor 68; Zerg_Creep_Colony 350; Zerg_Evolution_Chamber 667; Zerg_Queens_Nest 537; Zerg_Sunken_Colony 367; Zerg_Spore_Colony -1; Zerg_Expansion 105; Zerg_Hydralisk_Den 576; Zerg_Greater_Spire -1; Zerg_Expansion2 195; Zerg_Lair 279; Zerg_Ultralisk_Cavern -1; Zerg_Spire 415; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive 565; Zerg_Opening unknown; Zerg_Spawning_Pool 127; Zerg_Extractor 149; Zerg_Creep_Colony 222; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 522; Zerg_Sunken_Colony 238; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 362; Zerg_Greater_Spire 651; Zerg_Expansion2 421; Zerg_Lair 203; Zerg_Ultralisk_Cavern -1; Zerg_Spire 267; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening mutas; Zerg_Spawning_Pool 95; Zerg_Extractor 195; Zerg_Creep_Colony 269; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 404; Zerg_Spore_Colony -1; Zerg_Expansion 130; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 175; Zerg_Lair 259; Zerg_Ultralisk_Cavern -1; Zerg_Spire 330; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 125; Zerg_Extractor 141; Zerg_Creep_Colony 242; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 257; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 315; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 290; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 68; Zerg_Extractor 84; Zerg_Creep_Colony 251; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 267; Zerg_Spore_Colony -1; Zerg_Expansion 150; Zerg_Hydralisk_Den 620; Zerg_Greater_Spire -1; Zerg_Expansion2 202; Zerg_Lair 256; Zerg_Ultralisk_Cavern -1; Zerg_Spire 424; Zerg_Building_Overlord 94; Zerg_Defiler_Mound -1; 
Zerg_Hive 457; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 126; Zerg_Extractor 137; Zerg_Creep_Colony 221; Zerg_Evolution_Chamber 595; Zerg_Queens_Nest 408; Zerg_Sunken_Colony 237; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire 533; Zerg_Expansion2 404; Zerg_Lair 192; Zerg_Ultralisk_Cavern 651; Zerg_Spire 257; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening mutas; Zerg_Spawning_Pool 68; Zerg_Extractor 85; Zerg_Creep_Colony 146; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 335; Zerg_Spore_Colony -1; Zerg_Expansion 188; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 206; Zerg_Lair 339; Zerg_Ultralisk_Cavern -1; Zerg_Spire 403; Zerg_Building_Overlord 96; Zerg_Defiler_Mound -1; 
Zerg_Hive 872; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 160; Zerg_Creep_Colony 239; Zerg_Evolution_Chamber 915; Zerg_Queens_Nest 818; Zerg_Sunken_Colony 256; Zerg_Spore_Colony -1; Zerg_Expansion 118; Zerg_Hydralisk_Den 330; Zerg_Greater_Spire 948; Zerg_Expansion2 563; Zerg_Lair 290; Zerg_Ultralisk_Cavern 1023; Zerg_Spire 703; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 97; Zerg_Extractor 199; Zerg_Creep_Colony 235; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 253; Zerg_Spore_Colony -1; Zerg_Expansion 136; Zerg_Hydralisk_Den 534; Zerg_Greater_Spire -1; Zerg_Expansion2 186; Zerg_Lair 264; Zerg_Ultralisk_Cavern -1; Zerg_Spire 371; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 126; Zerg_Extractor 148; Zerg_Creep_Colony 186; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 201; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 311; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 124; Zerg_Extractor -1; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 105; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 68; Zerg_Extractor 81; Zerg_Creep_Colony 255; Zerg_Evolution_Chamber 267; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 271; Zerg_Spore_Colony -1; Zerg_Expansion 158; Zerg_Hydralisk_Den 340; Zerg_Greater_Spire -1; Zerg_Expansion2 208; Zerg_Lair 285; Zerg_Ultralisk_Cavern -1; Zerg_Spire 351; Zerg_Building_Overlord 93; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 80; Zerg_Extractor 68; Zerg_Creep_Colony 284; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 301; Zerg_Spore_Colony -1; Zerg_Expansion 273; Zerg_Hydralisk_Den 181; Zerg_Greater_Spire -1; Zerg_Expansion2 413; Zerg_Lair 146; Zerg_Ultralisk_Cavern -1; Zerg_Spire 551; Zerg_Building_Overlord 102; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 67; Zerg_Extractor 83; Zerg_Creep_Colony 260; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 537; Zerg_Hydralisk_Den 204; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 167; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 92; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 105; Zerg_Extractor 101; Zerg_Creep_Colony 336; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion -1; Zerg_Hydralisk_Den 208; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 158; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 133; Zerg_Extractor 248; Zerg_Creep_Colony 195; Zerg_Evolution_Chamber 656; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 213; Zerg_Spore_Colony -1; Zerg_Expansion 113; Zerg_Hydralisk_Den 544; Zerg_Greater_Spire -1; Zerg_Expansion2 483; Zerg_Lair 309; Zerg_Ultralisk_Cavern -1; Zerg_Spire 373; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive 899; Zerg_Opening mutas; Zerg_Spawning_Pool 67; Zerg_Extractor 82; Zerg_Creep_Colony 262; Zerg_Evolution_Chamber 871; Zerg_Queens_Nest 843; Zerg_Sunken_Colony 277; Zerg_Spore_Colony -1; Zerg_Expansion 150; Zerg_Hydralisk_Den 445; Zerg_Greater_Spire -1; Zerg_Expansion2 205; Zerg_Lair 297; Zerg_Ultralisk_Cavern -1; Zerg_Spire 362; Zerg_Building_Overlord 93; Zerg_Defiler_Mound 980; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 70; Zerg_Extractor 82; Zerg_Creep_Colony 310; Zerg_Evolution_Chamber 666; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 443; Zerg_Spore_Colony -1; Zerg_Expansion 200; Zerg_Hydralisk_Den 407; Zerg_Greater_Spire -1; Zerg_Expansion2 435; Zerg_Lair 334; Zerg_Ultralisk_Cavern -1; Zerg_Spire 492; Zerg_Building_Overlord 95; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 105; Zerg_Extractor 87; Zerg_Creep_Colony 503; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 524; Zerg_Spore_Colony -1; Zerg_Expansion 352; Zerg_Hydralisk_Den 192; Zerg_Greater_Spire -1; Zerg_Expansion2 398; Zerg_Lair 157; Zerg_Ultralisk_Cavern -1; Zerg_Spire 442; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening mutas; Zerg_Spawning_Pool 123; Zerg_Extractor 219; Zerg_Creep_Colony 217; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 257; Zerg_Spore_Colony -1; Zerg_Expansion 104; Zerg_Hydralisk_Den 543; Zerg_Greater_Spire -1; Zerg_Expansion2 194; Zerg_Lair 276; Zerg_Ultralisk_Cavern -1; Zerg_Spire 344; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 100; Zerg_Extractor 219; Zerg_Creep_Colony 244; Zerg_Evolution_Chamber 584; Zerg_Queens_Nest 596; Zerg_Sunken_Colony 348; Zerg_Spore_Colony -1; Zerg_Expansion 137; Zerg_Hydralisk_Den 331; Zerg_Greater_Spire -1; Zerg_Expansion2 183; Zerg_Lair 278; Zerg_Ultralisk_Cavern -1; Zerg_Spire 426; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 653; Zerg_Opening mutas; Zerg_Spawning_Pool 95; Zerg_Extractor 236; Zerg_Creep_Colony 242; Zerg_Evolution_Chamber 659; Zerg_Queens_Nest 597; Zerg_Sunken_Colony 261; Zerg_Spore_Colony -1; Zerg_Expansion 131; Zerg_Hydralisk_Den 489; Zerg_Greater_Spire 757; Zerg_Expansion2 178; Zerg_Lair 296; Zerg_Ultralisk_Cavern -1; Zerg_Spire 361; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 896; Zerg_Opening speedlings; Zerg_Spawning_Pool 119; Zerg_Extractor 64; Zerg_Creep_Colony 193; Zerg_Evolution_Chamber 742; Zerg_Queens_Nest 802; Zerg_Sunken_Colony 299; Zerg_Spore_Colony -1; Zerg_Expansion 97; Zerg_Hydralisk_Den 513; Zerg_Greater_Spire 0; Zerg_Expansion2 425; Zerg_Lair 286; Zerg_Ultralisk_Cavern 1059; Zerg_Spire 351; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 128; Zerg_Extractor 68; Zerg_Creep_Colony 199; Zerg_Evolution_Chamber 413; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 257; Zerg_Spore_Colony 444; Zerg_Expansion 102; Zerg_Hydralisk_Den 246; Zerg_Greater_Spire -1; Zerg_Expansion2 403; Zerg_Lair 209; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 129; Zerg_Extractor 314; Zerg_Creep_Colony 195; Zerg_Evolution_Chamber 298; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 211; Zerg_Spore_Colony -1; Zerg_Expansion 114; Zerg_Hydralisk_Den 561; Zerg_Greater_Spire -1; Zerg_Expansion2 224; Zerg_Lair 556; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 866; Zerg_Opening speedlings; Zerg_Spawning_Pool 176; Zerg_Extractor 68; Zerg_Creep_Colony 251; Zerg_Evolution_Chamber 609; Zerg_Queens_Nest 750; Zerg_Sunken_Colony 308; Zerg_Spore_Colony -1; Zerg_Expansion 122; Zerg_Hydralisk_Den 420; Zerg_Greater_Spire -1; Zerg_Expansion2 162; Zerg_Lair 373; Zerg_Ultralisk_Cavern 0; Zerg_Spire -1; Zerg_Building_Overlord 52; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening mutas; Zerg_Spawning_Pool 103; Zerg_Extractor 63; Zerg_Creep_Colony 296; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 316; Zerg_Spore_Colony -1; Zerg_Expansion 173; Zerg_Hydralisk_Den 293; Zerg_Greater_Spire -1; Zerg_Expansion2 188; Zerg_Lair 206; Zerg_Ultralisk_Cavern -1; Zerg_Spire 272; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 709; Zerg_Opening lurkers; Zerg_Spawning_Pool 131; Zerg_Extractor 69; Zerg_Creep_Colony 229; Zerg_Evolution_Chamber 1020; Zerg_Queens_Nest 647; Zerg_Sunken_Colony 301; Zerg_Spore_Colony 0; Zerg_Expansion 102; Zerg_Hydralisk_Den 344; Zerg_Greater_Spire 787; Zerg_Expansion2 586; Zerg_Lair 224; Zerg_Ultralisk_Cavern -1; Zerg_Spire 291; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 72; Zerg_Extractor 85; Zerg_Creep_Colony 412; Zerg_Evolution_Chamber 404; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony 431; Zerg_Expansion 371; Zerg_Hydralisk_Den 227; Zerg_Greater_Spire -1; Zerg_Expansion2 642; Zerg_Lair 178; Zerg_Ultralisk_Cavern -1; Zerg_Spire 788; Zerg_Building_Overlord 97; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 101; Zerg_Extractor 96; Zerg_Creep_Colony 246; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 287; Zerg_Spore_Colony -1; Zerg_Expansion 142; Zerg_Hydralisk_Den 219; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 178; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 49; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 72; Zerg_Extractor 93; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 241; Zerg_Hydralisk_Den 569; Zerg_Greater_Spire -1; Zerg_Expansion2 291; Zerg_Lair 534; Zerg_Ultralisk_Cavern -1; Zerg_Spire 960; Zerg_Building_Overlord 94; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 147; Zerg_Creep_Colony 293; Zerg_Evolution_Chamber 423; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 310; Zerg_Spore_Colony -1; Zerg_Expansion 104; Zerg_Hydralisk_Den 251; Zerg_Greater_Spire -1; Zerg_Expansion2 464; Zerg_Lair 205; Zerg_Ultralisk_Cavern -1; Zerg_Spire 739; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 724; Zerg_Opening lurkers; Zerg_Spawning_Pool 129; Zerg_Extractor 68; Zerg_Creep_Colony 221; Zerg_Evolution_Chamber 516; Zerg_Queens_Nest 670; Zerg_Sunken_Colony 237; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 415; Zerg_Greater_Spire -1; Zerg_Expansion2 358; Zerg_Lair 210; Zerg_Ultralisk_Cavern -1; Zerg_Spire 274; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 837; Zerg_Opening hydras; Zerg_Spawning_Pool 121; Zerg_Extractor 61; Zerg_Creep_Colony 266; Zerg_Evolution_Chamber 986; Zerg_Queens_Nest 763; Zerg_Sunken_Colony 322; Zerg_Spore_Colony -1; Zerg_Expansion 103; Zerg_Hydralisk_Den 263; Zerg_Greater_Spire 926; Zerg_Expansion2 168; Zerg_Lair 477; Zerg_Ultralisk_Cavern -1; Zerg_Spire 838; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 99; Zerg_Extractor 66; Zerg_Creep_Colony 229; Zerg_Evolution_Chamber 868; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 248; Zerg_Spore_Colony -1; Zerg_Expansion 136; Zerg_Hydralisk_Den 683; Zerg_Greater_Spire -1; Zerg_Expansion2 189; Zerg_Lair 321; Zerg_Ultralisk_Cavern -1; Zerg_Spire 385; Zerg_Building_Overlord 61; Zerg_Defiler_Mound -1; 
