Protoss_Pylon 1192; Protoss_Opening FastObs; Protoss_Assimilator 2404; Protoss_Gateway 1884; Protoss_Robotics_Support_Bay 19100; Protoss_Arbiter_Tribunal 18508; Protoss_Robotics_Facility 6594; Protoss_Fleet_Beacon 0; Protoss_Stargate 16668; Protoss_Citadel_of_Adun 10340; Protoss_Forge 17324; Protoss_Templar_Archives 13714; Protoss_Photon_Cannon 18612; Protoss_Cybernetics_Core 2938; 
Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon 1200; Protoss_Opening FastExpand; Protoss_Assimilator 2252; Protoss_Gateway 1894; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8620; Protoss_Fleet_Beacon 12832; Protoss_Stargate 11268; Protoss_Citadel_of_Adun 8106; Protoss_Forge 14372; Protoss_Templar_Archives 9102; Protoss_Photon_Cannon 15224; Protoss_Cybernetics_Core 3128; 
Protoss_Pylon 1148; Protoss_Opening ReaverDrop; Protoss_Assimilator 2184; Protoss_Gateway 1832; Protoss_Robotics_Support_Bay 6830; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5412; Protoss_Fleet_Beacon 14352; Protoss_Stargate 12350; Protoss_Citadel_of_Adun 10962; Protoss_Forge 12768; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 14026; Protoss_Cybernetics_Core 2834; 
Protoss_Pylon 1194; Protoss_Opening FastExpand; Protoss_Assimilator 3832; Protoss_Gateway 3176; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 10612; Protoss_Robotics_Facility 9510; Protoss_Fleet_Beacon 16714; Protoss_Stargate 8962; Protoss_Citadel_of_Adun 6100; Protoss_Forge 10484; Protoss_Templar_Archives 7304; Protoss_Photon_Cannon 11404; Protoss_Cybernetics_Core 4566; 
Protoss_Pylon 1218; Protoss_Opening FastExpand; Protoss_Assimilator 4652; Protoss_Gateway 1990; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 15704; Protoss_Robotics_Facility 8018; Protoss_Fleet_Beacon 0; Protoss_Stargate 14472; Protoss_Citadel_of_Adun 10734; Protoss_Forge 12406; Protoss_Templar_Archives 12342; Protoss_Photon_Cannon 13392; Protoss_Cybernetics_Core 5238; 
Protoss_Pylon 1140; Protoss_Opening FastExpand; Protoss_Assimilator 5522; Protoss_Gateway 1950; Protoss_Robotics_Support_Bay 11442; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 9952; Protoss_Fleet_Beacon 0; Protoss_Stargate 18062; Protoss_Citadel_of_Adun 12872; Protoss_Forge 13366; Protoss_Templar_Archives 16810; Protoss_Photon_Cannon 14970; Protoss_Cybernetics_Core 5922; 
Protoss_Pylon 1194; Protoss_Opening FastExpand; Protoss_Assimilator 2422; Protoss_Gateway 1868; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 17054; Protoss_Robotics_Facility 6820; Protoss_Fleet_Beacon 0; Protoss_Stargate 15056; Protoss_Citadel_of_Adun 9574; Protoss_Forge 13446; Protoss_Templar_Archives 14592; Protoss_Photon_Cannon 16518; Protoss_Cybernetics_Core 2868; 
Protoss_Pylon 1138; Protoss_Opening FastExpand; Protoss_Assimilator 2256; Protoss_Gateway 1900; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 21374; Protoss_Robotics_Facility 7104; Protoss_Fleet_Beacon 14424; Protoss_Stargate 13166; Protoss_Citadel_of_Adun 11600; Protoss_Forge 13478; Protoss_Templar_Archives 15104; Protoss_Photon_Cannon 14320; Protoss_Cybernetics_Core 2960; 
Protoss_Pylon 1144; Protoss_Opening FastExpand; Protoss_Assimilator 3586; Protoss_Gateway 3300; Protoss_Robotics_Support_Bay 8356; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6598; Protoss_Fleet_Beacon 14698; Protoss_Stargate 13404; Protoss_Citadel_of_Adun 11014; Protoss_Forge 13940; Protoss_Templar_Archives 19454; Protoss_Photon_Cannon 15030; Protoss_Cybernetics_Core 4424; 
Protoss_Pylon 1108; Protoss_Opening FastExpand; Protoss_Assimilator 4346; Protoss_Gateway 1832; Protoss_Robotics_Support_Bay 8266; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6932; Protoss_Fleet_Beacon 10548; Protoss_Stargate 8834; Protoss_Citadel_of_Adun 15136; Protoss_Forge 17474; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 19114; Protoss_Cybernetics_Core 5068; 
Protoss_Pylon 1124; Protoss_Opening FastExpand; Protoss_Assimilator 2490; Protoss_Gateway 1826; Protoss_Robotics_Support_Bay 9508; Protoss_Arbiter_Tribunal 20036; Protoss_Robotics_Facility 7402; Protoss_Fleet_Beacon 11798; Protoss_Stargate 10478; Protoss_Citadel_of_Adun 14420; Protoss_Forge 14892; Protoss_Templar_Archives 16056; Protoss_Photon_Cannon 16000; Protoss_Cybernetics_Core 3360; 
Protoss_Pylon 1222; Protoss_Opening FastExpand; Protoss_Assimilator 2614; Protoss_Gateway 1982; Protoss_Robotics_Support_Bay 8018; Protoss_Arbiter_Tribunal 11874; Protoss_Robotics_Facility 6634; Protoss_Fleet_Beacon 0; Protoss_Stargate 9802; Protoss_Citadel_of_Adun 8140; Protoss_Forge 14448; Protoss_Templar_Archives 9160; Protoss_Photon_Cannon 15188; Protoss_Cybernetics_Core 3072; 
Protoss_Pylon 1148; Protoss_Opening FastExpand; Protoss_Assimilator 2238; Protoss_Gateway 1872; Protoss_Robotics_Support_Bay 7990; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6490; Protoss_Fleet_Beacon 10962; Protoss_Stargate 9536; Protoss_Citadel_of_Adun 16162; Protoss_Forge 17134; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3036; 
Protoss_Pylon 1106; Protoss_Opening FastExpand; Protoss_Assimilator 4662; Protoss_Gateway 1866; Protoss_Robotics_Support_Bay 10700; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6808; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 12334; Protoss_Forge 14316; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 15278; Protoss_Cybernetics_Core 5026; 
Protoss_Pylon 1184; Protoss_Opening FastObs; Protoss_Assimilator 2212; Protoss_Gateway 1842; Protoss_Robotics_Support_Bay 11258; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5632; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 12144; Protoss_Forge 15288; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 16040; Protoss_Cybernetics_Core 2862; 
Protoss_Pylon 1170; Protoss_Opening FastExpand; Protoss_Assimilator 2352; Protoss_Gateway 1866; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 24304; Protoss_Robotics_Facility 12660; Protoss_Fleet_Beacon 0; Protoss_Stargate 22630; Protoss_Citadel_of_Adun 9622; Protoss_Forge 14688; Protoss_Templar_Archives 22960; Protoss_Photon_Cannon 19400; Protoss_Cybernetics_Core 2908; 
Protoss_Pylon 1174; Protoss_Opening FastExpand; Protoss_Assimilator 3516; Protoss_Gateway 2920; Protoss_Robotics_Support_Bay 8852; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6846; Protoss_Fleet_Beacon 0; Protoss_Stargate 18022; Protoss_Citadel_of_Adun 14760; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4372; 
Protoss_Pylon 1210; Protoss_Opening FastDT; Protoss_Assimilator 2442; Protoss_Gateway 1932; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 4924; Protoss_Forge 0; Protoss_Templar_Archives 5908; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2972; 
Protoss_Pylon 1176; Protoss_Opening FastExpand; Protoss_Assimilator 2250; Protoss_Gateway 1868; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 26768; Protoss_Robotics_Facility 7730; Protoss_Fleet_Beacon 0; Protoss_Stargate 24160; Protoss_Citadel_of_Adun 9832; Protoss_Forge 13820; Protoss_Templar_Archives 17332; Protoss_Photon_Cannon 14712; Protoss_Cybernetics_Core 2898; 
Protoss_Pylon 1212; Protoss_Opening FastExpand; Protoss_Assimilator 2434; Protoss_Gateway 1898; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6978; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10716; Protoss_Forge 12922; Protoss_Templar_Archives 13808; Protoss_Photon_Cannon 14000; Protoss_Cybernetics_Core 3092; 
Protoss_Pylon 1178; Protoss_Opening FastExpand; Protoss_Assimilator 2212; Protoss_Gateway 1838; Protoss_Robotics_Support_Bay 7550; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6264; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3202; 
Protoss_Pylon 1146; Protoss_Opening FastExpand; Protoss_Assimilator 2330; Protoss_Gateway 1854; Protoss_Robotics_Support_Bay 9696; Protoss_Arbiter_Tribunal 17882; Protoss_Robotics_Facility 6928; Protoss_Fleet_Beacon 0; Protoss_Stargate 13910; Protoss_Citadel_of_Adun 12138; Protoss_Forge 15434; Protoss_Templar_Archives 14160; Protoss_Photon_Cannon 16286; Protoss_Cybernetics_Core 2870; 
Protoss_Pylon 1178; Protoss_Opening ReaverDrop; Protoss_Assimilator 2502; Protoss_Gateway 1902; Protoss_Robotics_Support_Bay 7118; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5316; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 12048; Protoss_Forge 0; Protoss_Templar_Archives 18156; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3252; 
Protoss_Pylon 1212; Protoss_Opening FastExpand; Protoss_Assimilator 3200; Protoss_Gateway 2008; Protoss_Robotics_Support_Bay 10668; Protoss_Arbiter_Tribunal 17414; Protoss_Robotics_Facility 7274; Protoss_Fleet_Beacon 0; Protoss_Stargate 16018; Protoss_Citadel_of_Adun 12624; Protoss_Forge 14094; Protoss_Templar_Archives 15138; Protoss_Photon_Cannon 15082; Protoss_Cybernetics_Core 3960; 
Protoss_Pylon 1192; Protoss_Opening Unknown; Protoss_Assimilator 2252; Protoss_Gateway 1894; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon 1202; Protoss_Opening FastObs; Protoss_Assimilator 2376; Protoss_Gateway 1852; Protoss_Robotics_Support_Bay 7542; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5466; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 13060; Protoss_Forge 15518; Protoss_Templar_Archives 15492; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2970; 
Protoss_Pylon 1196; Protoss_Opening FastObs; Protoss_Assimilator 2356; Protoss_Gateway 1856; Protoss_Robotics_Support_Bay 10246; Protoss_Arbiter_Tribunal 25086; Protoss_Robotics_Facility 5728; Protoss_Fleet_Beacon 0; Protoss_Stargate 22948; Protoss_Citadel_of_Adun 12308; Protoss_Forge 17624; Protoss_Templar_Archives 21742; Protoss_Photon_Cannon 18606; Protoss_Cybernetics_Core 2908; 
Protoss_Pylon 1196; Protoss_Opening FastObs; Protoss_Assimilator 2262; Protoss_Gateway 1892; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5236; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10004; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3590; 
Protoss_Pylon 1162; Protoss_Opening FastObs; Protoss_Assimilator 2500; Protoss_Gateway 2090; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6208; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 16074; Protoss_Forge 16378; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 17110; Protoss_Cybernetics_Core 3108; 
Protoss_Pylon 1218; Protoss_Opening ReaverDrop; Protoss_Assimilator 2432; Protoss_Gateway 1878; Protoss_Robotics_Support_Bay 7290; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5850; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3016; 
Protoss_Pylon 1150; Protoss_Opening ReaverDrop; Protoss_Assimilator 2398; Protoss_Gateway 1910; Protoss_Robotics_Support_Bay 7326; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6004; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3036; 
Protoss_Pylon 1166; Protoss_Opening FastExpand; Protoss_Assimilator 4364; Protoss_Gateway 1834; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 10580; Protoss_Robotics_Facility 20090; Protoss_Fleet_Beacon 0; Protoss_Stargate 9056; Protoss_Citadel_of_Adun 6424; Protoss_Forge 15084; Protoss_Templar_Archives 7972; Protoss_Photon_Cannon 17902; Protoss_Cybernetics_Core 5072; 
Protoss_Pylon 1170; Protoss_Opening FastDT; Protoss_Assimilator 2170; Protoss_Gateway 1850; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 9898; Protoss_Robotics_Facility 16046; Protoss_Fleet_Beacon 0; Protoss_Stargate 8652; Protoss_Citadel_of_Adun 7018; Protoss_Forge 14318; Protoss_Templar_Archives 8088; Protoss_Photon_Cannon 15318; Protoss_Cybernetics_Core 2982; 
Protoss_Pylon 1205; Protoss_Opening FastExpand; Protoss_Assimilator 2245; Protoss_Gateway 1885; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8615; Protoss_Fleet_Beacon 0; Protoss_Stargate 22665; Protoss_Citadel_of_Adun 12565; Protoss_Forge 13570; Protoss_Templar_Archives 16745; Protoss_Photon_Cannon 14275; Protoss_Cybernetics_Core 3775; 
Protoss_Pylon 1190; Protoss_Opening FastObs; Protoss_Assimilator 2390; Protoss_Gateway 1902; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5360; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3088; 
Protoss_Pylon 1172; Protoss_Opening FastExpand; Protoss_Assimilator 3266; Protoss_Gateway 2988; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6580; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4008; 
Protoss_Pylon 1180; Protoss_Opening ReaverDrop; Protoss_Assimilator 2282; Protoss_Gateway 1870; Protoss_Robotics_Support_Bay 6564; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5042; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 16588; Protoss_Forge 22204; Protoss_Templar_Archives 22716; Protoss_Photon_Cannon 22966; Protoss_Cybernetics_Core 3142; 
Protoss_Pylon 1514; Protoss_Opening FastDT; Protoss_Assimilator 5978; Protoss_Gateway 2244; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 9844; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 8182; Protoss_Forge 9268; Protoss_Templar_Archives 9236; Protoss_Photon_Cannon 10050; Protoss_Cybernetics_Core 7090; 
Protoss_Pylon 1262; Protoss_Opening FastExpand; Protoss_Assimilator 2188; Protoss_Gateway 1810; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 9704; Protoss_Fleet_Beacon 15312; Protoss_Stargate 13414; Protoss_Citadel_of_Adun 11452; Protoss_Forge 11306; Protoss_Templar_Archives 24298; Protoss_Photon_Cannon 12450; Protoss_Cybernetics_Core 2870; 
Protoss_Pylon 1144; Protoss_Opening FastExpand; Protoss_Assimilator 4148; Protoss_Gateway 1740; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 11498; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 6014; Protoss_Forge 10578; Protoss_Templar_Archives 7300; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4598; 
Protoss_Pylon 1124; Protoss_Opening FastExpand; Protoss_Assimilator 2404; Protoss_Gateway 1976; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 13528; Protoss_Fleet_Beacon 10166; Protoss_Stargate 8498; Protoss_Citadel_of_Adun 21300; Protoss_Forge 20344; Protoss_Templar_Archives 22760; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3232; 
Protoss_Pylon 1380; Protoss_Opening Unknown; Protoss_Assimilator 3542; Protoss_Gateway 2004; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4292; 
Protoss_Pylon 1205; Protoss_Opening ReaverDrop; Protoss_Assimilator 2480; Protoss_Gateway 1980; Protoss_Robotics_Support_Bay 6155; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4230; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11710; Protoss_Forge 20530; Protoss_Templar_Archives 12950; Protoss_Photon_Cannon 21765; Protoss_Cybernetics_Core 3105; 
Protoss_Pylon 1140; Protoss_Opening FastExpand; Protoss_Assimilator 2324; Protoss_Gateway 1782; Protoss_Robotics_Support_Bay 11448; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6730; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3018; 
Protoss_Pylon 1150; Protoss_Opening FastDT; Protoss_Assimilator 1708; Protoss_Gateway 2302; Protoss_Robotics_Support_Bay 7134; Protoss_Arbiter_Tribunal 11490; Protoss_Robotics_Facility 5716; Protoss_Fleet_Beacon 0; Protoss_Stargate 10034; Protoss_Citadel_of_Adun 5706; Protoss_Forge 11446; Protoss_Templar_Archives 6696; Protoss_Photon_Cannon 12314; Protoss_Cybernetics_Core 3316; 
Protoss_Pylon 866; Protoss_Opening ReaverDrop; Protoss_Assimilator 3936; Protoss_Gateway 1498; Protoss_Robotics_Support_Bay 10182; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8134; Protoss_Fleet_Beacon 17034; Protoss_Stargate 15868; Protoss_Citadel_of_Adun 25054; Protoss_Forge 18106; Protoss_Templar_Archives 26170; Protoss_Photon_Cannon 19322; Protoss_Cybernetics_Core 4522; 
Protoss_Pylon 1282; Protoss_Opening FastDT; Protoss_Assimilator 3534; Protoss_Gateway 2048; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8774; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5350; Protoss_Forge 0; Protoss_Templar_Archives 6406; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4298; 
Protoss_Pylon 1196; Protoss_Opening FastExpand; Protoss_Assimilator 3960; Protoss_Gateway 1938; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8282; Protoss_Fleet_Beacon 0; Protoss_Stargate 14942; Protoss_Citadel_of_Adun 9262; Protoss_Forge 14464; Protoss_Templar_Archives 14696; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3900; 
Protoss_Pylon 1184; Protoss_Opening FastExpand; Protoss_Assimilator 3796; Protoss_Gateway 3134; Protoss_Robotics_Support_Bay 10684; Protoss_Arbiter_Tribunal 35974; Protoss_Robotics_Facility 9196; Protoss_Fleet_Beacon 15202; Protoss_Stargate 13494; Protoss_Citadel_of_Adun 33510; Protoss_Forge 20524; Protoss_Templar_Archives 34724; Protoss_Photon_Cannon 21298; Protoss_Cybernetics_Core 4456; 
Protoss_Pylon 1180; Protoss_Opening FastDT; Protoss_Assimilator 2326; Protoss_Gateway 1864; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5800; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5096; Protoss_Forge 0; Protoss_Templar_Archives 6232; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2872; 
Protoss_Pylon 1170; Protoss_Opening FastExpand; Protoss_Assimilator 2338; Protoss_Gateway 1864; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7716; Protoss_Fleet_Beacon 17588; Protoss_Stargate 16148; Protoss_Citadel_of_Adun 11144; Protoss_Forge 12512; Protoss_Templar_Archives 12414; Protoss_Photon_Cannon 13490; Protoss_Cybernetics_Core 2864; 
Protoss_Pylon 1184; Protoss_Opening FastDT; Protoss_Assimilator 2382; Protoss_Gateway 1888; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 21348; Protoss_Robotics_Facility 6166; Protoss_Fleet_Beacon 0; Protoss_Stargate 19690; Protoss_Citadel_of_Adun 5266; Protoss_Forge 15250; Protoss_Templar_Archives 6424; Protoss_Photon_Cannon 15942; Protoss_Cybernetics_Core 4148; 
Protoss_Pylon 1258; Protoss_Opening Unknown; Protoss_Assimilator 2330; Protoss_Gateway 1946; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3092; 
Protoss_Pylon 1202; Protoss_Opening FastDT; Protoss_Assimilator 3552; Protoss_Gateway 2010; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 7330; Protoss_Forge 0; Protoss_Templar_Archives 8334; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4234; 
Protoss_Pylon 1190; Protoss_Opening ReaverDrop; Protoss_Assimilator 2486; Protoss_Gateway 1990; Protoss_Robotics_Support_Bay 5792; Protoss_Arbiter_Tribunal 20764; Protoss_Robotics_Facility 4268; Protoss_Fleet_Beacon 0; Protoss_Stargate 18568; Protoss_Citadel_of_Adun 8926; Protoss_Forge 18300; Protoss_Templar_Archives 9920; Protoss_Photon_Cannon 19532; Protoss_Cybernetics_Core 3032; 
Protoss_Pylon 1154; Protoss_Opening FastObs; Protoss_Assimilator 4728; Protoss_Gateway 1736; Protoss_Robotics_Support_Bay 11148; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8996; Protoss_Fleet_Beacon 47056; Protoss_Stargate 44934; Protoss_Citadel_of_Adun 17152; Protoss_Forge 4754; Protoss_Templar_Archives 21692; Protoss_Photon_Cannon 6818; Protoss_Cybernetics_Core 5868; 
Protoss_Pylon 1178; Protoss_Opening FastExpand; Protoss_Assimilator 2230; Protoss_Gateway 1872; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 14964; Protoss_Robotics_Facility 9012; Protoss_Fleet_Beacon 24686; Protoss_Stargate 13666; Protoss_Citadel_of_Adun 10108; Protoss_Forge 15492; Protoss_Templar_Archives 12360; Protoss_Photon_Cannon 16506; Protoss_Cybernetics_Core 2992; 
Protoss_Pylon 1146; Protoss_Opening FastObs; Protoss_Assimilator 2204; Protoss_Gateway 1832; Protoss_Robotics_Support_Bay 9132; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5238; Protoss_Fleet_Beacon 19936; Protoss_Stargate 18696; Protoss_Citadel_of_Adun 16596; Protoss_Forge 16414; Protoss_Templar_Archives 19032; Protoss_Photon_Cannon 17424; Protoss_Cybernetics_Core 2868; 
Protoss_Pylon 1148; Protoss_Opening FastExpand; Protoss_Assimilator 2256; Protoss_Gateway 1852; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 10728; Protoss_Fleet_Beacon 10756; Protoss_Stargate 8838; Protoss_Citadel_of_Adun 16208; Protoss_Forge 5764; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 6818; Protoss_Cybernetics_Core 7212; 
Protoss_Pylon 1134; Protoss_Opening FastDT; Protoss_Assimilator 2202; Protoss_Gateway 1794; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 6774; Protoss_Forge 0; Protoss_Templar_Archives 8056; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3696; 
Protoss_Pylon 1182; Protoss_Opening FastObs; Protoss_Assimilator 3050; Protoss_Gateway 1764; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4792; Protoss_Fleet_Beacon 14432; Protoss_Stargate 12640; Protoss_Citadel_of_Adun 15360; Protoss_Forge 14738; Protoss_Templar_Archives 22808; Protoss_Photon_Cannon 16586; Protoss_Cybernetics_Core 3742; 
Protoss_Pylon 1164; Protoss_Opening FastDT; Protoss_Assimilator 2318; Protoss_Gateway 1768; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 6258; Protoss_Forge 0; Protoss_Templar_Archives 7708; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3000; 
