Terran_Control_Tower 622; Terran_Comsat_Station 666; Terran_Barracks 83; Terran_Expansion 376; Terran_Refinery 116; Terran_Barracks2 510; Terran_Missile_Turret 436; Terran_Supply_Depot 58; Terran_Engineering_Bay 300; Terran_Science_Facility -1; Terran_Machine_Shop 228; Terran_Armory -1; Terran_Starport 548; Terran_Opening rax_fe; Terran_Academy 590; Terran_Bunker 258; Terran_Factory 168; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 88; Terran_Expansion -1; Terran_Refinery 97; Terran_Barracks2 143; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay 370; Terran_Science_Facility -1; Terran_Machine_Shop 205; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 372; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower 616; Terran_Comsat_Station 376; Terran_Barracks 87; Terran_Expansion 282; Terran_Refinery 101; Terran_Barracks2 290; Terran_Missile_Turret 478; Terran_Supply_Depot 58; Terran_Engineering_Bay 424; Terran_Science_Facility 857; Terran_Machine_Shop 208; Terran_Armory 342; Terran_Starport 539; Terran_Opening vultures; Terran_Academy 315; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower -1; Terran_Comsat_Station 338; Terran_Barracks 96; Terran_Expansion 353; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret 518; Terran_Supply_Depot 57; Terran_Engineering_Bay 466; Terran_Science_Facility -1; Terran_Machine_Shop 229; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 276; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 85; Terran_Expansion 328; Terran_Refinery 109; Terran_Barracks2 162; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 213; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower -1; Terran_Comsat_Station 466; Terran_Barracks 92; Terran_Expansion 344; Terran_Refinery 108; Terran_Barracks2 244; Terran_Missile_Turret 434; Terran_Supply_Depot 66; Terran_Engineering_Bay 370; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory 731; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 395; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 82; Terran_Expansion -1; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 212; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 103; Terran_Expansion -1; Terran_Refinery 96; Terran_Barracks2 448; Terran_Missile_Turret 470; Terran_Supply_Depot 59; Terran_Engineering_Bay 403; Terran_Science_Facility -1; Terran_Machine_Shop 207; Terran_Armory -1; Terran_Starport -1; Terran_Opening unknown; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 0; Terran_Comsat_Station 605; Terran_Barracks 87; Terran_Expansion 308; Terran_Refinery 98; Terran_Barracks2 233; Terran_Missile_Turret 390; Terran_Supply_Depot 59; Terran_Engineering_Bay 256; Terran_Science_Facility 0; Terran_Machine_Shop 201; Terran_Armory 462; Terran_Starport 0; Terran_Opening rax_fe; Terran_Academy 528; Terran_Bunker 370; Terran_Factory 149; 
Terran_Control_Tower -1; Terran_Comsat_Station 558; Terran_Barracks 89; Terran_Expansion 369; Terran_Refinery 103; Terran_Barracks2 163; Terran_Missile_Turret 353; Terran_Supply_Depot 58; Terran_Engineering_Bay 302; Terran_Science_Facility -1; Terran_Machine_Shop 206; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 502; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 0; Terran_Comsat_Station 605; Terran_Barracks 87; Terran_Expansion 308; Terran_Refinery 98; Terran_Barracks2 233; Terran_Missile_Turret 390; Terran_Supply_Depot 59; Terran_Engineering_Bay 256; Terran_Science_Facility 0; Terran_Machine_Shop 201; Terran_Armory 462; Terran_Starport 0; Terran_Opening rax_fe; Terran_Academy 528; Terran_Bunker 370; Terran_Factory 149; 
Terran_Control_Tower 807; Terran_Comsat_Station 335; Terran_Barracks 96; Terran_Expansion 270; Terran_Refinery 97; Terran_Barracks2 -1; Terran_Missile_Turret 563; Terran_Supply_Depot 58; Terran_Engineering_Bay 522; Terran_Science_Facility 805; Terran_Machine_Shop 202; Terran_Armory 553; Terran_Starport 712; Terran_Opening rax_fe; Terran_Academy 284; Terran_Bunker 492; Terran_Factory 148; 
Terran_Control_Tower -1; Terran_Comsat_Station 552; Terran_Barracks 98; Terran_Expansion 296; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret 385; Terran_Supply_Depot 58; Terran_Engineering_Bay 335; Terran_Science_Facility 751; Terran_Machine_Shop 211; Terran_Armory 540; Terran_Starport 681; Terran_Opening vultures; Terran_Academy 495; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower -1; Terran_Comsat_Station 383; Terran_Barracks 90; Terran_Expansion 427; Terran_Refinery 98; Terran_Barracks2 189; Terran_Missile_Turret 650; Terran_Supply_Depot 59; Terran_Engineering_Bay 595; Terran_Science_Facility -1; Terran_Machine_Shop 200; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 327; Terran_Bunker 238; Terran_Factory 147; 
Terran_Control_Tower -1; Terran_Comsat_Station 347; Terran_Barracks 142; Terran_Expansion 127; Terran_Refinery 154; Terran_Barracks2 -1; Terran_Missile_Turret 653; Terran_Supply_Depot 55; Terran_Engineering_Bay 601; Terran_Science_Facility 755; Terran_Machine_Shop 258; Terran_Armory 538; Terran_Starport 665; Terran_Opening ; Terran_Academy 287; Terran_Bunker 248; Terran_Factory 206; 
Terran_Control_Tower 602; Terran_Comsat_Station 342; Terran_Barracks 102; Terran_Expansion 515; Terran_Refinery 104; Terran_Barracks2 619; Terran_Missile_Turret 661; Terran_Supply_Depot 63; Terran_Engineering_Bay 553; Terran_Science_Facility 927; Terran_Machine_Shop 214; Terran_Armory 734; Terran_Starport 535; Terran_Opening two_facto; Terran_Academy 286; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower -1; Terran_Comsat_Station 437; Terran_Barracks 95; Terran_Expansion 260; Terran_Refinery 97; Terran_Barracks2 169; Terran_Missile_Turret 416; Terran_Supply_Depot 57; Terran_Engineering_Bay 374; Terran_Science_Facility 923; Terran_Machine_Shop 201; Terran_Armory 352; Terran_Starport 847; Terran_Opening rax_fe; Terran_Academy 375; Terran_Bunker -1; Terran_Factory 148; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 89; Terran_Expansion 218; Terran_Refinery 107; Terran_Barracks2 310; Terran_Missile_Turret 324; Terran_Supply_Depot 58; Terran_Engineering_Bay 280; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory -1; Terran_Starport -1; Terran_Opening unknown; Terran_Academy 780; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower 312; Terran_Comsat_Station 680; Terran_Barracks 91; Terran_Expansion 286; Terran_Refinery 102; Terran_Barracks2 340; Terran_Missile_Turret 389; Terran_Supply_Depot 60; Terran_Engineering_Bay 325; Terran_Science_Facility -1; Terran_Machine_Shop 206; Terran_Armory 990; Terran_Starport 264; Terran_Opening rax_fe; Terran_Academy 586; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower 266; Terran_Comsat_Station 747; Terran_Barracks 90; Terran_Expansion 475; Terran_Refinery 108; Terran_Barracks2 287; Terran_Missile_Turret 358; Terran_Supply_Depot 61; Terran_Engineering_Bay 307; Terran_Science_Facility 670; Terran_Machine_Shop 216; Terran_Armory 0; Terran_Starport 217; Terran_Opening drop; Terran_Academy 694; Terran_Bunker -1; Terran_Factory 164; 
Terran_Control_Tower -1; Terran_Comsat_Station 589; Terran_Barracks 91; Terran_Expansion 303; Terran_Refinery 108; Terran_Barracks2 0; Terran_Missile_Turret 445; Terran_Supply_Depot 59; Terran_Engineering_Bay 401; Terran_Science_Facility -1; Terran_Machine_Shop 224; Terran_Armory 886; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 535; Terran_Bunker 350; Terran_Factory 171; 
Terran_Control_Tower 617; Terran_Comsat_Station 629; Terran_Barracks 87; Terran_Expansion 403; Terran_Refinery 105; Terran_Barracks2 187; Terran_Missile_Turret 419; Terran_Supply_Depot 60; Terran_Engineering_Bay 339; Terran_Science_Facility -1; Terran_Machine_Shop 232; Terran_Armory -1; Terran_Starport 562; Terran_Opening unknown; Terran_Academy 571; Terran_Bunker -1; Terran_Factory 180; 
Terran_Control_Tower 255; Terran_Comsat_Station 659; Terran_Barracks 92; Terran_Expansion 389; Terran_Refinery 102; Terran_Barracks2 248; Terran_Missile_Turret 404; Terran_Supply_Depot 59; Terran_Engineering_Bay 359; Terran_Science_Facility 1071; Terran_Machine_Shop 209; Terran_Armory 879; Terran_Starport 208; Terran_Opening drop; Terran_Academy 604; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 524; Terran_Comsat_Station 504; Terran_Barracks 86; Terran_Expansion 347; Terran_Refinery 105; Terran_Barracks2 226; Terran_Missile_Turret 426; Terran_Supply_Depot 61; Terran_Engineering_Bay 379; Terran_Science_Facility 630; Terran_Machine_Shop 225; Terran_Armory 626; Terran_Starport 461; Terran_Opening two_facto; Terran_Academy 421; Terran_Bunker -1; Terran_Factory 170; 
Terran_Control_Tower 0; Terran_Comsat_Station 594; Terran_Barracks 87; Terran_Expansion 343; Terran_Refinery 104; Terran_Barracks2 169; Terran_Missile_Turret 566; Terran_Supply_Depot 58; Terran_Engineering_Bay 377; Terran_Science_Facility 0; Terran_Machine_Shop 218; Terran_Armory 876; Terran_Starport 0; Terran_Opening two_facto; Terran_Academy 465; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 727; Terran_Comsat_Station 859; Terran_Barracks 86; Terran_Expansion 475; Terran_Refinery 106; Terran_Barracks2 142; Terran_Missile_Turret 408; Terran_Supply_Depot 52; Terran_Engineering_Bay 364; Terran_Science_Facility 0; Terran_Machine_Shop 222; Terran_Armory 0; Terran_Starport 662; Terran_Opening two_facto; Terran_Academy 780; Terran_Bunker -1; Terran_Factory 167; 
Terran_Control_Tower 1025; Terran_Comsat_Station 569; Terran_Barracks 89; Terran_Expansion 297; Terran_Refinery 100; Terran_Barracks2 411; Terran_Missile_Turret 457; Terran_Supply_Depot 61; Terran_Engineering_Bay 351; Terran_Science_Facility 1025; Terran_Machine_Shop 208; Terran_Armory 611; Terran_Starport 957; Terran_Opening vultures; Terran_Academy 498; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station 532; Terran_Barracks 90; Terran_Expansion 296; Terran_Refinery 106; Terran_Barracks2 144; Terran_Missile_Turret 541; Terran_Supply_Depot 63; Terran_Engineering_Bay 408; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory 0; Terran_Starport -1; Terran_Opening bio; Terran_Academy 456; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower -1; Terran_Comsat_Station 513; Terran_Barracks 92; Terran_Expansion 519; Terran_Refinery 110; Terran_Barracks2 149; Terran_Missile_Turret 579; Terran_Supply_Depot 61; Terran_Engineering_Bay 532; Terran_Science_Facility -1; Terran_Machine_Shop 230; Terran_Armory -1; Terran_Starport -1; Terran_Opening bio; Terran_Academy 436; Terran_Bunker 281; Terran_Factory 169; 
Terran_Control_Tower -1; Terran_Comsat_Station 371; Terran_Barracks 93; Terran_Expansion -1; Terran_Refinery 207; Terran_Barracks2 196; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 398; Terran_Armory -1; Terran_Starport -1; Terran_Opening bio; Terran_Academy 260; Terran_Bunker 451; Terran_Factory 343; 
Terran_Control_Tower 435; Terran_Comsat_Station 456; Terran_Barracks 95; Terran_Expansion 396; Terran_Refinery 120; Terran_Barracks2 171; Terran_Missile_Turret 528; Terran_Supply_Depot 57; Terran_Engineering_Bay 464; Terran_Science_Facility -1; Terran_Machine_Shop 230; Terran_Armory 753; Terran_Starport 388; Terran_Opening two_facto; Terran_Academy 387; Terran_Bunker -1; Terran_Factory 177; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 101; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 130; Terran_Missile_Turret -1; Terran_Supply_Depot 54; Terran_Engineering_Bay 331; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 167; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 374; Terran_Barracks 85; Terran_Expansion -1; Terran_Refinery 106; Terran_Barracks2 246; Terran_Missile_Turret 319; Terran_Supply_Depot 61; Terran_Engineering_Bay 274; Terran_Science_Facility -1; Terran_Machine_Shop 216; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 305; Terran_Bunker -1; Terran_Factory 161; 
Terran_Control_Tower -1; Terran_Comsat_Station 0; Terran_Barracks 91; Terran_Expansion 862; Terran_Refinery 190; Terran_Barracks2 0; Terran_Missile_Turret 398; Terran_Supply_Depot 58; Terran_Engineering_Bay 355; Terran_Science_Facility -1; Terran_Machine_Shop 294; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 997; Terran_Bunker -1; Terran_Factory 242; 
Terran_Control_Tower 260; Terran_Comsat_Station 774; Terran_Barracks 91; Terran_Expansion 493; Terran_Refinery 108; Terran_Barracks2 152; Terran_Missile_Turret 321; Terran_Supply_Depot 63; Terran_Engineering_Bay 281; Terran_Science_Facility -1; Terran_Machine_Shop 213; Terran_Armory 1006; Terran_Starport 212; Terran_Opening bio; Terran_Academy 664; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower 1011; Terran_Comsat_Station 545; Terran_Barracks 88; Terran_Expansion 371; Terran_Refinery 111; Terran_Barracks2 -1; Terran_Missile_Turret 397; Terran_Supply_Depot 59; Terran_Engineering_Bay 344; Terran_Science_Facility 1012; Terran_Machine_Shop 224; Terran_Armory 813; Terran_Starport 955; Terran_Opening two_facto; Terran_Academy 489; Terran_Bunker -1; Terran_Factory 168; 
Terran_Control_Tower -1; Terran_Comsat_Station 817; Terran_Barracks 88; Terran_Expansion 542; Terran_Refinery 112; Terran_Barracks2 623; Terran_Missile_Turret 552; Terran_Supply_Depot 58; Terran_Engineering_Bay 505; Terran_Science_Facility -1; Terran_Machine_Shop 242; Terran_Armory 781; Terran_Starport -1; Terran_Opening unknown; Terran_Academy 764; Terran_Bunker 342; Terran_Factory 168; 
Terran_Control_Tower -1; Terran_Comsat_Station 575; Terran_Barracks 87; Terran_Expansion 290; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret 349; Terran_Supply_Depot 56; Terran_Engineering_Bay 309; Terran_Science_Facility -1; Terran_Machine_Shop 205; Terran_Armory 698; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 501; Terran_Bunker 241; Terran_Factory 153; 
Terran_Control_Tower -1; Terran_Comsat_Station 290; Terran_Barracks 80; Terran_Expansion 629; Terran_Refinery 172; Terran_Barracks2 113; Terran_Missile_Turret 588; Terran_Supply_Depot 55; Terran_Engineering_Bay 542; Terran_Science_Facility -1; Terran_Machine_Shop 422; Terran_Armory -1; Terran_Starport 959; Terran_Opening bio; Terran_Academy 190; Terran_Bunker 246; Terran_Factory 360; 
Terran_Control_Tower 540; Terran_Comsat_Station 248; Terran_Barracks 80; Terran_Expansion 538; Terran_Refinery 108; Terran_Barracks2 124; Terran_Missile_Turret 425; Terran_Supply_Depot 55; Terran_Engineering_Bay 384; Terran_Science_Facility 541; Terran_Machine_Shop 343; Terran_Armory -1; Terran_Starport 489; Terran_Opening ; Terran_Academy 186; Terran_Bunker -1; Terran_Factory 287; 
Terran_Control_Tower -1; Terran_Comsat_Station 550; Terran_Barracks 93; Terran_Expansion 422; Terran_Refinery 97; Terran_Barracks2 -1; Terran_Missile_Turret 376; Terran_Supply_Depot 58; Terran_Engineering_Bay 299; Terran_Science_Facility -1; Terran_Machine_Shop 225; Terran_Armory 843; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 480; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower -1; Terran_Comsat_Station 599; Terran_Barracks 87; Terran_Expansion 394; Terran_Refinery 97; Terran_Barracks2 315; Terran_Missile_Turret 456; Terran_Supply_Depot 57; Terran_Engineering_Bay 342; Terran_Science_Facility -1; Terran_Machine_Shop 200; Terran_Armory 857; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 321; Terran_Bunker -1; Terran_Factory 147; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 88; Terran_Expansion -1; Terran_Refinery 94; Terran_Barracks2 286; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 202; Terran_Armory -1; Terran_Starport -1; Terran_Opening vultures; Terran_Academy -1; Terran_Bunker 340; Terran_Factory 147; 
Terran_Control_Tower -1; Terran_Comsat_Station 457; Terran_Barracks 90; Terran_Expansion 322; Terran_Refinery 96; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 198; Terran_Armory 381; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 405; Terran_Bunker -1; Terran_Factory 146; 
Terran_Control_Tower -1; Terran_Comsat_Station 432; Terran_Barracks 87; Terran_Expansion 322; Terran_Refinery 89; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 68; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 195; Terran_Armory 410; Terran_Starport 796; Terran_Opening rax_fe; Terran_Academy 376; Terran_Bunker -1; Terran_Factory 144; 
Terran_Control_Tower -1; Terran_Comsat_Station 369; Terran_Barracks 96; Terran_Expansion 647; Terran_Refinery 102; Terran_Barracks2 464; Terran_Missile_Turret 404; Terran_Supply_Depot 57; Terran_Engineering_Bay 365; Terran_Science_Facility -1; Terran_Machine_Shop 213; Terran_Armory 979; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 315; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower -1; Terran_Comsat_Station 466; Terran_Barracks 91; Terran_Expansion 319; Terran_Refinery 97; Terran_Barracks2 271; Terran_Missile_Turret 868; Terran_Supply_Depot 55; Terran_Engineering_Bay 384; Terran_Science_Facility 838; Terran_Machine_Shop 206; Terran_Armory 418; Terran_Starport 728; Terran_Opening rax_fe; Terran_Academy 401; Terran_Bunker 367; Terran_Factory 149; 
Terran_Control_Tower 441; Terran_Comsat_Station -1; Terran_Barracks 84; Terran_Expansion -1; Terran_Refinery 94; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay 372; Terran_Science_Facility -1; Terran_Machine_Shop 207; Terran_Armory -1; Terran_Starport 390; Terran_Opening vultures; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 145; 
Terran_Control_Tower 812; Terran_Comsat_Station 526; Terran_Barracks 85; Terran_Expansion 293; Terran_Refinery 107; Terran_Barracks2 145; Terran_Missile_Turret 362; Terran_Supply_Depot 61; Terran_Engineering_Bay 322; Terran_Science_Facility 814; Terran_Machine_Shop 217; Terran_Armory 498; Terran_Starport 650; Terran_Opening bio; Terran_Academy 452; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower -1; Terran_Comsat_Station 551; Terran_Barracks 85; Terran_Expansion 304; Terran_Refinery 100; Terran_Barracks2 -1; Terran_Missile_Turret 641; Terran_Supply_Depot 58; Terran_Engineering_Bay 426; Terran_Science_Facility -1; Terran_Machine_Shop 204; Terran_Armory 993; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 498; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower 531; Terran_Comsat_Station 508; Terran_Barracks 89; Terran_Expansion 363; Terran_Refinery 106; Terran_Barracks2 286; Terran_Missile_Turret 421; Terran_Supply_Depot 59; Terran_Engineering_Bay 379; Terran_Science_Facility 1046; Terran_Machine_Shop 218; Terran_Armory 753; Terran_Starport 483; Terran_Opening two_facto; Terran_Academy 451; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 91; Terran_Expansion 592; Terran_Refinery 107; Terran_Barracks2 186; Terran_Missile_Turret 530; Terran_Supply_Depot 61; Terran_Engineering_Bay 485; Terran_Science_Facility -1; Terran_Machine_Shop 392; Terran_Armory -1; Terran_Starport -1; Terran_Opening bio; Terran_Academy 626; Terran_Bunker 157; Terran_Factory 227; 
Terran_Control_Tower -1; Terran_Comsat_Station 426; Terran_Barracks 101; Terran_Expansion 293; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret 377; Terran_Supply_Depot 58; Terran_Engineering_Bay 338; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory 597; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 359; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 94; Terran_Expansion 299; Terran_Refinery 107; Terran_Barracks2 -1; Terran_Missile_Turret 420; Terran_Supply_Depot 57; Terran_Engineering_Bay 359; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 408; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station 432; Terran_Barracks 96; Terran_Expansion 310; Terran_Refinery 106; Terran_Barracks2 -1; Terran_Missile_Turret 390; Terran_Supply_Depot 60; Terran_Engineering_Bay 325; Terran_Science_Facility 972; Terran_Machine_Shop 209; Terran_Armory 752; Terran_Starport 903; Terran_Opening vultures; Terran_Academy 368; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 102; Terran_Expansion 288; Terran_Refinery 105; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay 299; Terran_Science_Facility -1; Terran_Machine_Shop 208; Terran_Armory -1; Terran_Starport -1; Terran_Opening vultures; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station 554; Terran_Barracks 103; Terran_Expansion 307; Terran_Refinery 105; Terran_Barracks2 -1; Terran_Missile_Turret 403; Terran_Supply_Depot 59; Terran_Engineering_Bay 356; Terran_Science_Facility -1; Terran_Machine_Shop 218; Terran_Armory 447; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 491; Terran_Bunker -1; Terran_Factory 166; 
Terran_Control_Tower -1; Terran_Comsat_Station 409; Terran_Barracks 102; Terran_Expansion 300; Terran_Refinery 106; Terran_Barracks2 -1; Terran_Missile_Turret 661; Terran_Supply_Depot 58; Terran_Engineering_Bay 616; Terran_Science_Facility -1; Terran_Machine_Shop 212; Terran_Armory 473; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 357; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 299; Terran_Comsat_Station 894; Terran_Barracks 90; Terran_Expansion 490; Terran_Refinery 106; Terran_Barracks2 162; Terran_Missile_Turret 360; Terran_Supply_Depot 59; Terran_Engineering_Bay 317; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory 820; Terran_Starport 213; Terran_Opening rax_fe; Terran_Academy 784; Terran_Bunker 403; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station 626; Terran_Barracks 90; Terran_Expansion 296; Terran_Refinery 109; Terran_Barracks2 265; Terran_Missile_Turret 362; Terran_Supply_Depot 58; Terran_Engineering_Bay 319; Terran_Science_Facility -1; Terran_Machine_Shop 231; Terran_Armory 656; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 567; Terran_Bunker 416; Terran_Factory 170; 
Terran_Control_Tower 297; Terran_Comsat_Station 652; Terran_Barracks 88; Terran_Expansion 487; Terran_Refinery 111; Terran_Barracks2 186; Terran_Missile_Turret 348; Terran_Supply_Depot 57; Terran_Engineering_Bay 308; Terran_Science_Facility 968; Terran_Machine_Shop 231; Terran_Armory 813; Terran_Starport 248; Terran_Opening two_facto; Terran_Academy 518; Terran_Bunker -1; Terran_Factory 168; 
Terran_Control_Tower 459; Terran_Comsat_Station 567; Terran_Barracks 88; Terran_Expansion 356; Terran_Refinery 100; Terran_Barracks2 327; Terran_Missile_Turret 474; Terran_Supply_Depot 60; Terran_Engineering_Bay 431; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory 723; Terran_Starport 411; Terran_Opening two_facto; Terran_Academy 503; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 753; Terran_Comsat_Station 662; Terran_Barracks 89; Terran_Expansion 408; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret 447; Terran_Supply_Depot 60; Terran_Engineering_Bay 360; Terran_Science_Facility -1; Terran_Machine_Shop 234; Terran_Armory 0; Terran_Starport 651; Terran_Opening rax_fe; Terran_Academy 606; Terran_Bunker -1; Terran_Factory 181; 
Terran_Control_Tower 880; Terran_Comsat_Station 668; Terran_Barracks 91; Terran_Expansion 254; Terran_Refinery 103; Terran_Barracks2 784; Terran_Missile_Turret 352; Terran_Supply_Depot 59; Terran_Engineering_Bay 302; Terran_Science_Facility -1; Terran_Machine_Shop 215; Terran_Armory 727; Terran_Starport 642; Terran_Opening rax_fe; Terran_Academy 487; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower 433; Terran_Comsat_Station 764; Terran_Barracks 89; Terran_Expansion 338; Terran_Refinery 110; Terran_Barracks2 335; Terran_Missile_Turret 471; Terran_Supply_Depot 62; Terran_Engineering_Bay 429; Terran_Science_Facility 846; Terran_Machine_Shop 212; Terran_Armory 599; Terran_Starport 379; Terran_Opening two_facto; Terran_Academy 708; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 88; Terran_Expansion 336; Terran_Refinery 112; Terran_Barracks2 171; Terran_Missile_Turret 383; Terran_Supply_Depot 57; Terran_Engineering_Bay 338; Terran_Science_Facility -1; Terran_Machine_Shop 232; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 177; 
Terran_Control_Tower 0; Terran_Comsat_Station 490; Terran_Barracks 84; Terran_Expansion 318; Terran_Refinery 104; Terran_Barracks2 136; Terran_Missile_Turret 371; Terran_Supply_Depot 61; Terran_Engineering_Bay 328; Terran_Science_Facility -1; Terran_Machine_Shop 254; Terran_Armory 0; Terran_Starport 0; Terran_Opening unknown; Terran_Academy 430; Terran_Bunker 242; Terran_Factory 196; 
