Zerg_Hive 802; Zerg_Opening Standard; Zerg_Spawning_Pool 129; Zerg_Extractor 104; Zerg_Creep_Colony 182; Zerg_Evolution_Chamber 755; Zerg_Queens_Nest 758; Zerg_Sunken_Colony 203; Zerg_Spore_Colony 0; Zerg_Expansion 102; Zerg_Hydralisk_Den 232; Zerg_Greater_Spire 0; Zerg_Expansion2 407; Zerg_Lair 185; Zerg_Ultralisk_Cavern 0; Zerg_Spire 252; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 894; 
Zerg_Hive 737; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 118; Zerg_Extractor 191; Zerg_Creep_Colony 242; Zerg_Evolution_Chamber 321; Zerg_Queens_Nest 654; Zerg_Sunken_Colony 260; Zerg_Spore_Colony 0; Zerg_Expansion 101; Zerg_Hydralisk_Den 395; Zerg_Greater_Spire 0; Zerg_Expansion2 181; Zerg_Lair 249; Zerg_Ultralisk_Cavern 949; Zerg_Spire 312; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 836; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 119; Zerg_Extractor 187; Zerg_Creep_Colony 270; Zerg_Evolution_Chamber 507; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 293; Zerg_Spore_Colony 0; Zerg_Expansion 102; Zerg_Hydralisk_Den 287; Zerg_Greater_Spire 0; Zerg_Expansion2 166; Zerg_Lair 250; Zerg_Ultralisk_Cavern 0; Zerg_Spire 320; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 118; Zerg_Extractor 211; Zerg_Creep_Colony 308; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 324; Zerg_Spore_Colony 0; Zerg_Expansion 101; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 375; Zerg_Lair 286; Zerg_Ultralisk_Cavern 0; Zerg_Spire 351; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 84; Zerg_Extractor 226; Zerg_Creep_Colony 247; Zerg_Evolution_Chamber 386; Zerg_Queens_Nest 737; Zerg_Sunken_Colony 263; Zerg_Spore_Colony 0; Zerg_Expansion 138; Zerg_Hydralisk_Den 471; Zerg_Greater_Spire 0; Zerg_Expansion2 149; Zerg_Lair 310; Zerg_Ultralisk_Cavern 0; Zerg_Spire 377; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 418; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 122; Zerg_Extractor 110; Zerg_Creep_Colony 240; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 370; Zerg_Sunken_Colony 258; Zerg_Spore_Colony 0; Zerg_Expansion 99; Zerg_Hydralisk_Den 592; Zerg_Greater_Spire 499; Zerg_Expansion2 317; Zerg_Lair 174; Zerg_Ultralisk_Cavern 0; Zerg_Spire 242; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 106; Zerg_Extractor 157; Zerg_Creep_Colony 233; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 248; Zerg_Spore_Colony 0; Zerg_Expansion 132; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 213; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 642; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 128; Zerg_Extractor 162; Zerg_Creep_Colony 221; Zerg_Evolution_Chamber 441; Zerg_Queens_Nest 582; Zerg_Sunken_Colony 237; Zerg_Spore_Colony 0; Zerg_Expansion 115; Zerg_Hydralisk_Den 440; Zerg_Greater_Spire 0; Zerg_Expansion2 337; Zerg_Lair 220; Zerg_Ultralisk_Cavern 977; Zerg_Spire 286; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 722; 
Zerg_Hive 0; Zerg_Opening Lurker; Zerg_Spawning_Pool 127; Zerg_Extractor 148; Zerg_Creep_Colony 215; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 671; Zerg_Sunken_Colony 235; Zerg_Spore_Colony 0; Zerg_Expansion 111; Zerg_Hydralisk_Den 240; Zerg_Greater_Spire 0; Zerg_Expansion2 432; Zerg_Lair 203; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 129; Zerg_Extractor 133; Zerg_Creep_Colony 291; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 358; Zerg_Spore_Colony 0; Zerg_Expansion 108; Zerg_Hydralisk_Den 288; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 240; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 580; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 134; Zerg_Extractor 242; Zerg_Creep_Colony 192; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 535; Zerg_Sunken_Colony 209; Zerg_Spore_Colony 0; Zerg_Expansion 112; Zerg_Hydralisk_Den 618; Zerg_Greater_Spire 658; Zerg_Expansion2 235; Zerg_Lair 304; Zerg_Ultralisk_Cavern 0; Zerg_Spire 368; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Lurker; Zerg_Spawning_Pool 128; Zerg_Extractor 138; Zerg_Creep_Colony 280; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 308; Zerg_Spore_Colony 0; Zerg_Expansion 109; Zerg_Hydralisk_Den 254; Zerg_Greater_Spire 0; Zerg_Expansion2 427; Zerg_Lair 217; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 126; Zerg_Extractor 146; Zerg_Creep_Colony 225; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 243; Zerg_Spore_Colony 0; Zerg_Expansion 109; Zerg_Hydralisk_Den 448; Zerg_Greater_Spire 0; Zerg_Expansion2 648; Zerg_Lair 201; Zerg_Ultralisk_Cavern 0; Zerg_Spire 265; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Lurker; Zerg_Spawning_Pool 128; Zerg_Extractor 138; Zerg_Creep_Colony 360; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 108; Zerg_Hydralisk_Den 265; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 212; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Lurker; Zerg_Spawning_Pool 130; Zerg_Extractor 150; Zerg_Creep_Colony 226; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 242; Zerg_Spore_Colony 0; Zerg_Expansion 111; Zerg_Hydralisk_Den 304; Zerg_Greater_Spire 0; Zerg_Expansion2 887; Zerg_Lair 209; Zerg_Ultralisk_Cavern 0; Zerg_Spire 545; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 128; Zerg_Extractor 230; Zerg_Creep_Colony 209; Zerg_Evolution_Chamber 872; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 240; Zerg_Spore_Colony 0; Zerg_Expansion 108; Zerg_Hydralisk_Den 440; Zerg_Greater_Spire 0; Zerg_Expansion2 202; Zerg_Lair 291; Zerg_Ultralisk_Cavern 0; Zerg_Spire 357; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 693; Zerg_Opening Standard; Zerg_Spawning_Pool 125; Zerg_Extractor 144; Zerg_Creep_Colony 217; Zerg_Evolution_Chamber 495; Zerg_Queens_Nest 630; Zerg_Sunken_Colony 232; Zerg_Spore_Colony 0; Zerg_Expansion 105; Zerg_Hydralisk_Den 248; Zerg_Greater_Spire 0; Zerg_Expansion2 344; Zerg_Lair 199; Zerg_Ultralisk_Cavern 0; Zerg_Spire 398; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 828; 
Zerg_Hive 1055; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 122; Zerg_Extractor 207; Zerg_Creep_Colony 220; Zerg_Evolution_Chamber 489; Zerg_Queens_Nest 1008; Zerg_Sunken_Colony 280; Zerg_Spore_Colony 0; Zerg_Expansion 105; Zerg_Hydralisk_Den 476; Zerg_Greater_Spire 0; Zerg_Expansion2 187; Zerg_Lair 260; Zerg_Ultralisk_Cavern 0; Zerg_Spire 324; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 551; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 121; Zerg_Extractor 151; Zerg_Creep_Colony 233; Zerg_Evolution_Chamber 838; Zerg_Queens_Nest 497; Zerg_Sunken_Colony 285; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 508; Zerg_Greater_Spire 700; Zerg_Expansion2 293; Zerg_Lair 212; Zerg_Ultralisk_Cavern 0; Zerg_Spire 282; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 727; 
