Terran_Control_Tower 410; Terran_Comsat_Station 223; Terran_Barracks 114; Terran_Expansion 566; Terran_Refinery 86; Terran_Barracks2 230; Terran_Missile_Turret 333; Terran_Supply_Depot 61; Terran_Engineering_Bay 136; Terran_Science_Facility 386; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 329; Terran_Opening unknown; Terran_Academy 167; Terran_Bunker 0; Terran_Factory 267; 
Terran_Control_Tower 329; Terran_Comsat_Station 469; Terran_Barracks 85; Terran_Expansion 510; Terran_Refinery 91; Terran_Barracks2 139; Terran_Missile_Turret 660; Terran_Supply_Depot 56; Terran_Engineering_Bay 611; Terran_Science_Facility 801; Terran_Machine_Shop 444; Terran_Armory -1; Terran_Starport 205; Terran_Opening bio; Terran_Academy 400; Terran_Bunker 708; Terran_Factory 143; 
Terran_Control_Tower 550; Terran_Comsat_Station 393; Terran_Barracks 80; Terran_Expansion 180; Terran_Refinery 211; Terran_Barracks2 248; Terran_Missile_Turret 328; Terran_Supply_Depot 55; Terran_Engineering_Bay 265; Terran_Science_Facility 551; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 498; Terran_Opening rax_fe; Terran_Academy 230; Terran_Bunker 293; Terran_Factory 443; 
Terran_Control_Tower 556; Terran_Comsat_Station 315; Terran_Barracks 87; Terran_Expansion 186; Terran_Refinery 223; Terran_Barracks2 259; Terran_Missile_Turret 351; Terran_Supply_Depot 61; Terran_Engineering_Bay 300; Terran_Science_Facility 556; Terran_Machine_Shop 714; Terran_Armory -1; Terran_Starport 499; Terran_Opening rax_fe; Terran_Academy 241; Terran_Bunker 214; Terran_Factory 445; 
Terran_Control_Tower -1; Terran_Comsat_Station 378; Terran_Barracks 85; Terran_Expansion 148; Terran_Refinery 209; Terran_Barracks2 181; Terran_Missile_Turret -1; Terran_Supply_Depot 54; Terran_Engineering_Bay 301; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 218; Terran_Bunker -1; Terran_Factory 375; 
Terran_Control_Tower -1; Terran_Comsat_Station 378; Terran_Barracks 85; Terran_Expansion 148; Terran_Refinery 209; Terran_Barracks2 181; Terran_Missile_Turret -1; Terran_Supply_Depot 54; Terran_Engineering_Bay 301; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 218; Terran_Bunker -1; Terran_Factory 375; 
Terran_Control_Tower 560; Terran_Comsat_Station 239; Terran_Barracks 82; Terran_Expansion 365; Terran_Refinery 175; Terran_Barracks2 111; Terran_Missile_Turret 455; Terran_Supply_Depot 54; Terran_Engineering_Bay 380; Terran_Science_Facility 560; Terran_Machine_Shop 504; Terran_Armory -1; Terran_Starport 498; Terran_Opening vultures; Terran_Academy 181; Terran_Bunker 394; Terran_Factory 445; 
Terran_Control_Tower 333; Terran_Comsat_Station 242; Terran_Barracks 90; Terran_Expansion 525; Terran_Refinery 165; Terran_Barracks2 119; Terran_Missile_Turret 405; Terran_Supply_Depot 60; Terran_Engineering_Bay 357; Terran_Science_Facility 468; Terran_Machine_Shop 471; Terran_Armory 302; Terran_Starport 284; Terran_Opening ; Terran_Academy 182; Terran_Bunker 643; Terran_Factory 231; 
Terran_Control_Tower 287; Terran_Comsat_Station 259; Terran_Barracks 83; Terran_Expansion 593; Terran_Refinery 136; Terran_Barracks2 112; Terran_Missile_Turret 530; Terran_Supply_Depot 58; Terran_Engineering_Bay 479; Terran_Science_Facility 376; Terran_Machine_Shop 265; Terran_Armory -1; Terran_Starport 241; Terran_Opening drop; Terran_Academy 206; Terran_Bunker 379; Terran_Factory 188; 
Terran_Control_Tower 294; Terran_Comsat_Station 343; Terran_Barracks 91; Terran_Expansion 539; Terran_Refinery 101; Terran_Barracks2 147; Terran_Missile_Turret 620; Terran_Supply_Depot 62; Terran_Engineering_Bay 544; Terran_Science_Facility 287; Terran_Machine_Shop 326; Terran_Armory -1; Terran_Starport 206; Terran_Opening bio; Terran_Academy 276; Terran_Bunker 0; Terran_Factory 153; 
Terran_Control_Tower 369; Terran_Comsat_Station 241; Terran_Barracks 93; Terran_Expansion 346; Terran_Refinery 142; Terran_Barracks2 115; Terran_Missile_Turret -1; Terran_Supply_Depot 62; Terran_Engineering_Bay 426; Terran_Science_Facility 368; Terran_Machine_Shop 408; Terran_Armory -1; Terran_Starport 314; Terran_Opening drop; Terran_Academy 181; Terran_Bunker 401; Terran_Factory 257; 
Terran_Control_Tower 512; Terran_Comsat_Station 319; Terran_Barracks 87; Terran_Expansion 817; Terran_Refinery 204; Terran_Barracks2 116; Terran_Missile_Turret 1006; Terran_Supply_Depot 57; Terran_Engineering_Bay 533; Terran_Science_Facility 489; Terran_Machine_Shop 401; Terran_Armory -1; Terran_Starport 409; Terran_Opening two_facto; Terran_Academy 248; Terran_Bunker 145; Terran_Factory 297; 
Terran_Control_Tower 394; Terran_Comsat_Station 388; Terran_Barracks 85; Terran_Expansion 398; Terran_Refinery 113; Terran_Barracks2 443; Terran_Missile_Turret -1; Terran_Supply_Depot 54; Terran_Engineering_Bay 339; Terran_Science_Facility 596; Terran_Machine_Shop 353; Terran_Armory -1; Terran_Starport 227; Terran_Opening bio; Terran_Academy 330; Terran_Bunker 519; Terran_Factory 174; 
Terran_Control_Tower 597; Terran_Comsat_Station 290; Terran_Barracks 61; Terran_Expansion 258; Terran_Refinery 226; Terran_Barracks2 309; Terran_Missile_Turret 512; Terran_Supply_Depot 75; Terran_Engineering_Bay 275; Terran_Science_Facility 607; Terran_Machine_Shop 507; Terran_Armory -1; Terran_Starport 508; Terran_Opening rax_fe; Terran_Academy 235; Terran_Bunker 153; Terran_Factory 437; 
Terran_Control_Tower 536; Terran_Comsat_Station 293; Terran_Barracks 93; Terran_Expansion 333; Terran_Refinery 112; Terran_Barracks2 195; Terran_Missile_Turret 419; Terran_Supply_Depot 56; Terran_Engineering_Bay 151; Terran_Science_Facility 542; Terran_Machine_Shop 448; Terran_Armory 0; Terran_Starport 447; Terran_Opening two_facto; Terran_Academy 231; Terran_Bunker 452; Terran_Factory 395; 
Terran_Control_Tower 378; Terran_Comsat_Station 347; Terran_Barracks 87; Terran_Expansion 998; Terran_Refinery 109; Terran_Barracks2 576; Terran_Missile_Turret 399; Terran_Supply_Depot 56; Terran_Engineering_Bay 355; Terran_Science_Facility 385; Terran_Machine_Shop 279; Terran_Armory -1; Terran_Starport 235; Terran_Opening drop; Terran_Academy 291; Terran_Bunker 335; Terran_Factory 178; 
Terran_Control_Tower 330; Terran_Comsat_Station 268; Terran_Barracks 89; Terran_Expansion 446; Terran_Refinery 109; Terran_Barracks2 175; Terran_Missile_Turret 532; Terran_Supply_Depot 59; Terran_Engineering_Bay 480; Terran_Science_Facility -1; Terran_Machine_Shop 258; Terran_Armory -1; Terran_Starport 243; Terran_Opening bio; Terran_Academy 202; Terran_Bunker -1; Terran_Factory 186; 
Terran_Control_Tower 393; Terran_Comsat_Station 286; Terran_Barracks 91; Terran_Expansion 542; Terran_Refinery 218; Terran_Barracks2 113; Terran_Missile_Turret 435; Terran_Supply_Depot 58; Terran_Engineering_Bay 318; Terran_Science_Facility 431; Terran_Machine_Shop 392; Terran_Armory 0; Terran_Starport 340; Terran_Opening drop; Terran_Academy 229; Terran_Bunker 465; Terran_Factory 281; 
Terran_Control_Tower 654; Terran_Comsat_Station 277; Terran_Barracks 90; Terran_Expansion 651; Terran_Refinery 152; Terran_Barracks2 120; Terran_Missile_Turret 407; Terran_Supply_Depot 58; Terran_Engineering_Bay 187; Terran_Science_Facility 653; Terran_Machine_Shop 655; Terran_Armory -1; Terran_Starport 541; Terran_Opening ; Terran_Academy 210; Terran_Bunker 568; Terran_Factory 466; 
Terran_Control_Tower 409; Terran_Comsat_Station 270; Terran_Barracks 85; Terran_Expansion 569; Terran_Refinery 170; Terran_Barracks2 119; Terran_Missile_Turret 422; Terran_Supply_Depot 64; Terran_Engineering_Bay 351; Terran_Science_Facility 430; Terran_Machine_Shop 439; Terran_Armory -1; Terran_Starport 345; Terran_Opening drop; Terran_Academy 203; Terran_Bunker 720; Terran_Factory 293; 
Terran_Control_Tower 336; Terran_Comsat_Station 314; Terran_Barracks 95; Terran_Expansion -1; Terran_Refinery 115; Terran_Barracks2 310; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay 414; Terran_Science_Facility -1; Terran_Machine_Shop 286; Terran_Armory -1; Terran_Starport 237; Terran_Opening bio; Terran_Academy 259; Terran_Bunker -1; Terran_Factory 176; 
Terran_Control_Tower 726; Terran_Comsat_Station 260; Terran_Barracks 82; Terran_Expansion 667; Terran_Refinery 183; Terran_Barracks2 110; Terran_Missile_Turret 549; Terran_Supply_Depot 55; Terran_Engineering_Bay 491; Terran_Science_Facility 707; Terran_Machine_Shop 607; Terran_Armory -1; Terran_Starport 608; Terran_Opening ; Terran_Academy 204; Terran_Bunker 616; Terran_Factory 551; 
Terran_Control_Tower 509; Terran_Comsat_Station 307; Terran_Barracks 89; Terran_Expansion 196; Terran_Refinery 208; Terran_Barracks2 121; Terran_Missile_Turret 451; Terran_Supply_Depot 60; Terran_Engineering_Bay 287; Terran_Science_Facility 511; Terran_Machine_Shop 434; Terran_Armory -1; Terran_Starport 460; Terran_Opening rax_fe; Terran_Academy 250; Terran_Bunker 376; Terran_Factory 371; 
Terran_Control_Tower 509; Terran_Comsat_Station 307; Terran_Barracks 89; Terran_Expansion 196; Terran_Refinery 208; Terran_Barracks2 121; Terran_Missile_Turret 451; Terran_Supply_Depot 60; Terran_Engineering_Bay 287; Terran_Science_Facility 511; Terran_Machine_Shop 434; Terran_Armory -1; Terran_Starport 460; Terran_Opening rax_fe; Terran_Academy 250; Terran_Bunker 376; Terran_Factory 371; 
Terran_Control_Tower 621; Terran_Comsat_Station 252; Terran_Barracks 90; Terran_Expansion 297; Terran_Refinery 162; Terran_Barracks2 115; Terran_Missile_Turret 395; Terran_Supply_Depot 59; Terran_Engineering_Bay 355; Terran_Science_Facility 622; Terran_Machine_Shop 492; Terran_Armory -1; Terran_Starport 559; Terran_Opening two_facto; Terran_Academy 189; Terran_Bunker 418; Terran_Factory 436; 
Terran_Control_Tower 548; Terran_Comsat_Station 282; Terran_Barracks 102; Terran_Expansion -1; Terran_Refinery 143; Terran_Barracks2 118; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay 171; Terran_Science_Facility 548; Terran_Machine_Shop 500; Terran_Armory -1; Terran_Starport 501; Terran_Opening bio; Terran_Academy 227; Terran_Bunker -1; Terran_Factory 445; 
Terran_Control_Tower 354; Terran_Comsat_Station 286; Terran_Barracks 58; Terran_Expansion 553; Terran_Refinery 187; Terran_Barracks2 391; Terran_Missile_Turret 508; Terran_Supply_Depot 79; Terran_Engineering_Bay 430; Terran_Science_Facility 491; Terran_Machine_Shop 472; Terran_Armory -1; Terran_Starport 306; Terran_Opening bio; Terran_Academy 230; Terran_Bunker 146; Terran_Factory 253; 
Terran_Control_Tower 306; Terran_Comsat_Station 340; Terran_Barracks 88; Terran_Expansion 428; Terran_Refinery 152; Terran_Barracks2 118; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 426; Terran_Armory -1; Terran_Starport 259; Terran_Opening unknown; Terran_Academy 274; Terran_Bunker -1; Terran_Factory 205; 
Terran_Control_Tower 450; Terran_Comsat_Station 366; Terran_Barracks 83; Terran_Expansion -1; Terran_Refinery 182; Terran_Barracks2 118; Terran_Missile_Turret 565; Terran_Supply_Depot 55; Terran_Engineering_Bay 427; Terran_Science_Facility 550; Terran_Machine_Shop 410; Terran_Armory -1; Terran_Starport 323; Terran_Opening unknown; Terran_Academy 310; Terran_Bunker 186; Terran_Factory 267; 
Terran_Control_Tower 541; Terran_Comsat_Station 253; Terran_Barracks 84; Terran_Expansion 540; Terran_Refinery 155; Terran_Barracks2 111; Terran_Missile_Turret 350; Terran_Supply_Depot 58; Terran_Engineering_Bay 271; Terran_Science_Facility 542; Terran_Machine_Shop 545; Terran_Armory -1; Terran_Starport 493; Terran_Opening drop; Terran_Academy 191; Terran_Bunker 372; Terran_Factory 436; 
Terran_Control_Tower 322; Terran_Comsat_Station 335; Terran_Barracks 88; Terran_Expansion 666; Terran_Refinery 165; Terran_Barracks2 126; Terran_Missile_Turret 384; Terran_Supply_Depot 59; Terran_Engineering_Bay 325; Terran_Science_Facility 451; Terran_Machine_Shop 428; Terran_Armory -1; Terran_Starport 272; Terran_Opening drop; Terran_Academy 282; Terran_Bunker 740; Terran_Factory 217; 
Terran_Control_Tower 532; Terran_Comsat_Station 351; Terran_Barracks 60; Terran_Expansion -1; Terran_Refinery 180; Terran_Barracks2 198; Terran_Missile_Turret -1; Terran_Supply_Depot 81; Terran_Engineering_Bay -1; Terran_Science_Facility 531; Terran_Machine_Shop 521; Terran_Armory -1; Terran_Starport 483; Terran_Opening bio; Terran_Academy 215; Terran_Bunker 579; Terran_Factory 425; 
Terran_Control_Tower 488; Terran_Comsat_Station 315; Terran_Barracks 86; Terran_Expansion 218; Terran_Refinery 226; Terran_Barracks2 125; Terran_Missile_Turret 414; Terran_Supply_Depot 59; Terran_Engineering_Bay 300; Terran_Science_Facility 532; Terran_Machine_Shop 413; Terran_Armory -1; Terran_Starport 440; Terran_Opening rax_fe; Terran_Academy 262; Terran_Bunker 178; Terran_Factory 357; 
Terran_Control_Tower 417; Terran_Comsat_Station 290; Terran_Barracks 86; Terran_Expansion 622; Terran_Refinery 175; Terran_Barracks2 113; Terran_Missile_Turret 493; Terran_Supply_Depot 53; Terran_Engineering_Bay 403; Terran_Science_Facility 415; Terran_Machine_Shop 490; Terran_Armory -1; Terran_Starport 364; Terran_Opening drop; Terran_Academy 216; Terran_Bunker 526; Terran_Factory 310; 
Terran_Control_Tower 384; Terran_Comsat_Station 241; Terran_Barracks 84; Terran_Expansion 593; Terran_Refinery 157; Terran_Barracks2 116; Terran_Missile_Turret 463; Terran_Supply_Depot 57; Terran_Engineering_Bay 422; Terran_Science_Facility 413; Terran_Machine_Shop 473; Terran_Armory -1; Terran_Starport 337; Terran_Opening drop; Terran_Academy 171; Terran_Bunker 552; Terran_Factory 280; 
Terran_Control_Tower 483; Terran_Comsat_Station 337; Terran_Barracks 87; Terran_Expansion -1; Terran_Refinery 226; Terran_Barracks2 116; Terran_Missile_Turret 546; Terran_Supply_Depot 58; Terran_Engineering_Bay 501; Terran_Science_Facility 508; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 436; Terran_Opening ; Terran_Academy 277; Terran_Bunker 163; Terran_Factory 367; 
Terran_Control_Tower 426; Terran_Comsat_Station 252; Terran_Barracks 87; Terran_Expansion 603; Terran_Refinery 165; Terran_Barracks2 128; Terran_Missile_Turret 617; Terran_Supply_Depot 60; Terran_Engineering_Bay 405; Terran_Science_Facility 493; Terran_Machine_Shop 390; Terran_Armory -1; Terran_Starport 376; Terran_Opening drop; Terran_Academy 185; Terran_Bunker 425; Terran_Factory 309; 
Terran_Control_Tower -1; Terran_Comsat_Station 305; Terran_Barracks 88; Terran_Expansion -1; Terran_Refinery 190; Terran_Barracks2 124; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay 202; Terran_Science_Facility -1; Terran_Machine_Shop 472; Terran_Armory -1; Terran_Starport 464; Terran_Opening ; Terran_Academy 252; Terran_Bunker -1; Terran_Factory 408; 
Terran_Control_Tower -1; Terran_Comsat_Station 333; Terran_Barracks 86; Terran_Expansion -1; Terran_Refinery 216; Terran_Barracks2 133; Terran_Missile_Turret 328; Terran_Supply_Depot 59; Terran_Engineering_Bay 283; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 277; Terran_Bunker 292; Terran_Factory 311; 
Terran_Control_Tower 579; Terran_Comsat_Station 338; Terran_Barracks 82; Terran_Expansion 248; Terran_Refinery 254; Terran_Barracks2 117; Terran_Missile_Turret 489; Terran_Supply_Depot 60; Terran_Engineering_Bay 418; Terran_Science_Facility 578; Terran_Machine_Shop 486; Terran_Armory -1; Terran_Starport 486; Terran_Opening two_facto; Terran_Academy 271; Terran_Bunker 166; Terran_Factory 433; 
Terran_Control_Tower 965; Terran_Comsat_Station 375; Terran_Barracks 66; Terran_Expansion 474; Terran_Refinery 227; Terran_Barracks2 103; Terran_Missile_Turret -1; Terran_Supply_Depot 77; Terran_Engineering_Bay 348; Terran_Science_Facility 0; Terran_Machine_Shop 926; Terran_Armory -1; Terran_Starport 916; Terran_Opening bio; Terran_Academy 296; Terran_Bunker 171; Terran_Factory 861; 
Terran_Control_Tower 426; Terran_Comsat_Station 235; Terran_Barracks 83; Terran_Expansion 581; Terran_Refinery 145; Terran_Barracks2 114; Terran_Missile_Turret 522; Terran_Supply_Depot 58; Terran_Engineering_Bay 414; Terran_Science_Facility 386; Terran_Machine_Shop 313; Terran_Armory -1; Terran_Starport 336; Terran_Opening drop; Terran_Academy 179; Terran_Bunker 352; Terran_Factory 257; 
Terran_Control_Tower 415; Terran_Comsat_Station 243; Terran_Barracks 83; Terran_Expansion 611; Terran_Refinery 161; Terran_Barracks2 115; Terran_Missile_Turret 542; Terran_Supply_Depot 58; Terran_Engineering_Bay 304; Terran_Science_Facility 404; Terran_Machine_Shop 415; Terran_Armory -1; Terran_Starport 355; Terran_Opening drop; Terran_Academy 176; Terran_Bunker 463; Terran_Factory 289; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 71; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 104; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 175; Terran_Factory -1; 
Terran_Control_Tower 319; Terran_Comsat_Station 300; Terran_Barracks 89; Terran_Expansion 551; Terran_Refinery 165; Terran_Barracks2 117; Terran_Missile_Turret 651; Terran_Supply_Depot 58; Terran_Engineering_Bay 578; Terran_Science_Facility -1; Terran_Machine_Shop 337; Terran_Armory 281; Terran_Starport 272; Terran_Opening drop; Terran_Academy 228; Terran_Bunker 594; Terran_Factory 217; 
Terran_Control_Tower 781; Terran_Comsat_Station 397; Terran_Barracks 83; Terran_Expansion 998; Terran_Refinery 309; Terran_Barracks2 117; Terran_Missile_Turret 804; Terran_Supply_Depot 58; Terran_Engineering_Bay 172; Terran_Science_Facility 855; Terran_Machine_Shop 496; Terran_Armory -1; Terran_Starport 518; Terran_Opening ; Terran_Academy 302; Terran_Bunker 195; Terran_Factory 441; 
Terran_Control_Tower 519; Terran_Comsat_Station 343; Terran_Barracks 87; Terran_Expansion 643; Terran_Refinery 163; Terran_Barracks2 121; Terran_Missile_Turret 389; Terran_Supply_Depot 56; Terran_Engineering_Bay 316; Terran_Science_Facility 529; Terran_Machine_Shop 274; Terran_Armory -1; Terran_Starport 456; Terran_Opening ; Terran_Academy 229; Terran_Bunker 359; Terran_Factory 220; 
Terran_Control_Tower 518; Terran_Comsat_Station 329; Terran_Barracks 91; Terran_Expansion 867; Terran_Refinery 252; Terran_Barracks2 124; Terran_Missile_Turret 1004; Terran_Supply_Depot 59; Terran_Engineering_Bay 334; Terran_Science_Facility 907; Terran_Machine_Shop 444; Terran_Armory -1; Terran_Starport 453; Terran_Opening drop; Terran_Academy 235; Terran_Bunker 163; Terran_Factory 390; 
Terran_Control_Tower -1; Terran_Comsat_Station 521; Terran_Barracks 90; Terran_Expansion 649; Terran_Refinery 103; Terran_Barracks2 169; Terran_Missile_Turret 593; Terran_Supply_Depot 61; Terran_Engineering_Bay 550; Terran_Science_Facility -1; Terran_Machine_Shop 212; Terran_Armory 316; Terran_Starport -1; Terran_Opening bio; Terran_Academy 436; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 365; Terran_Comsat_Station 266; Terran_Barracks 91; Terran_Expansion 747; Terran_Refinery 186; Terran_Barracks2 120; Terran_Missile_Turret 557; Terran_Supply_Depot 59; Terran_Engineering_Bay 364; Terran_Science_Facility 549; Terran_Machine_Shop 326; Terran_Armory -1; Terran_Starport 319; Terran_Opening drop; Terran_Academy 202; Terran_Bunker 958; Terran_Factory 255; 
Terran_Control_Tower 290; Terran_Comsat_Station 278; Terran_Barracks 83; Terran_Expansion -1; Terran_Refinery 136; Terran_Barracks2 110; Terran_Missile_Turret 454; Terran_Supply_Depot 58; Terran_Engineering_Bay 405; Terran_Science_Facility 431; Terran_Machine_Shop 757; Terran_Armory -1; Terran_Starport 243; Terran_Opening drop; Terran_Academy 218; Terran_Bunker -1; Terran_Factory 190; 
Terran_Control_Tower 530; Terran_Comsat_Station 287; Terran_Barracks 91; Terran_Expansion 715; Terran_Refinery 107; Terran_Barracks2 159; Terran_Missile_Turret 580; Terran_Supply_Depot 59; Terran_Engineering_Bay 517; Terran_Science_Facility 531; Terran_Machine_Shop 260; Terran_Armory -1; Terran_Starport 482; Terran_Opening bio; Terran_Academy 234; Terran_Bunker -1; Terran_Factory 202; 
Terran_Control_Tower 537; Terran_Comsat_Station 372; Terran_Barracks 93; Terran_Expansion 178; Terran_Refinery 196; Terran_Barracks2 260; Terran_Missile_Turret 383; Terran_Supply_Depot 59; Terran_Engineering_Bay 233; Terran_Science_Facility 536; Terran_Machine_Shop 425; Terran_Armory -1; Terran_Starport 425; Terran_Opening rax_fe; Terran_Academy 306; Terran_Bunker 380; Terran_Factory 347; 
Terran_Control_Tower 378; Terran_Comsat_Station 375; Terran_Barracks 86; Terran_Expansion 743; Terran_Refinery 122; Terran_Barracks2 316; Terran_Missile_Turret 429; Terran_Supply_Depot 58; Terran_Engineering_Bay 349; Terran_Science_Facility 351; Terran_Machine_Shop 232; Terran_Armory -1; Terran_Starport 231; Terran_Opening bio; Terran_Academy 300; Terran_Bunker 519; Terran_Factory 175; 
Terran_Control_Tower 882; Terran_Comsat_Station 323; Terran_Barracks 91; Terran_Expansion 191; Terran_Refinery 243; Terran_Barracks2 114; Terran_Missile_Turret 450; Terran_Supply_Depot 58; Terran_Engineering_Bay 277; Terran_Science_Facility 835; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 580; Terran_Opening rax_fe; Terran_Academy 246; Terran_Bunker 751; Terran_Factory 388; 
Terran_Control_Tower 530; Terran_Comsat_Station 287; Terran_Barracks 91; Terran_Expansion 715; Terran_Refinery 107; Terran_Barracks2 159; Terran_Missile_Turret 580; Terran_Supply_Depot 59; Terran_Engineering_Bay 517; Terran_Science_Facility 531; Terran_Machine_Shop 260; Terran_Armory -1; Terran_Starport 482; Terran_Opening bio; Terran_Academy 234; Terran_Bunker -1; Terran_Factory 202; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 73; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 99; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 171; Terran_Factory -1; 
Terran_Control_Tower 523; Terran_Comsat_Station 347; Terran_Barracks 72; Terran_Expansion 208; Terran_Refinery 251; Terran_Barracks2 327; Terran_Missile_Turret 422; Terran_Supply_Depot 85; Terran_Engineering_Bay 362; Terran_Science_Facility 528; Terran_Machine_Shop 466; Terran_Armory -1; Terran_Starport 467; Terran_Opening rax_fe; Terran_Academy 284; Terran_Bunker 416; Terran_Factory 386; 
Terran_Control_Tower 333; Terran_Comsat_Station 291; Terran_Barracks 100; Terran_Expansion 485; Terran_Refinery 112; Terran_Barracks2 257; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay 126; Terran_Science_Facility 500; Terran_Machine_Shop 361; Terran_Armory -1; Terran_Starport 247; Terran_Opening bio; Terran_Academy 229; Terran_Bunker 1041; Terran_Factory 194; 
Terran_Control_Tower 499; Terran_Comsat_Station 303; Terran_Barracks 91; Terran_Expansion 302; Terran_Refinery 218; Terran_Barracks2 110; Terran_Missile_Turret 650; Terran_Supply_Depot 59; Terran_Engineering_Bay 350; Terran_Science_Facility 503; Terran_Machine_Shop 450; Terran_Armory -1; Terran_Starport 449; Terran_Opening drop; Terran_Academy 248; Terran_Bunker 396; Terran_Factory 394; 
Terran_Control_Tower 481; Terran_Comsat_Station 292; Terran_Barracks 90; Terran_Expansion 180; Terran_Refinery 203; Terran_Barracks2 268; Terran_Missile_Turret 547; Terran_Supply_Depot 59; Terran_Engineering_Bay 458; Terran_Science_Facility 655; Terran_Machine_Shop 422; Terran_Armory -1; Terran_Starport 419; Terran_Opening rax_fe; Terran_Academy 235; Terran_Bunker 521; Terran_Factory 363; 
Terran_Control_Tower 343; Terran_Comsat_Station 287; Terran_Barracks 103; Terran_Expansion 535; Terran_Refinery 113; Terran_Barracks2 185; Terran_Missile_Turret 387; Terran_Supply_Depot 60; Terran_Engineering_Bay 127; Terran_Science_Facility 522; Terran_Machine_Shop 533; Terran_Armory -1; Terran_Starport 253; Terran_Opening bio; Terran_Academy 231; Terran_Bunker 560; Terran_Factory 193; 
Terran_Control_Tower 444; Terran_Comsat_Station 298; Terran_Barracks 98; Terran_Expansion 270; Terran_Refinery 204; Terran_Barracks2 114; Terran_Missile_Turret 588; Terran_Supply_Depot 58; Terran_Engineering_Bay 450; Terran_Science_Facility 569; Terran_Machine_Shop 394; Terran_Armory -1; Terran_Starport 395; Terran_Opening drop; Terran_Academy 241; Terran_Bunker 390; Terran_Factory 335; 
Terran_Control_Tower 319; Terran_Comsat_Station 287; Terran_Barracks 87; Terran_Expansion 500; Terran_Refinery 163; Terran_Barracks2 112; Terran_Missile_Turret 676; Terran_Supply_Depot 58; Terran_Engineering_Bay 436; Terran_Science_Facility 594; Terran_Machine_Shop 884; Terran_Armory -1; Terran_Starport 270; Terran_Opening drop; Terran_Academy 230; Terran_Bunker 889; Terran_Factory 218; 
Terran_Control_Tower 412; Terran_Comsat_Station 316; Terran_Barracks 88; Terran_Expansion 196; Terran_Refinery 229; Terran_Barracks2 112; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay 354; Terran_Science_Facility 533; Terran_Machine_Shop 367; Terran_Armory -1; Terran_Starport 357; Terran_Opening rax_fe; Terran_Academy 252; Terran_Bunker 375; Terran_Factory 300; 
Terran_Control_Tower -1; Terran_Comsat_Station 337; Terran_Barracks 96; Terran_Expansion 195; Terran_Refinery 251; Terran_Barracks2 191; Terran_Missile_Turret 389; Terran_Supply_Depot 63; Terran_Engineering_Bay 328; Terran_Science_Facility -1; Terran_Machine_Shop 516; Terran_Armory -1; Terran_Starport 531; Terran_Opening rax_fe; Terran_Academy 275; Terran_Bunker 312; Terran_Factory 451; 
Terran_Control_Tower 505; Terran_Comsat_Station 265; Terran_Barracks 96; Terran_Expansion 724; Terran_Refinery 188; Terran_Barracks2 125; Terran_Missile_Turret 454; Terran_Supply_Depot 62; Terran_Engineering_Bay 341; Terran_Science_Facility 499; Terran_Machine_Shop 607; Terran_Armory -1; Terran_Starport 448; Terran_Opening two_facto; Terran_Academy 196; Terran_Bunker 423; Terran_Factory 371; 
Terran_Control_Tower 334; Terran_Comsat_Station 299; Terran_Barracks 91; Terran_Expansion 613; Terran_Refinery 181; Terran_Barracks2 131; Terran_Missile_Turret 431; Terran_Supply_Depot 56; Terran_Engineering_Bay 380; Terran_Science_Facility 427; Terran_Machine_Shop 426; Terran_Armory -1; Terran_Starport 285; Terran_Opening drop; Terran_Academy 246; Terran_Bunker 457; Terran_Factory 232; 
