Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 130; Zerg_Extractor 139; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber 792; Zerg_Queens_Nest 0; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 331; Zerg_Greater_Spire -1; Zerg_Expansion2 662; Zerg_Lair 191; Zerg_Ultralisk_Cavern -1; Zerg_Spire 521; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 121; Zerg_Extractor 171; Zerg_Creep_Colony 233; Zerg_Evolution_Chamber 463; Zerg_Queens_Nest 586; Zerg_Sunken_Colony 249; Zerg_Spore_Colony -1; Zerg_Expansion 101; Zerg_Hydralisk_Den 416; Zerg_Greater_Spire -1; Zerg_Expansion2 157; Zerg_Lair 229; Zerg_Ultralisk_Cavern -1; Zerg_Spire 293; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 106; Zerg_Extractor 157; Zerg_Creep_Colony 233; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 248; Zerg_Spore_Colony -1; Zerg_Expansion 132; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 213; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive 786; Zerg_Opening hydras; Zerg_Spawning_Pool 126; Zerg_Extractor 114; Zerg_Creep_Colony 282; Zerg_Evolution_Chamber 822; Zerg_Queens_Nest 738; Zerg_Sunken_Colony 298; Zerg_Spore_Colony -1; Zerg_Expansion 103; Zerg_Hydralisk_Den 623; Zerg_Greater_Spire -1; Zerg_Expansion2 460; Zerg_Lair 238; Zerg_Ultralisk_Cavern 866; Zerg_Spire 302; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 128; Zerg_Extractor 155; Zerg_Creep_Colony 189; Zerg_Evolution_Chamber 544; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 204; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 310; Zerg_Greater_Spire -1; Zerg_Expansion2 253; Zerg_Lair 269; Zerg_Ultralisk_Cavern -1; Zerg_Spire 442; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 68; Zerg_Extractor 79; Zerg_Creep_Colony 282; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 311; Zerg_Spore_Colony -1; Zerg_Expansion 155; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 230; Zerg_Lair 284; Zerg_Ultralisk_Cavern -1; Zerg_Spire 474; Zerg_Building_Overlord 95; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 123; Zerg_Extractor 211; Zerg_Creep_Colony 188; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 204; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 327; Zerg_Greater_Spire -1; Zerg_Expansion2 222; Zerg_Lair 273; Zerg_Ultralisk_Cavern -1; Zerg_Spire 892; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 128; Zerg_Extractor 135; Zerg_Creep_Colony 225; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 241; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 187; Zerg_Ultralisk_Cavern -1; Zerg_Spire 290; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 133; Zerg_Extractor 151; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 113; Zerg_Hydralisk_Den 244; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 225; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 66; Zerg_Extractor 79; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 397; Zerg_Hydralisk_Den 203; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 174; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 90; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 71; Zerg_Extractor 81; Zerg_Creep_Colony 191; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 146; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 95; Zerg_Defiler_Mound -1; 
Zerg_Hive 902; Zerg_Opening hydras; Zerg_Spawning_Pool 125; Zerg_Extractor 148; Zerg_Creep_Colony 223; Zerg_Evolution_Chamber 460; Zerg_Queens_Nest 850; Zerg_Sunken_Colony 247; Zerg_Spore_Colony -1; Zerg_Expansion 105; Zerg_Hydralisk_Den 230; Zerg_Greater_Spire -1; Zerg_Expansion2 395; Zerg_Lair 221; Zerg_Ultralisk_Cavern -1; Zerg_Spire 366; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive 753; Zerg_Opening lurkers; Zerg_Spawning_Pool 98; Zerg_Extractor 131; Zerg_Creep_Colony 376; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 677; Zerg_Sunken_Colony 403; Zerg_Spore_Colony -1; Zerg_Expansion 190; Zerg_Hydralisk_Den 289; Zerg_Greater_Spire 830; Zerg_Expansion2 504; Zerg_Lair 250; Zerg_Ultralisk_Cavern -1; Zerg_Spire 577; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 961; 
Zerg_Hive 693; Zerg_Opening hydras; Zerg_Spawning_Pool 125; Zerg_Extractor 144; Zerg_Creep_Colony 217; Zerg_Evolution_Chamber 495; Zerg_Queens_Nest 630; Zerg_Sunken_Colony 232; Zerg_Spore_Colony -1; Zerg_Expansion 105; Zerg_Hydralisk_Den 248; Zerg_Greater_Spire -1; Zerg_Expansion2 344; Zerg_Lair 199; Zerg_Ultralisk_Cavern 0; Zerg_Spire 398; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 828; 
Zerg_Hive -1; Zerg_Opening mutas; Zerg_Spawning_Pool 135; Zerg_Extractor 61; Zerg_Creep_Colony 235; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 306; Zerg_Spore_Colony -1; Zerg_Expansion 104; Zerg_Hydralisk_Den 396; Zerg_Greater_Spire -1; Zerg_Expansion2 169; Zerg_Lair 240; Zerg_Ultralisk_Cavern -1; Zerg_Spire 304; Zerg_Building_Overlord 51; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 116; Zerg_Extractor 120; Zerg_Creep_Colony 669; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 697; Zerg_Spore_Colony -1; Zerg_Expansion 156; Zerg_Hydralisk_Den 237; Zerg_Greater_Spire -1; Zerg_Expansion2 174; Zerg_Lair 189; Zerg_Ultralisk_Cavern -1; Zerg_Spire 488; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 551; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 121; Zerg_Extractor 151; Zerg_Creep_Colony 233; Zerg_Evolution_Chamber 838; Zerg_Queens_Nest 497; Zerg_Sunken_Colony 285; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 508; Zerg_Greater_Spire 700; Zerg_Expansion2 293; Zerg_Lair 212; Zerg_Ultralisk_Cavern -1; Zerg_Spire 282; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 727; 
