Zerg_Hive 816; Zerg_Opening ; Zerg_Spawning_Pool 118; Zerg_Extractor 66; Zerg_Creep_Colony 483; Zerg_Evolution_Chamber 977; Zerg_Queens_Nest 733; Zerg_Sunken_Colony 501; Zerg_Spore_Colony -1; Zerg_Expansion 203; Zerg_Hydralisk_Den 1070; Zerg_Greater_Spire 893; Zerg_Expansion2 377; Zerg_Lair 170; Zerg_Ultralisk_Cavern 900; Zerg_Spire 244; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 1068; 
Zerg_Hive 443; Zerg_Opening speedlings; Zerg_Spawning_Pool 122; Zerg_Extractor 176; Zerg_Creep_Colony 835; Zerg_Evolution_Chamber 469; Zerg_Queens_Nest 401; Zerg_Sunken_Colony 884; Zerg_Spore_Colony -1; Zerg_Expansion 103; Zerg_Hydralisk_Den 276; Zerg_Greater_Spire -1; Zerg_Expansion2 167; Zerg_Lair 239; Zerg_Ultralisk_Cavern 812; Zerg_Spire 598; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 520; 
Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 119; Zerg_Extractor 183; Zerg_Creep_Colony 203; Zerg_Evolution_Chamber 301; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 218; Zerg_Spore_Colony 327; Zerg_Expansion 102; Zerg_Hydralisk_Den 231; Zerg_Greater_Spire -1; Zerg_Expansion2 164; Zerg_Lair 329; Zerg_Ultralisk_Cavern -1; Zerg_Spire 455; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive 429; Zerg_Opening speedlings; Zerg_Spawning_Pool 119; Zerg_Extractor 125; Zerg_Creep_Colony 272; Zerg_Evolution_Chamber 509; Zerg_Queens_Nest 378; Zerg_Sunken_Colony 573; Zerg_Spore_Colony -1; Zerg_Expansion 103; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire 505; Zerg_Expansion2 276; Zerg_Lair 182; Zerg_Ultralisk_Cavern 750; Zerg_Spire 246; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 694; Zerg_Opening speedlings; Zerg_Spawning_Pool 134; Zerg_Extractor 119; Zerg_Creep_Colony 863; Zerg_Evolution_Chamber 734; Zerg_Queens_Nest 639; Zerg_Sunken_Colony 907; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 528; Zerg_Greater_Spire -1; Zerg_Expansion2 526; Zerg_Lair 186; Zerg_Ultralisk_Cavern -1; Zerg_Spire 258; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 802; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 122; Zerg_Extractor 181; Zerg_Creep_Colony 318; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 335; Zerg_Spore_Colony -1; Zerg_Expansion 102; Zerg_Hydralisk_Den 282; Zerg_Greater_Spire -1; Zerg_Expansion2 171; Zerg_Lair 233; Zerg_Ultralisk_Cavern -1; Zerg_Spire 309; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 122; Zerg_Extractor 181; Zerg_Creep_Colony 318; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 335; Zerg_Spore_Colony -1; Zerg_Expansion 102; Zerg_Hydralisk_Den 282; Zerg_Greater_Spire -1; Zerg_Expansion2 171; Zerg_Lair 233; Zerg_Ultralisk_Cavern -1; Zerg_Spire 309; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 461; Zerg_Opening speedlings; Zerg_Spawning_Pool 68; Zerg_Extractor 79; Zerg_Creep_Colony 292; Zerg_Evolution_Chamber 882; Zerg_Queens_Nest 420; Zerg_Sunken_Colony 308; Zerg_Spore_Colony -1; Zerg_Expansion 186; Zerg_Hydralisk_Den 242; Zerg_Greater_Spire -1; Zerg_Expansion2 503; Zerg_Lair 221; Zerg_Ultralisk_Cavern -1; Zerg_Spire 404; Zerg_Building_Overlord 91; Zerg_Defiler_Mound 537; 
Zerg_Hive 798; Zerg_Opening hydras; Zerg_Spawning_Pool 127; Zerg_Extractor 64; Zerg_Creep_Colony 244; Zerg_Evolution_Chamber 477; Zerg_Queens_Nest 756; Zerg_Sunken_Colony 261; Zerg_Spore_Colony -1; Zerg_Expansion 112; Zerg_Hydralisk_Den 366; Zerg_Greater_Spire 886; Zerg_Expansion2 270; Zerg_Lair 222; Zerg_Ultralisk_Cavern 890; Zerg_Spire 319; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 772; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 136; Zerg_Extractor 203; Zerg_Creep_Colony 354; Zerg_Evolution_Chamber 663; Zerg_Queens_Nest 668; Zerg_Sunken_Colony 372; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 321; Zerg_Greater_Spire 852; Zerg_Expansion2 195; Zerg_Lair 274; Zerg_Ultralisk_Cavern 0; Zerg_Spire 341; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 881; 
Zerg_Hive 0; Zerg_Opening lurkers; Zerg_Spawning_Pool 118; Zerg_Extractor 61; Zerg_Creep_Colony 209; Zerg_Evolution_Chamber 512; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 225; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 265; Zerg_Greater_Spire -1; Zerg_Expansion2 231; Zerg_Lair 205; Zerg_Ultralisk_Cavern 0; Zerg_Spire 642; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive 870; Zerg_Opening hydras; Zerg_Spawning_Pool 132; Zerg_Extractor 62; Zerg_Creep_Colony 245; Zerg_Evolution_Chamber 505; Zerg_Queens_Nest 797; Zerg_Sunken_Colony 349; Zerg_Spore_Colony -1; Zerg_Expansion 97; Zerg_Hydralisk_Den 255; Zerg_Greater_Spire 949; Zerg_Expansion2 441; Zerg_Lair 216; Zerg_Ultralisk_Cavern 0; Zerg_Spire 313; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 68; Zerg_Extractor 82; Zerg_Creep_Colony 702; Zerg_Evolution_Chamber 564; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 720; Zerg_Spore_Colony -1; Zerg_Expansion 372; Zerg_Hydralisk_Den 208; Zerg_Greater_Spire -1; Zerg_Expansion2 802; Zerg_Lair 178; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 93; Zerg_Defiler_Mound -1; 
Zerg_Hive 617; Zerg_Opening speedlings; Zerg_Spawning_Pool 65; Zerg_Extractor 79; Zerg_Creep_Colony 253; Zerg_Evolution_Chamber 488; Zerg_Queens_Nest 566; Zerg_Sunken_Colony 271; Zerg_Spore_Colony -1; Zerg_Expansion 152; Zerg_Hydralisk_Den 308; Zerg_Greater_Spire -1; Zerg_Expansion2 176; Zerg_Lair 255; Zerg_Ultralisk_Cavern -1; Zerg_Spire 320; Zerg_Building_Overlord 88; Zerg_Defiler_Mound 708; 
Zerg_Hive 689; Zerg_Opening unknown; Zerg_Spawning_Pool 120; Zerg_Extractor 282; Zerg_Creep_Colony 187; Zerg_Evolution_Chamber 498; Zerg_Queens_Nest 644; Zerg_Sunken_Colony 203; Zerg_Spore_Colony -1; Zerg_Expansion 104; Zerg_Hydralisk_Den 348; Zerg_Greater_Spire -1; Zerg_Expansion2 271; Zerg_Lair 335; Zerg_Ultralisk_Cavern 997; Zerg_Spire 399; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 781; 
Zerg_Hive 592; Zerg_Opening hydras; Zerg_Spawning_Pool 124; Zerg_Extractor 156; Zerg_Creep_Colony 303; Zerg_Evolution_Chamber 516; Zerg_Queens_Nest 549; Zerg_Sunken_Colony 321; Zerg_Spore_Colony 1030; Zerg_Expansion 103; Zerg_Hydralisk_Den 293; Zerg_Greater_Spire 718; Zerg_Expansion2 234; Zerg_Lair 217; Zerg_Ultralisk_Cavern 685; Zerg_Spire 634; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 886; Zerg_Opening speedlings; Zerg_Spawning_Pool 104; Zerg_Extractor 78; Zerg_Creep_Colony 569; Zerg_Evolution_Chamber 937; Zerg_Queens_Nest 829; Zerg_Sunken_Colony 596; Zerg_Spore_Colony -1; Zerg_Expansion 379; Zerg_Hydralisk_Den 204; Zerg_Greater_Spire 969; Zerg_Expansion2 698; Zerg_Lair 157; Zerg_Ultralisk_Cavern -1; Zerg_Spire 453; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive 1053; Zerg_Opening hydras; Zerg_Spawning_Pool 138; Zerg_Extractor 179; Zerg_Creep_Colony 196; Zerg_Evolution_Chamber 608; Zerg_Queens_Nest 980; Zerg_Sunken_Colony 212; Zerg_Spore_Colony -1; Zerg_Expansion 117; Zerg_Hydralisk_Den 309; Zerg_Greater_Spire 0; Zerg_Expansion2 400; Zerg_Lair 244; Zerg_Ultralisk_Cavern -1; Zerg_Spire 433; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 105; Zerg_Extractor 213; Zerg_Creep_Colony 283; Zerg_Evolution_Chamber 428; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 302; Zerg_Spore_Colony -1; Zerg_Expansion 186; Zerg_Hydralisk_Den 477; Zerg_Greater_Spire -1; Zerg_Expansion2 201; Zerg_Lair 269; Zerg_Ultralisk_Cavern -1; Zerg_Spire 333; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive 952; Zerg_Opening speedlings; Zerg_Spawning_Pool 95; Zerg_Extractor 202; Zerg_Creep_Colony 215; Zerg_Evolution_Chamber 574; Zerg_Queens_Nest 867; Zerg_Sunken_Colony 231; Zerg_Spore_Colony -1; Zerg_Expansion 131; Zerg_Hydralisk_Den 312; Zerg_Greater_Spire -1; Zerg_Expansion2 183; Zerg_Lair 259; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 1041; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 122; Zerg_Extractor 70; Zerg_Creep_Colony 218; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 238; Zerg_Spore_Colony -1; Zerg_Expansion 101; Zerg_Hydralisk_Den 292; Zerg_Greater_Spire -1; Zerg_Expansion2 197; Zerg_Lair 362; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 123; Zerg_Extractor 195; Zerg_Creep_Colony 184; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 200; Zerg_Spore_Colony -1; Zerg_Expansion 105; Zerg_Hydralisk_Den 304; Zerg_Greater_Spire -1; Zerg_Expansion2 524; Zerg_Lair 258; Zerg_Ultralisk_Cavern -1; Zerg_Spire 785; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive 532; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 223; Zerg_Creep_Colony 220; Zerg_Evolution_Chamber 605; Zerg_Queens_Nest 487; Zerg_Sunken_Colony 238; Zerg_Spore_Colony 817; Zerg_Expansion 107; Zerg_Hydralisk_Den 315; Zerg_Greater_Spire -1; Zerg_Expansion2 190; Zerg_Lair 282; Zerg_Ultralisk_Cavern 675; Zerg_Spire 510; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 532; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 223; Zerg_Creep_Colony 220; Zerg_Evolution_Chamber 605; Zerg_Queens_Nest 487; Zerg_Sunken_Colony 238; Zerg_Spore_Colony 817; Zerg_Expansion 107; Zerg_Hydralisk_Den 315; Zerg_Greater_Spire -1; Zerg_Expansion2 190; Zerg_Lair 282; Zerg_Ultralisk_Cavern 675; Zerg_Spire 510; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 785; Zerg_Opening hydras; Zerg_Spawning_Pool 129; Zerg_Extractor 159; Zerg_Creep_Colony 208; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 731; Zerg_Sunken_Colony 227; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 330; Zerg_Greater_Spire -1; Zerg_Expansion2 348; Zerg_Lair 216; Zerg_Ultralisk_Cavern -1; Zerg_Spire 286; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 942; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 241; Zerg_Creep_Colony 330; Zerg_Evolution_Chamber 1076; Zerg_Queens_Nest 861; Zerg_Sunken_Colony 378; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 426; Zerg_Greater_Spire -1; Zerg_Expansion2 419; Zerg_Lair 307; Zerg_Ultralisk_Cavern 1078; Zerg_Spire 374; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 133; Zerg_Extractor 209; Zerg_Creep_Colony 229; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 245; Zerg_Spore_Colony -1; Zerg_Expansion 111; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 231; Zerg_Lair 262; Zerg_Ultralisk_Cavern -1; Zerg_Spire 382; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 691; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 131; Zerg_Extractor 158; Zerg_Creep_Colony 198; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 645; Zerg_Sunken_Colony 215; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 411; Zerg_Greater_Spire -1; Zerg_Expansion2 325; Zerg_Lair 213; Zerg_Ultralisk_Cavern -1; Zerg_Spire 283; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 523; Zerg_Opening unknown; Zerg_Spawning_Pool 129; Zerg_Extractor 165; Zerg_Creep_Colony 186; Zerg_Evolution_Chamber 474; Zerg_Queens_Nest 477; Zerg_Sunken_Colony 204; Zerg_Spore_Colony 862; Zerg_Expansion 104; Zerg_Hydralisk_Den 259; Zerg_Greater_Spire 600; Zerg_Expansion2 516; Zerg_Lair 222; Zerg_Ultralisk_Cavern 832; Zerg_Spire 423; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 547; Zerg_Opening speedlings; Zerg_Spawning_Pool 129; Zerg_Extractor 63; Zerg_Creep_Colony 219; Zerg_Evolution_Chamber 739; Zerg_Queens_Nest 484; Zerg_Sunken_Colony 236; Zerg_Spore_Colony 925; Zerg_Expansion 110; Zerg_Hydralisk_Den 312; Zerg_Greater_Spire 657; Zerg_Expansion2 197; Zerg_Lair 276; Zerg_Ultralisk_Cavern 810; Zerg_Spire 573; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 717; Zerg_Opening speedlings; Zerg_Spawning_Pool 126; Zerg_Extractor 151; Zerg_Creep_Colony 226; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 662; Zerg_Sunken_Colony 243; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 289; Zerg_Greater_Spire 802; Zerg_Expansion2 380; Zerg_Lair 240; Zerg_Ultralisk_Cavern -1; Zerg_Spire 459; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 564; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 203; Zerg_Creep_Colony 235; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 513; Zerg_Sunken_Colony 265; Zerg_Spore_Colony -1; Zerg_Expansion 105; Zerg_Hydralisk_Den 350; Zerg_Greater_Spire 642; Zerg_Expansion2 180; Zerg_Lair 307; Zerg_Ultralisk_Cavern -1; Zerg_Spire 371; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 125; Zerg_Extractor 266; Zerg_Creep_Colony 185; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 200; Zerg_Spore_Colony -1; Zerg_Expansion 105; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 238; Zerg_Lair 358; Zerg_Ultralisk_Cavern -1; Zerg_Spire 421; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 62; Zerg_Creep_Colony 220; Zerg_Evolution_Chamber 870; Zerg_Queens_Nest 868; Zerg_Sunken_Colony 240; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 256; Zerg_Greater_Spire -1; Zerg_Expansion2 472; Zerg_Lair 218; Zerg_Ultralisk_Cavern -1; Zerg_Spire 412; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 100; Zerg_Extractor 103; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 332; Zerg_Hydralisk_Den 192; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 160; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 129; Zerg_Extractor 201; Zerg_Creep_Colony 746; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 762; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 759; Zerg_Greater_Spire -1; Zerg_Expansion2 222; Zerg_Lair 722; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 833; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 132; Zerg_Creep_Colony 224; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 766; Zerg_Sunken_Colony 282; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 230; Zerg_Greater_Spire -1; Zerg_Expansion2 396; Zerg_Lair 189; Zerg_Ultralisk_Cavern -1; Zerg_Spire 403; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 122; Zerg_Extractor 147; Zerg_Creep_Colony 221; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 105; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 188; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 147; Zerg_Creep_Colony 182; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 200; Zerg_Spore_Colony -1; Zerg_Expansion 103; Zerg_Hydralisk_Den 344; Zerg_Greater_Spire -1; Zerg_Expansion2 447; Zerg_Lair 282; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 1002; Zerg_Opening lurkers; Zerg_Spawning_Pool 126; Zerg_Extractor 154; Zerg_Creep_Colony 197; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 889; Zerg_Sunken_Colony 219; Zerg_Spore_Colony -1; Zerg_Expansion 105; Zerg_Hydralisk_Den 332; Zerg_Greater_Spire 0; Zerg_Expansion2 509; Zerg_Lair 295; Zerg_Ultralisk_Cavern 0; Zerg_Spire 570; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 179; Zerg_Creep_Colony 201; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 219; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 273; Zerg_Greater_Spire -1; Zerg_Expansion2 455; Zerg_Lair 233; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 1055; Zerg_Opening hydras; Zerg_Spawning_Pool 128; Zerg_Extractor 135; Zerg_Creep_Colony 212; Zerg_Evolution_Chamber 605; Zerg_Queens_Nest 991; Zerg_Sunken_Colony 227; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 282; Zerg_Greater_Spire 0; Zerg_Expansion2 488; Zerg_Lair 253; Zerg_Ultralisk_Cavern -1; Zerg_Spire 772; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 103; Zerg_Extractor 67; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 285; Zerg_Hydralisk_Den 212; Zerg_Greater_Spire -1; Zerg_Expansion2 557; Zerg_Lair 179; Zerg_Ultralisk_Cavern -1; Zerg_Spire 398; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening unknown; Zerg_Spawning_Pool 110; Zerg_Extractor 70; Zerg_Creep_Colony 847; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 863; Zerg_Spore_Colony -1; Zerg_Expansion 266; Zerg_Hydralisk_Den 210; Zerg_Greater_Spire -1; Zerg_Expansion2 363; Zerg_Lair 164; Zerg_Ultralisk_Cavern -1; Zerg_Spire 404; Zerg_Building_Overlord 62; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 125; Zerg_Extractor 63; Zerg_Creep_Colony 248; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 267; Zerg_Spore_Colony -1; Zerg_Expansion 111; Zerg_Hydralisk_Den 540; Zerg_Greater_Spire -1; Zerg_Expansion2 377; Zerg_Lair 214; Zerg_Ultralisk_Cavern -1; Zerg_Spire 278; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 516; Zerg_Opening speedlings; Zerg_Spawning_Pool 67; Zerg_Extractor 82; Zerg_Creep_Colony 907; Zerg_Evolution_Chamber 747; Zerg_Queens_Nest 471; Zerg_Sunken_Colony 927; Zerg_Spore_Colony 0; Zerg_Expansion 314; Zerg_Hydralisk_Den 203; Zerg_Greater_Spire 592; Zerg_Expansion2 770; Zerg_Lair 145; Zerg_Ultralisk_Cavern 641; Zerg_Spire 373; Zerg_Building_Overlord 91; Zerg_Defiler_Mound 861; 
Zerg_Hive 574; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 128; Zerg_Extractor 155; Zerg_Creep_Colony 311; Zerg_Evolution_Chamber 677; Zerg_Queens_Nest 503; Zerg_Sunken_Colony 333; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 300; Zerg_Greater_Spire 652; Zerg_Expansion2 411; Zerg_Lair 221; Zerg_Ultralisk_Cavern 829; Zerg_Spire 290; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive -1; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 133; Zerg_Extractor 163; Zerg_Creep_Colony 227; Zerg_Evolution_Chamber 541; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 246; Zerg_Spore_Colony -1; Zerg_Expansion 94; Zerg_Hydralisk_Den 423; Zerg_Greater_Spire -1; Zerg_Expansion2 380; Zerg_Lair 249; Zerg_Ultralisk_Cavern -1; Zerg_Spire 313; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 130; Zerg_Extractor 151; Zerg_Creep_Colony 322; Zerg_Evolution_Chamber 616; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 379; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 307; Zerg_Greater_Spire -1; Zerg_Expansion2 185; Zerg_Lair 252; Zerg_Ultralisk_Cavern -1; Zerg_Spire 833; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 516; Zerg_Opening speedlings; Zerg_Spawning_Pool 67; Zerg_Extractor 82; Zerg_Creep_Colony 907; Zerg_Evolution_Chamber 747; Zerg_Queens_Nest 471; Zerg_Sunken_Colony 927; Zerg_Spore_Colony 0; Zerg_Expansion 314; Zerg_Hydralisk_Den 203; Zerg_Greater_Spire 592; Zerg_Expansion2 770; Zerg_Lair 145; Zerg_Ultralisk_Cavern 641; Zerg_Spire 373; Zerg_Building_Overlord 91; Zerg_Defiler_Mound 861; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 133; Zerg_Extractor 57; Zerg_Creep_Colony 179; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 195; Zerg_Spore_Colony -1; Zerg_Expansion 98; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 66; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 105; Zerg_Extractor 146; Zerg_Creep_Colony 228; Zerg_Evolution_Chamber 691; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 246; Zerg_Spore_Colony -1; Zerg_Expansion 134; Zerg_Hydralisk_Den 325; Zerg_Greater_Spire -1; Zerg_Expansion2 188; Zerg_Lair 268; Zerg_Ultralisk_Cavern -1; Zerg_Spire 952; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening hydras; Zerg_Spawning_Pool 125; Zerg_Extractor 173; Zerg_Creep_Colony 208; Zerg_Evolution_Chamber 773; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 224; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 300; Zerg_Greater_Spire 0; Zerg_Expansion2 190; Zerg_Lair 258; Zerg_Ultralisk_Cavern -1; Zerg_Spire 0; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
