Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 68; Zerg_Extractor 91; Zerg_Creep_Colony 451; Zerg_Evolution_Chamber 776; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 480; Zerg_Spore_Colony -1; Zerg_Expansion 195; Zerg_Hydralisk_Den 308; Zerg_Greater_Spire -1; Zerg_Expansion2 993; Zerg_Lair 373; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 85; Zerg_Defiler_Mound -1; 
Zerg_Hive 601; Zerg_Opening lurkers; Zerg_Spawning_Pool 118; Zerg_Extractor 187; Zerg_Creep_Colony 250; Zerg_Evolution_Chamber 376; Zerg_Queens_Nest 556; Zerg_Sunken_Colony 270; Zerg_Spore_Colony -1; Zerg_Expansion 100; Zerg_Hydralisk_Den 343; Zerg_Greater_Spire -1; Zerg_Expansion2 176; Zerg_Lair 243; Zerg_Ultralisk_Cavern -1; Zerg_Spire 308; Zerg_Building_Overlord 53; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 91; Zerg_Extractor 179; Zerg_Creep_Colony 228; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 245; Zerg_Spore_Colony -1; Zerg_Expansion 126; Zerg_Hydralisk_Den 234; Zerg_Greater_Spire -1; Zerg_Expansion2 167; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive 559; Zerg_Opening hydras; Zerg_Spawning_Pool 122; Zerg_Extractor 185; Zerg_Creep_Colony 243; Zerg_Evolution_Chamber 236; Zerg_Queens_Nest 514; Zerg_Sunken_Colony 259; Zerg_Spore_Colony 430; Zerg_Expansion 102; Zerg_Hydralisk_Den 258; Zerg_Greater_Spire -1; Zerg_Expansion2 172; Zerg_Lair 349; Zerg_Ultralisk_Cavern 787; Zerg_Spire 0; Zerg_Building_Overlord 53; Zerg_Defiler_Mound -1; 
Zerg_Hive 437; Zerg_Opening lurkers; Zerg_Spawning_Pool 116; Zerg_Extractor 174; Zerg_Creep_Colony 219; Zerg_Evolution_Chamber 215; Zerg_Queens_Nest 387; Zerg_Sunken_Colony 237; Zerg_Spore_Colony -1; Zerg_Expansion 101; Zerg_Hydralisk_Den 369; Zerg_Greater_Spire -1; Zerg_Expansion2 172; Zerg_Lair 291; Zerg_Ultralisk_Cavern 597; Zerg_Spire 619; Zerg_Building_Overlord 53; Zerg_Defiler_Mound -1; 
Zerg_Hive 508; Zerg_Opening hydras; Zerg_Spawning_Pool 67; Zerg_Extractor 82; Zerg_Creep_Colony 259; Zerg_Evolution_Chamber 255; Zerg_Queens_Nest 468; Zerg_Sunken_Colony 274; Zerg_Spore_Colony 1004; Zerg_Expansion 142; Zerg_Hydralisk_Den 318; Zerg_Greater_Spire -1; Zerg_Expansion2 157; Zerg_Lair 339; Zerg_Ultralisk_Cavern 782; Zerg_Spire 565; Zerg_Building_Overlord 92; Zerg_Defiler_Mound 1023; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 0; Zerg_Extractor -1; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion -1; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord -1; Zerg_Defiler_Mound -1; 
Zerg_Hive 679; Zerg_Opening hydras; Zerg_Spawning_Pool 118; Zerg_Extractor 266; Zerg_Creep_Colony 177; Zerg_Evolution_Chamber 378; Zerg_Queens_Nest 637; Zerg_Sunken_Colony 193; Zerg_Spore_Colony -1; Zerg_Expansion 100; Zerg_Hydralisk_Den 323; Zerg_Greater_Spire -1; Zerg_Expansion2 233; Zerg_Lair 370; Zerg_Ultralisk_Cavern 785; Zerg_Spire 433; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 465; Zerg_Opening ; Zerg_Spawning_Pool 87; Zerg_Extractor 225; Zerg_Creep_Colony 240; Zerg_Evolution_Chamber 279; Zerg_Queens_Nest 408; Zerg_Sunken_Colony 257; Zerg_Spore_Colony -1; Zerg_Expansion 125; Zerg_Hydralisk_Den 371; Zerg_Greater_Spire -1; Zerg_Expansion2 164; Zerg_Lair 337; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 52; Zerg_Defiler_Mound -1; 
Zerg_Hive 603; Zerg_Opening lurkers; Zerg_Spawning_Pool 120; Zerg_Extractor 201; Zerg_Creep_Colony 337; Zerg_Evolution_Chamber 544; Zerg_Queens_Nest 554; Zerg_Sunken_Colony 354; Zerg_Spore_Colony -1; Zerg_Expansion 103; Zerg_Hydralisk_Den 246; Zerg_Greater_Spire -1; Zerg_Expansion2 163; Zerg_Lair 304; Zerg_Ultralisk_Cavern 904; Zerg_Spire 470; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 66; Zerg_Extractor 76; Zerg_Creep_Colony 272; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 289; Zerg_Spore_Colony -1; Zerg_Expansion 186; Zerg_Hydralisk_Den 212; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 96; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 94; Zerg_Extractor 103; Zerg_Creep_Colony 466; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 482; Zerg_Spore_Colony -1; Zerg_Expansion 129; Zerg_Hydralisk_Den 179; Zerg_Greater_Spire -1; Zerg_Expansion2 336; Zerg_Lair 457; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive 1021; Zerg_Opening mutas; Zerg_Spawning_Pool 129; Zerg_Extractor 199; Zerg_Creep_Colony 317; Zerg_Evolution_Chamber 885; Zerg_Queens_Nest 969; Zerg_Sunken_Colony 335; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 247; Zerg_Greater_Spire 0; Zerg_Expansion2 177; Zerg_Lair 361; Zerg_Ultralisk_Cavern -1; Zerg_Spire 438; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 131; Zerg_Extractor 156; Zerg_Creep_Colony 796; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 943; Zerg_Spore_Colony -1; Zerg_Expansion 112; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 649; Zerg_Lair 266; Zerg_Ultralisk_Cavern -1; Zerg_Spire 346; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 128; Zerg_Extractor 303; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber 776; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 414; Zerg_Greater_Spire -1; Zerg_Expansion2 169; Zerg_Lair 428; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 97; Zerg_Extractor 141; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 136; Zerg_Hydralisk_Den 260; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 215; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 127; Zerg_Extractor -1; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 231; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 692; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 127; Zerg_Extractor 111; Zerg_Creep_Colony 730; Zerg_Evolution_Chamber 953; Zerg_Queens_Nest 642; Zerg_Sunken_Colony 750; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 220; Zerg_Greater_Spire 824; Zerg_Expansion2 457; Zerg_Lair 181; Zerg_Ultralisk_Cavern -1; Zerg_Spire 247; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
