Protoss_Pylon2 142; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 100; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 795; Protoss_Expansion 402; Protoss_Arbiter_Tribunal 771; Protoss_Robotics_Facility 274; Protoss_Fleet_Beacon 0; Protoss_Stargate 694; Protoss_Citadel_of_Adun 430; Protoss_Gateway2 235; Protoss_Forge 721; Protoss_Templar_Archives 571; Protoss_Photon_Cannon 775; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 140; Protoss_Pylon 49; Protoss_Opening reaver_drop; Protoss_Assimilator 92; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 260; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 184; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 421; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 125; Protoss_Pylon 48; Protoss_Opening two_gates; Protoss_Assimilator 91; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 337; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 467; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 209; Protoss_Gateway2 229; Protoss_Forge 311; Protoss_Templar_Archives 265; Protoss_Photon_Cannon 369; Protoss_Cybernetics_Core 149; 
Protoss_Pylon2 140; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 99; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 251; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 277; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 301; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 147; Protoss_Pylon 48; Protoss_Opening two_gates; Protoss_Assimilator 92; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 417; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 296; Protoss_Gateway2 186; Protoss_Forge 0; Protoss_Templar_Archives 345; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 129; 
Protoss_Pylon2 143; Protoss_Pylon 51; Protoss_Opening nony; Protoss_Assimilator 99; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 452; Protoss_Expansion 354; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 240; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 282; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 0; Protoss_Pylon 47; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 148; Protoss_Pylon 48; Protoss_Opening templar; Protoss_Assimilator 139; Protoss_Gateway 126; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 110; Protoss_Arbiter_Tribunal 711; Protoss_Robotics_Facility 351; Protoss_Fleet_Beacon 0; Protoss_Stargate 649; Protoss_Citadel_of_Adun 493; Protoss_Gateway2 212; Protoss_Forge 615; Protoss_Templar_Archives 645; Protoss_Photon_Cannon 668; Protoss_Cybernetics_Core 173; 
Protoss_Pylon2 123; Protoss_Pylon 49; Protoss_Opening two_gates; Protoss_Assimilator 94; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 522; Protoss_Expansion 367; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 277; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 637; Protoss_Gateway2 240; Protoss_Forge 697; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 743; Protoss_Cybernetics_Core 154; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 141; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 98; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 387; Protoss_Expansion 356; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 234; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 502; Protoss_Gateway2 247; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 131; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 93; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 348; Protoss_Expansion 241; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 256; Protoss_Fleet_Beacon 0; Protoss_Stargate 1031; Protoss_Citadel_of_Adun 474; Protoss_Gateway2 157; Protoss_Forge 508; Protoss_Templar_Archives 780; Protoss_Photon_Cannon 542; Protoss_Cybernetics_Core 118; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 137; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 93; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 258; Protoss_Arbiter_Tribunal 704; Protoss_Robotics_Facility 325; Protoss_Fleet_Beacon 0; Protoss_Stargate 630; Protoss_Citadel_of_Adun 460; Protoss_Gateway2 349; Protoss_Forge 497; Protoss_Templar_Archives 526; Protoss_Photon_Cannon 652; Protoss_Cybernetics_Core 120; 
Protoss_Pylon2 142; Protoss_Pylon 50; Protoss_Opening reaver_drop; Protoss_Assimilator 94; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 349; Protoss_Expansion 305; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 183; Protoss_Fleet_Beacon 559; Protoss_Stargate 500; Protoss_Citadel_of_Adun 793; Protoss_Gateway2 328; Protoss_Forge 1056; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 141; Protoss_Pylon 50; Protoss_Opening templar; Protoss_Assimilator 103; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 466; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 219; Protoss_Fleet_Beacon 0; Protoss_Stargate 922; Protoss_Citadel_of_Adun 589; Protoss_Gateway2 257; Protoss_Forge 0; Protoss_Templar_Archives 666; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 128; 
Protoss_Pylon2 128; Protoss_Pylon 54; Protoss_Opening two_gates; Protoss_Assimilator 249; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 316; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 406; Protoss_Fleet_Beacon 579; Protoss_Stargate 523; Protoss_Citadel_of_Adun 611; Protoss_Gateway2 108; Protoss_Forge 199; Protoss_Templar_Archives 918; Protoss_Photon_Cannon 257; Protoss_Cybernetics_Core 283; 
Protoss_Pylon2 142; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 93; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 333; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 281; Protoss_Gateway2 232; Protoss_Forge 0; Protoss_Templar_Archives 327; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 136; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 91; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 258; Protoss_Gateway2 187; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 117; 
Protoss_Pylon2 136; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 93; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 238; Protoss_Arbiter_Tribunal 787; Protoss_Robotics_Facility 397; Protoss_Fleet_Beacon 0; Protoss_Stargate 696; Protoss_Citadel_of_Adun 492; Protoss_Gateway2 286; Protoss_Forge 649; Protoss_Templar_Archives 567; Protoss_Photon_Cannon 715; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 144; Protoss_Pylon 55; Protoss_Opening nony; Protoss_Assimilator 104; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 438; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 445; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 634; Protoss_Gateway2 157; Protoss_Forge 787; Protoss_Templar_Archives 704; Protoss_Photon_Cannon 891; Protoss_Cybernetics_Core 126; 
Protoss_Pylon2 0; Protoss_Pylon 47; Protoss_Opening ; Protoss_Assimilator 91; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 154; Protoss_Pylon 49; Protoss_Opening two_gates; Protoss_Assimilator 136; Protoss_Gateway 123; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 114; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 285; Protoss_Fleet_Beacon 604; Protoss_Stargate 553; Protoss_Citadel_of_Adun 441; Protoss_Gateway2 217; Protoss_Forge 408; Protoss_Templar_Archives 814; Protoss_Photon_Cannon 482; Protoss_Cybernetics_Core 177; 
Protoss_Pylon2 116; Protoss_Pylon 48; Protoss_Opening two_gates; Protoss_Assimilator 97; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 409; Protoss_Expansion 295; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 346; Protoss_Fleet_Beacon 0; Protoss_Stargate 753; Protoss_Citadel_of_Adun 504; Protoss_Gateway2 226; Protoss_Forge 616; Protoss_Templar_Archives 614; Protoss_Photon_Cannon 691; Protoss_Cybernetics_Core 146; 
Protoss_Pylon2 140; Protoss_Pylon 52; Protoss_Opening nony; Protoss_Assimilator 103; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 392; Protoss_Expansion 269; Protoss_Arbiter_Tribunal 926; Protoss_Robotics_Facility 240; Protoss_Fleet_Beacon 0; Protoss_Stargate 868; Protoss_Citadel_of_Adun 524; Protoss_Gateway2 343; Protoss_Forge 778; Protoss_Templar_Archives 786; Protoss_Photon_Cannon 841; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 144; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 94; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 392; Protoss_Expansion 304; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 227; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 257; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 137; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 96; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 636; Protoss_Expansion 237; Protoss_Arbiter_Tribunal 920; Protoss_Robotics_Facility 434; Protoss_Fleet_Beacon 0; Protoss_Stargate 854; Protoss_Citadel_of_Adun 276; Protoss_Gateway2 287; Protoss_Forge 796; Protoss_Templar_Archives 644; Protoss_Photon_Cannon 833; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 154; Protoss_Pylon 43; Protoss_Opening fast_dt; Protoss_Assimilator 90; Protoss_Gateway 68; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 332; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 439; Protoss_Fleet_Beacon 719; Protoss_Stargate 657; Protoss_Citadel_of_Adun 183; Protoss_Gateway2 232; Protoss_Forge 0; Protoss_Templar_Archives 226; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 115; 
Protoss_Pylon2 102; Protoss_Pylon 54; Protoss_Opening two_gates; Protoss_Assimilator 241; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 395; Protoss_Expansion 234; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 329; Protoss_Fleet_Beacon 863; Protoss_Stargate 773; Protoss_Citadel_of_Adun 343; Protoss_Gateway2 286; Protoss_Forge 150; Protoss_Templar_Archives 405; Protoss_Photon_Cannon 216; Protoss_Cybernetics_Core 256; 
Protoss_Pylon2 137; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 90; Protoss_Gateway 74; Protoss_Robotics_Support_Bay 349; Protoss_Expansion 315; Protoss_Arbiter_Tribunal 704; Protoss_Robotics_Facility 232; Protoss_Fleet_Beacon 0; Protoss_Stargate 652; Protoss_Citadel_of_Adun 483; Protoss_Gateway2 269; Protoss_Forge 681; Protoss_Templar_Archives 527; Protoss_Photon_Cannon 719; Protoss_Cybernetics_Core 118; 
Protoss_Pylon2 145; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 95; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 471; Protoss_Expansion 347; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 226; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 239; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 143; Protoss_Pylon 50; Protoss_Opening nony; Protoss_Assimilator 95; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 387; Protoss_Expansion 319; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 219; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 639; Protoss_Gateway2 236; Protoss_Forge 813; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 855; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 137; Protoss_Pylon 48; Protoss_Opening speedzeal; Protoss_Assimilator 91; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 447; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 178; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 398; Protoss_Gateway2 240; Protoss_Forge 764; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 816; Protoss_Cybernetics_Core 117; 
Protoss_Pylon2 135; Protoss_Pylon 48; Protoss_Opening templar; Protoss_Assimilator 90; Protoss_Gateway 73; Protoss_Robotics_Support_Bay 379; Protoss_Expansion 337; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 177; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 441; Protoss_Gateway2 246; Protoss_Forge 606; Protoss_Templar_Archives 698; Protoss_Photon_Cannon 642; Protoss_Cybernetics_Core 117; 
Protoss_Pylon2 134; Protoss_Pylon 47; Protoss_Opening fast_dt; Protoss_Assimilator 91; Protoss_Gateway 74; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 353; Protoss_Arbiter_Tribunal 559; Protoss_Robotics_Facility 193; Protoss_Fleet_Beacon 0; Protoss_Stargate 507; Protoss_Citadel_of_Adun 179; Protoss_Gateway2 216; Protoss_Forge 728; Protoss_Templar_Archives 233; Protoss_Photon_Cannon 762; Protoss_Cybernetics_Core 117; 
Protoss_Pylon2 140; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 100; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 305; Protoss_Expansion 420; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 232; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 733; Protoss_Gateway2 357; Protoss_Forge 658; Protoss_Templar_Archives 974; Protoss_Photon_Cannon 760; Protoss_Cybernetics_Core 127; 
Protoss_Pylon2 96; Protoss_Pylon 48; Protoss_Opening two_gates; Protoss_Assimilator 108; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 327; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 287; Protoss_Fleet_Beacon 506; Protoss_Stargate 452; Protoss_Citadel_of_Adun 530; Protoss_Gateway2 159; Protoss_Forge 0; Protoss_Templar_Archives 1003; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 141; 
Protoss_Pylon2 202; Protoss_Pylon 47; Protoss_Opening two_gates; Protoss_Assimilator 136; Protoss_Gateway 124; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 107; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 154; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 169; 
Protoss_Pylon2 98; Protoss_Pylon 48; Protoss_Opening two_gates; Protoss_Assimilator 125; Protoss_Gateway 74; Protoss_Robotics_Support_Bay 446; Protoss_Expansion 429; Protoss_Arbiter_Tribunal 948; Protoss_Robotics_Facility 262; Protoss_Fleet_Beacon 0; Protoss_Stargate 847; Protoss_Citadel_of_Adun 581; Protoss_Gateway2 230; Protoss_Forge 669; Protoss_Templar_Archives 901; Protoss_Photon_Cannon 729; Protoss_Cybernetics_Core 189; 
Protoss_Pylon2 144; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 71; Protoss_Gateway 96; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 348; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 229; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 227; Protoss_Gateway2 264; Protoss_Forge 922; Protoss_Templar_Archives 272; Protoss_Photon_Cannon 964; Protoss_Cybernetics_Core 138; 
Protoss_Pylon2 141; Protoss_Pylon 51; Protoss_Opening unknown; Protoss_Assimilator 95; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 283; Protoss_Arbiter_Tribunal 980; Protoss_Robotics_Facility 368; Protoss_Fleet_Beacon 0; Protoss_Stargate 790; Protoss_Citadel_of_Adun 168; Protoss_Gateway2 213; Protoss_Forge 554; Protoss_Templar_Archives 209; Protoss_Photon_Cannon 603; Protoss_Cybernetics_Core 126; 
Protoss_Pylon2 142; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 101; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 253; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 357; Protoss_Fleet_Beacon 0; Protoss_Stargate 1016; Protoss_Citadel_of_Adun 375; Protoss_Gateway2 290; Protoss_Forge 1007; Protoss_Templar_Archives 419; Protoss_Photon_Cannon 1075; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 140; Protoss_Pylon 50; Protoss_Opening ; Protoss_Assimilator 93; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 126; 
Protoss_Pylon2 137; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 91; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 328; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 249; Protoss_Fleet_Beacon 404; Protoss_Stargate 348; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 211; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 131; Protoss_Pylon 50; Protoss_Opening two_gates; Protoss_Assimilator 196; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 438; Protoss_Expansion 302; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 346; Protoss_Fleet_Beacon 584; Protoss_Stargate 524; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 107; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 216; 
Protoss_Pylon2 119; Protoss_Pylon 47; Protoss_Opening two_gates; Protoss_Assimilator 381; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 335; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 153; Protoss_Forge 216; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 294; Protoss_Cybernetics_Core 402; 
Protoss_Pylon2 152; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 93; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 666; Protoss_Expansion 369; Protoss_Arbiter_Tribunal 844; Protoss_Robotics_Facility 420; Protoss_Fleet_Beacon 0; Protoss_Stargate 774; Protoss_Citadel_of_Adun 503; Protoss_Gateway2 251; Protoss_Forge 838; Protoss_Templar_Archives 545; Protoss_Photon_Cannon 872; Protoss_Cybernetics_Core 132; 
Protoss_Pylon2 140; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 91; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 228; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 379; Protoss_Gateway2 250; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 122; 
