Terran_Control_Tower 14946; Terran_Comsat_Station 15992; Terran_Barracks 2012; Terran_Expansion 9034; Terran_Refinery 2806; Terran_Barracks2 12262; Terran_Missile_Turret 10486; Terran_Supply_Depot 1398; Terran_Engineering_Bay 7218; Terran_Science_Facility 0; Terran_Machine_Shop 5492; Terran_Armory 0; Terran_Starport 13160; Terran_Opening TwoFactory; Terran_Academy 14170; Terran_Bunker 6212; Terran_Factory 4052; 
Terran_Control_Tower 7786; Terran_Comsat_Station 8898; Terran_Barracks 1968; Terran_Expansion 8136; Terran_Refinery 2484; Terran_Barracks2 6708; Terran_Missile_Turret 12894; Terran_Supply_Depot 1370; Terran_Engineering_Bay 11892; Terran_Science_Facility 12748; Terran_Machine_Shop 6292; Terran_Armory 8982; Terran_Starport 6530; Terran_Opening FastDropship; Terran_Academy 6770; Terran_Bunker 4190; Terran_Factory 4952; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2120; Terran_Expansion 0; Terran_Refinery 2506; Terran_Barracks2 3534; Terran_Missile_Turret 0; Terran_Supply_Depot 1430; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 5068; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3816; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1946; Terran_Expansion 0; Terran_Refinery 2564; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1342; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 5266; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 0; Terran_Bunker 5204; Terran_Factory 3906; 
Terran_Control_Tower 0; Terran_Comsat_Station 14256; Terran_Barracks 2126; Terran_Expansion 10616; Terran_Refinery 2498; Terran_Barracks2 5460; Terran_Missile_Turret 16892; Terran_Supply_Depot 1432; Terran_Engineering_Bay 13564; Terran_Science_Facility 0; Terran_Machine_Shop 5028; Terran_Armory 17942; Terran_Starport 20344; Terran_Opening Standard; Terran_Academy 3416; Terran_Bunker 0; Terran_Factory 3738; 
Terran_Control_Tower 6150; Terran_Comsat_Station 14926; Terran_Barracks 2094; Terran_Expansion 10694; Terran_Refinery 2448; Terran_Barracks2 10752; Terran_Missile_Turret 7092; Terran_Supply_Depot 1396; Terran_Engineering_Bay 5356; Terran_Science_Facility 23252; Terran_Machine_Shop 4892; Terran_Armory 27250; Terran_Starport 5024; Terran_Opening FastDropship; Terran_Academy 13442; Terran_Bunker 0; Terran_Factory 3648; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2108; Terran_Expansion 0; Terran_Refinery 2490; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1416; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 15254; Terran_Comsat_Station 14400; Terran_Barracks 2440; Terran_Expansion 9510; Terran_Refinery 2540; Terran_Barracks2 10422; Terran_Missile_Turret 12160; Terran_Supply_Depot 1456; Terran_Engineering_Bay 11064; Terran_Science_Facility 0; Terran_Machine_Shop 5354; Terran_Armory 15950; Terran_Starport 14016; Terran_Opening TwoFactory; Terran_Academy 13006; Terran_Bunker 0; Terran_Factory 3840; 
Terran_Control_Tower 0; Terran_Comsat_Station 9112; Terran_Barracks 2372; Terran_Expansion 6584; Terran_Refinery 2474; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1390; Terran_Engineering_Bay 16484; Terran_Science_Facility 13960; Terran_Machine_Shop 6162; Terran_Armory 8708; Terran_Starport 12578; Terran_Opening VultureHarass; Terran_Academy 7716; Terran_Bunker 0; Terran_Factory 3892; 
Terran_Control_Tower 21268; Terran_Comsat_Station 12254; Terran_Barracks 2412; Terran_Expansion 7324; Terran_Refinery 2504; Terran_Barracks2 11994; Terran_Missile_Turret 11516; Terran_Supply_Depot 1446; Terran_Engineering_Bay 10010; Terran_Science_Facility 21286; Terran_Machine_Shop 5034; Terran_Armory 11656; Terran_Starport 17354; Terran_Opening Standard; Terran_Academy 10768; Terran_Bunker 0; Terran_Factory 3758; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2362; Terran_Expansion 13526; Terran_Refinery 2444; Terran_Barracks2 4516; Terran_Missile_Turret 9686; Terran_Supply_Depot 1386; Terran_Engineering_Bay 8634; Terran_Science_Facility 0; Terran_Machine_Shop 5008; Terran_Armory 0; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3744; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 27004; Terran_Comsat_Station 13334; Terran_Barracks 2144; Terran_Expansion 10046; Terran_Refinery 2496; Terran_Barracks2 5942; Terran_Missile_Turret 10734; Terran_Supply_Depot 1434; Terran_Engineering_Bay 8728; Terran_Science_Facility 27020; Terran_Machine_Shop 4988; Terran_Armory 25542; Terran_Starport 25586; Terran_Opening Standard; Terran_Academy 11876; Terran_Bunker 0; Terran_Factory 3704; 
Terran_Control_Tower 23920; Terran_Comsat_Station 16308; Terran_Barracks 2150; Terran_Expansion 11968; Terran_Refinery 2454; Terran_Barracks2 6130; Terran_Missile_Turret 8868; Terran_Supply_Depot 1474; Terran_Engineering_Bay 7282; Terran_Science_Facility 0; Terran_Machine_Shop 5046; Terran_Armory 18202; Terran_Starport 21840; Terran_Opening TwoFactory; Terran_Academy 14990; Terran_Bunker 0; Terran_Factory 3720; 
Terran_Control_Tower 7006; Terran_Comsat_Station 8552; Terran_Barracks 1968; Terran_Expansion 12776; Terran_Refinery 2416; Terran_Barracks2 6242; Terran_Missile_Turret 16766; Terran_Supply_Depot 1376; Terran_Engineering_Bay 12430; Terran_Science_Facility 24174; Terran_Machine_Shop 5792; Terran_Armory 17976; Terran_Starport 5882; Terran_Opening FastDropship; Terran_Academy 6978; Terran_Bunker 3264; Terran_Factory 4488; 
Terran_Control_Tower 20030; Terran_Comsat_Station 13180; Terran_Barracks 2380; Terran_Expansion 6158; Terran_Refinery 2478; Terran_Barracks2 0; Terran_Missile_Turret 8024; Terran_Supply_Depot 1404; Terran_Engineering_Bay 6954; Terran_Science_Facility 20054; Terran_Machine_Shop 5064; Terran_Armory 12532; Terran_Starport 17244; Terran_Opening SiegeExpand; Terran_Academy 11578; Terran_Bunker 0; Terran_Factory 3752; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2178; Terran_Expansion 10630; Terran_Refinery 2562; Terran_Barracks2 5956; Terran_Missile_Turret 10894; Terran_Supply_Depot 1488; Terran_Engineering_Bay 9080; Terran_Science_Facility 0; Terran_Machine_Shop 5204; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3790; 
Terran_Control_Tower 17340; Terran_Comsat_Station 18782; Terran_Barracks 2124; Terran_Expansion 5740; Terran_Refinery 2438; Terran_Barracks2 5642; Terran_Missile_Turret 7838; Terran_Supply_Depot 1448; Terran_Engineering_Bay 6822; Terran_Science_Facility 22948; Terran_Machine_Shop 5078; Terran_Armory 14556; Terran_Starport 14576; Terran_Opening SiegeExpand; Terran_Academy 17390; Terran_Bunker 0; Terran_Factory 3790; 
Terran_Control_Tower 12972; Terran_Comsat_Station 13656; Terran_Barracks 2292; Terran_Expansion 10048; Terran_Refinery 2494; Terran_Barracks2 0; Terran_Missile_Turret 10706; Terran_Supply_Depot 1414; Terran_Engineering_Bay 9512; Terran_Science_Facility 18308; Terran_Machine_Shop 5082; Terran_Armory 13014; Terran_Starport 11630; Terran_Opening Standard; Terran_Academy 11960; Terran_Bunker 0; Terran_Factory 3746; 
Terran_Control_Tower 0; Terran_Comsat_Station 6664; Terran_Barracks 2108; Terran_Expansion 6558; Terran_Refinery 2490; Terran_Barracks2 5636; Terran_Missile_Turret 0; Terran_Supply_Depot 1432; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 5168; Terran_Armory 9422; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 5422; Terran_Bunker 0; Terran_Factory 3828; 
Terran_Control_Tower 19288; Terran_Comsat_Station 10638; Terran_Barracks 2112; Terran_Expansion 4920; Terran_Refinery 2532; Terran_Barracks2 8132; Terran_Missile_Turret 7108; Terran_Supply_Depot 1398; Terran_Engineering_Bay 6048; Terran_Science_Facility 19308; Terran_Machine_Shop 5022; Terran_Armory 13212; Terran_Starport 15870; Terran_Opening SiegeExpand; Terran_Academy 8378; Terran_Bunker 0; Terran_Factory 3766; 
Terran_Control_Tower 13888; Terran_Comsat_Station 14772; Terran_Barracks 2424; Terran_Expansion 8060; Terran_Refinery 2562; Terran_Barracks2 0; Terran_Missile_Turret 9946; Terran_Supply_Depot 1416; Terran_Engineering_Bay 8782; Terran_Science_Facility 19624; Terran_Machine_Shop 5082; Terran_Armory 17646; Terran_Starport 12654; Terran_Opening Standard; Terran_Academy 12948; Terran_Bunker 0; Terran_Factory 3834; 
Terran_Control_Tower 0; Terran_Comsat_Station 13058; Terran_Barracks 2376; Terran_Expansion 6330; Terran_Refinery 2504; Terran_Barracks2 0; Terran_Missile_Turret 8930; Terran_Supply_Depot 1408; Terran_Engineering_Bay 7830; Terran_Science_Facility 0; Terran_Machine_Shop 5058; Terran_Armory 13606; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 11380; Terran_Bunker 0; Terran_Factory 3738; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2386; Terran_Expansion 0; Terran_Refinery 2506; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1428; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening VultureHarass; Terran_Academy 0; Terran_Bunker 5796; Terran_Factory 3696; 
Terran_Control_Tower 0; Terran_Comsat_Station 29428; Terran_Barracks 2142; Terran_Expansion 8418; Terran_Refinery 2508; Terran_Barracks2 6030; Terran_Missile_Turret 11434; Terran_Supply_Depot 1454; Terran_Engineering_Bay 9946; Terran_Science_Facility 0; Terran_Machine_Shop 5418; Terran_Armory 11976; Terran_Starport 29680; Terran_Opening Standard; Terran_Academy 27946; Terran_Bunker 0; Terran_Factory 3738; 
Terran_Control_Tower 19370; Terran_Comsat_Station 10670; Terran_Barracks 2108; Terran_Expansion 12432; Terran_Refinery 2474; Terran_Barracks2 3938; Terran_Missile_Turret 7412; Terran_Supply_Depot 1398; Terran_Engineering_Bay 6350; Terran_Science_Facility 0; Terran_Machine_Shop 5060; Terran_Armory 0; Terran_Starport 18182; Terran_Opening Standard; Terran_Academy 9344; Terran_Bunker 12886; Terran_Factory 3772; 
Terran_Control_Tower 0; Terran_Comsat_Station 8602; Terran_Barracks 2104; Terran_Expansion 6014; Terran_Refinery 2468; Terran_Barracks2 5762; Terran_Missile_Turret 8012; Terran_Supply_Depot 1404; Terran_Engineering_Bay 7030; Terran_Science_Facility 0; Terran_Machine_Shop 4962; Terran_Armory 17096; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 7312; Terran_Bunker 0; Terran_Factory 3678; 
Terran_Control_Tower 13532; Terran_Comsat_Station 9624; Terran_Barracks 2380; Terran_Expansion 7462; Terran_Refinery 2482; Terran_Barracks2 0; Terran_Missile_Turret 10782; Terran_Supply_Depot 1424; Terran_Engineering_Bay 9516; Terran_Science_Facility 19872; Terran_Machine_Shop 5316; Terran_Armory 13658; Terran_Starport 11750; Terran_Opening Standard; Terran_Academy 8280; Terran_Bunker 0; Terran_Factory 3918; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2150; Terran_Expansion 0; Terran_Refinery 2485; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1430; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 13304; Terran_Barracks 2428; Terran_Expansion 5662; Terran_Refinery 2508; Terran_Barracks2 14242; Terran_Missile_Turret 7810; Terran_Supply_Depot 1472; Terran_Engineering_Bay 6464; Terran_Science_Facility 0; Terran_Machine_Shop 5044; Terran_Armory 13050; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 11848; Terran_Bunker 9868; Terran_Factory 3768; 
Terran_Control_Tower 17732; Terran_Comsat_Station 13722; Terran_Barracks 2092; Terran_Expansion 7056; Terran_Refinery 2722; Terran_Barracks2 2308; Terran_Missile_Turret 12730; Terran_Supply_Depot 1418; Terran_Engineering_Bay 11478; Terran_Science_Facility 0; Terran_Machine_Shop 6448; Terran_Armory 15896; Terran_Starport 16382; Terran_Opening Bio; Terran_Academy 12234; Terran_Bunker 0; Terran_Factory 3996; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2326; Terran_Expansion 10574; Terran_Refinery 2474; Terran_Barracks2 0; Terran_Missile_Turret 10682; Terran_Supply_Depot 1372; Terran_Engineering_Bay 8964; Terran_Science_Facility 0; Terran_Machine_Shop 6134; Terran_Armory 0; Terran_Starport 0; Terran_Opening VultureHarass; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3800; 
Terran_Control_Tower 16718; Terran_Comsat_Station 6200; Terran_Barracks 2302; Terran_Expansion 7280; Terran_Refinery 4440; Terran_Barracks2 3658; Terran_Missile_Turret 7768; Terran_Supply_Depot 1420; Terran_Engineering_Bay 6546; Terran_Science_Facility 16780; Terran_Machine_Shop 7056; Terran_Armory 13746; Terran_Starport 15240; Terran_Opening Bio; Terran_Academy 4654; Terran_Bunker 0; Terran_Factory 5790; 
Terran_Control_Tower 0; Terran_Comsat_Station 7362; Terran_Barracks 2102; Terran_Expansion 0; Terran_Refinery 2462; Terran_Barracks2 4480; Terran_Missile_Turret 9818; Terran_Supply_Depot 1410; Terran_Engineering_Bay 7580; Terran_Science_Facility 0; Terran_Machine_Shop 4910; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 6104; Terran_Bunker 0; Terran_Factory 3656; 
Terran_Control_Tower 18248; Terran_Comsat_Station 10250; Terran_Barracks 2066; Terran_Expansion 5008; Terran_Refinery 2428; Terran_Barracks2 5288; Terran_Missile_Turret 7072; Terran_Supply_Depot 1388; Terran_Engineering_Bay 6022; Terran_Science_Facility 18268; Terran_Machine_Shop 4936; Terran_Armory 16654; Terran_Starport 16448; Terran_Opening SiegeExpand; Terran_Academy 8720; Terran_Bunker 0; Terran_Factory 3660; 
Terran_Control_Tower 0; Terran_Comsat_Station 10450; Terran_Barracks 2110; Terran_Expansion 5280; Terran_Refinery 2488; Terran_Barracks2 4806; Terran_Missile_Turret 7222; Terran_Supply_Depot 1440; Terran_Engineering_Bay 6054; Terran_Science_Facility 0; Terran_Machine_Shop 5086; Terran_Armory 14468; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 8320; Terran_Bunker 0; Terran_Factory 3828; 
Terran_Control_Tower 0; Terran_Comsat_Station 15714; Terran_Barracks 2114; Terran_Expansion 11184; Terran_Refinery 2474; Terran_Barracks2 4366; Terran_Missile_Turret 10624; Terran_Supply_Depot 1432; Terran_Engineering_Bay 9358; Terran_Science_Facility 0; Terran_Machine_Shop 5060; Terran_Armory 17924; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 14438; Terran_Bunker 0; Terran_Factory 3802; 
Terran_Control_Tower 6702; Terran_Comsat_Station 15458; Terran_Barracks 2058; Terran_Expansion 9378; Terran_Refinery 2514; Terran_Barracks2 0; Terran_Missile_Turret 7000; Terran_Supply_Depot 1348; Terran_Engineering_Bay 5818; Terran_Science_Facility 15938; Terran_Machine_Shop 5106; Terran_Armory 14360; Terran_Starport 5458; Terran_Opening FastDropship; Terran_Academy 13900; Terran_Bunker 0; Terran_Factory 3844; 
Terran_Control_Tower 0; Terran_Comsat_Station 9174; Terran_Barracks 2082; Terran_Expansion 10334; Terran_Refinery 2452; Terran_Barracks2 10200; Terran_Missile_Turret 9414; Terran_Supply_Depot 1410; Terran_Engineering_Bay 8386; Terran_Science_Facility 0; Terran_Machine_Shop 5748; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 7804; Terran_Bunker 5524; Terran_Factory 4438; 
Terran_Control_Tower 14908; Terran_Comsat_Station 16044; Terran_Barracks 2146; Terran_Expansion 10686; Terran_Refinery 2536; Terran_Barracks2 5864; Terran_Missile_Turret 11302; Terran_Supply_Depot 1434; Terran_Engineering_Bay 9734; Terran_Science_Facility 0; Terran_Machine_Shop 4994; Terran_Armory 15738; Terran_Starport 12180; Terran_Opening Standard; Terran_Academy 14706; Terran_Bunker 0; Terran_Factory 3726; 
Terran_Control_Tower 23478; Terran_Comsat_Station 10116; Terran_Barracks 2144; Terran_Expansion 5478; Terran_Refinery 2510; Terran_Barracks2 6406; Terran_Missile_Turret 8012; Terran_Supply_Depot 1412; Terran_Engineering_Bay 7044; Terran_Science_Facility 23512; Terran_Machine_Shop 5126; Terran_Armory 12216; Terran_Starport 20020; Terran_Opening SiegeExpand; Terran_Academy 8862; Terran_Bunker 0; Terran_Factory 3768; 
Terran_Control_Tower 0; Terran_Comsat_Station 16512; Terran_Barracks 2460; Terran_Expansion 10216; Terran_Refinery 2594; Terran_Barracks2 0; Terran_Missile_Turret 11468; Terran_Supply_Depot 1490; Terran_Engineering_Bay 10412; Terran_Science_Facility 0; Terran_Machine_Shop 5068; Terran_Armory 15942; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 14836; Terran_Bunker 0; Terran_Factory 3818; 
Terran_Control_Tower 0; Terran_Comsat_Station 9000; Terran_Barracks 2370; Terran_Expansion 9914; Terran_Refinery 2454; Terran_Barracks2 0; Terran_Missile_Turret 10772; Terran_Supply_Depot 1402; Terran_Engineering_Bay 9012; Terran_Science_Facility 0; Terran_Machine_Shop 5924; Terran_Armory 17016; Terran_Starport 0; Terran_Opening VultureHarass; Terran_Academy 7512; Terran_Bunker 5194; Terran_Factory 3716; 
Terran_Control_Tower 15672; Terran_Comsat_Station 15350; Terran_Barracks 2098; Terran_Expansion 10562; Terran_Refinery 2490; Terran_Barracks2 4346; Terran_Missile_Turret 13018; Terran_Supply_Depot 1376; Terran_Engineering_Bay 10524; Terran_Science_Facility 21494; Terran_Machine_Shop 4912; Terran_Armory 16638; Terran_Starport 14276; Terran_Opening Standard; Terran_Academy 14020; Terran_Bunker 0; Terran_Factory 3664; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2186; Terran_Expansion 7850; Terran_Refinery 2326; Terran_Barracks2 0; Terran_Missile_Turret 10802; Terran_Supply_Depot 1430; Terran_Engineering_Bay 9802; Terran_Science_Facility 0; Terran_Machine_Shop 4854; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 0; Terran_Bunker 5342; Terran_Factory 3588; 
Terran_Control_Tower 0; Terran_Comsat_Station 13182; Terran_Barracks 2348; Terran_Expansion 9358; Terran_Refinery 2518; Terran_Barracks2 4430; Terran_Missile_Turret 12556; Terran_Supply_Depot 1408; Terran_Engineering_Bay 11472; Terran_Science_Facility 0; Terran_Machine_Shop 5056; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 11914; Terran_Bunker 0; Terran_Factory 3780; 
Terran_Control_Tower 15102; Terran_Comsat_Station 6270; Terran_Barracks 2168; Terran_Expansion 6548; Terran_Refinery 4244; Terran_Barracks2 3520; Terran_Missile_Turret 8908; Terran_Supply_Depot 1458; Terran_Engineering_Bay 7912; Terran_Science_Facility 15056; Terran_Machine_Shop 6986; Terran_Armory 14116; Terran_Starport 13640; Terran_Opening Bio; Terran_Academy 4928; Terran_Bunker 4850; Terran_Factory 5658; 
Terran_Control_Tower 0; Terran_Comsat_Station 15410; Terran_Barracks 2240; Terran_Expansion 12130; Terran_Refinery 2394; Terran_Barracks2 0; Terran_Missile_Turret 12190; Terran_Supply_Depot 1414; Terran_Engineering_Bay 10358; Terran_Science_Facility 0; Terran_Machine_Shop 6284; Terran_Armory 14896; Terran_Starport 0; Terran_Opening VultureHarass; Terran_Academy 13928; Terran_Bunker 0; Terran_Factory 3958; 
Terran_Control_Tower 6880; Terran_Comsat_Station 12828; Terran_Barracks 2386; Terran_Expansion 9554; Terran_Refinery 2494; Terran_Barracks2 26928; Terran_Missile_Turret 11048; Terran_Supply_Depot 1438; Terran_Engineering_Bay 7312; Terran_Science_Facility 20248; Terran_Machine_Shop 5674; Terran_Armory 13534; Terran_Starport 5704; Terran_Opening VultureHarass; Terran_Academy 11464; Terran_Bunker 0; Terran_Factory 3742; 
Terran_Control_Tower 20712; Terran_Comsat_Station 6702; Terran_Barracks 2376; Terran_Expansion 6532; Terran_Refinery 2510; Terran_Barracks2 11706; Terran_Missile_Turret 8138; Terran_Supply_Depot 1408; Terran_Engineering_Bay 7162; Terran_Science_Facility 0; Terran_Machine_Shop 5262; Terran_Armory 0; Terran_Starport 18800; Terran_Opening SiegeExpand; Terran_Academy 5184; Terran_Bunker 0; Terran_Factory 3734; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2106; Terran_Expansion 7620; Terran_Refinery 2468; Terran_Barracks2 4848; Terran_Missile_Turret 0; Terran_Supply_Depot 1402; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 7486; Terran_Armory 0; Terran_Starport 0; Terran_Opening VultureHarass; Terran_Academy 0; Terran_Bunker 6018; Terran_Factory 3668; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2046; Terran_Expansion 10090; Terran_Refinery 2724; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1388; Terran_Engineering_Bay 11040; Terran_Science_Facility 0; Terran_Machine_Shop 5298; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 4052; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2348; Terran_Expansion 0; Terran_Refinery 2442; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1374; Terran_Engineering_Bay 10798; Terran_Science_Facility 0; Terran_Machine_Shop 5928; Terran_Armory 0; Terran_Starport 0; Terran_Opening VultureHarass; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 4010; 
Terran_Control_Tower 0; Terran_Comsat_Station 13390; Terran_Barracks 2480; Terran_Expansion 6130; Terran_Refinery 2544; Terran_Barracks2 0; Terran_Missile_Turret 8148; Terran_Supply_Depot 1518; Terran_Engineering_Bay 7168; Terran_Science_Facility 0; Terran_Machine_Shop 5048; Terran_Armory 15154; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 11988; Terran_Bunker 0; Terran_Factory 3784; 
Terran_Control_Tower 18668; Terran_Comsat_Station 9440; Terran_Barracks 2104; Terran_Expansion 5616; Terran_Refinery 2460; Terran_Barracks2 5554; Terran_Missile_Turret 8292; Terran_Supply_Depot 1392; Terran_Engineering_Bay 7138; Terran_Science_Facility 21678; Terran_Machine_Shop 4956; Terran_Armory 18700; Terran_Starport 17382; Terran_Opening SiegeExpand; Terran_Academy 7970; Terran_Bunker 0; Terran_Factory 3684; 
Terran_Control_Tower 12820; Terran_Comsat_Station 8608; Terran_Barracks 2170; Terran_Expansion 5064; Terran_Refinery 4630; Terran_Barracks2 5636; Terran_Missile_Turret 7654; Terran_Supply_Depot 1414; Terran_Engineering_Bay 6584; Terran_Science_Facility 0; Terran_Machine_Shop 7246; Terran_Armory 0; Terran_Starport 11520; Terran_Opening Bio; Terran_Academy 7324; Terran_Bunker 5374; Terran_Factory 5938; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2358; Terran_Expansion 9844; Terran_Refinery 2492; Terran_Barracks2 0; Terran_Missile_Turret 12944; Terran_Supply_Depot 1400; Terran_Engineering_Bay 7864; Terran_Science_Facility 0; Terran_Machine_Shop 4970; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3714; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2140; Terran_Expansion 0; Terran_Refinery 2526; Terran_Barracks2 4120; Terran_Missile_Turret 0; Terran_Supply_Depot 1442; Terran_Engineering_Bay 9794; Terran_Science_Facility 0; Terran_Machine_Shop 4990; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3742; 
Terran_Control_Tower 0; Terran_Comsat_Station 9334; Terran_Barracks 2138; Terran_Expansion 5548; Terran_Refinery 2506; Terran_Barracks2 0; Terran_Missile_Turret 7414; Terran_Supply_Depot 1372; Terran_Engineering_Bay 6344; Terran_Science_Facility 0; Terran_Machine_Shop 5438; Terran_Armory 0; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 8094; Terran_Bunker 0; Terran_Factory 4176; 
Terran_Control_Tower 0; Terran_Comsat_Station 11576; Terran_Barracks 2418; Terran_Expansion 6432; Terran_Refinery 2490; Terran_Barracks2 0; Terran_Missile_Turret 7606; Terran_Supply_Depot 1460; Terran_Engineering_Bay 6646; Terran_Science_Facility 0; Terran_Machine_Shop 5010; Terran_Armory 13058; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 9968; Terran_Bunker 0; Terran_Factory 3738; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2154; Terran_Expansion 10266; Terran_Refinery 2526; Terran_Barracks2 4124; Terran_Missile_Turret 10470; Terran_Supply_Depot 1432; Terran_Engineering_Bay 9050; Terran_Science_Facility 0; Terran_Machine_Shop 5126; Terran_Armory 0; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 0; Terran_Bunker 11040; Terran_Factory 3770; 
Terran_Control_Tower 0; Terran_Comsat_Station 11282; Terran_Barracks 2396; Terran_Expansion 9188; Terran_Refinery 2480; Terran_Barracks2 12698; Terran_Missile_Turret 9750; Terran_Supply_Depot 1432; Terran_Engineering_Bay 8590; Terran_Science_Facility 0; Terran_Machine_Shop 5724; Terran_Armory 14536; Terran_Starport 0; Terran_Opening Standard; Terran_Academy 9660; Terran_Bunker 0; Terran_Factory 4408; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2348; Terran_Expansion 0; Terran_Refinery 2470; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1402; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 6536; Terran_Armory 0; Terran_Starport 0; Terran_Opening VultureHarass; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3734; 
