Zerg_Hive 25785; Zerg_Opening HydraMass; Zerg_Spawning_Pool 3015; Zerg_Extractor 6330; Zerg_Creep_Colony 4335; Zerg_Evolution_Chamber 12630; Zerg_Queens_Nest 20945; Zerg_Sunken_Colony 5325; Zerg_Spore_Colony 0; Zerg_Expansion 2390; Zerg_Hydralisk_Den 7410; Zerg_Greater_Spire 0; Zerg_Expansion2 6025; Zerg_Lair 14330; Zerg_Ultralisk_Cavern 0; Zerg_Spire 15900; Zerg_Building_Overlord 1215; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1398; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 2056; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 3112; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1280; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 1848; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 2984; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1348; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 22008; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 2044; Zerg_Extractor 3812; Zerg_Creep_Colony 9026; Zerg_Evolution_Chamber 15392; Zerg_Queens_Nest 19994; Zerg_Sunken_Colony 9404; Zerg_Spore_Colony 0; Zerg_Expansion 3080; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 4210; Zerg_Lair 5116; Zerg_Ultralisk_Cavern 26986; Zerg_Spire 6658; Zerg_Building_Overlord 1314; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 1850; Zerg_Extractor 4068; Zerg_Creep_Colony 4974; Zerg_Evolution_Chamber 20494; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5372; Zerg_Spore_Colony 0; Zerg_Expansion 2978; Zerg_Hydralisk_Den 11218; Zerg_Greater_Spire 0; Zerg_Expansion2 12526; Zerg_Lair 6854; Zerg_Ultralisk_Cavern 0; Zerg_Spire 8534; Zerg_Building_Overlord 1338; Zerg_Defiler_Mound 0; 
Zerg_Hive 36876; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2174; Zerg_Extractor 2306; Zerg_Creep_Colony 4950; Zerg_Evolution_Chamber 25604; Zerg_Queens_Nest 35166; Zerg_Sunken_Colony 5316; Zerg_Spore_Colony 0; Zerg_Expansion 3852; Zerg_Hydralisk_Den 9234; Zerg_Greater_Spire 0; Zerg_Expansion2 9926; Zerg_Lair 4340; Zerg_Ultralisk_Cavern 39218; Zerg_Spire 5978; Zerg_Building_Overlord 1320; Zerg_Defiler_Mound 49348; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 1592; Zerg_Extractor 2034; Zerg_Creep_Colony 7830; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 8408; Zerg_Spore_Colony 0; Zerg_Expansion 4268; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 11196; Zerg_Lair 4438; Zerg_Ultralisk_Cavern 0; Zerg_Spire 5970; Zerg_Building_Overlord 2054; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 2938; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 2680; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 3912; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1164; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 2924; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 2668; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 3930; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1210; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 1002; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1764; Zerg_Defiler_Mound 0; 
Zerg_Hive 19672; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1866; Zerg_Extractor 4642; Zerg_Creep_Colony 5328; Zerg_Evolution_Chamber 17216; Zerg_Queens_Nest 17250; Zerg_Sunken_Colony 5956; Zerg_Spore_Colony 0; Zerg_Expansion 3134; Zerg_Hydralisk_Den 5930; Zerg_Greater_Spire 0; Zerg_Expansion2 4388; Zerg_Lair 6106; Zerg_Ultralisk_Cavern 22600; Zerg_Spire 21366; Zerg_Building_Overlord 1342; Zerg_Defiler_Mound 21834; 
Zerg_Hive 15418; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1852; Zerg_Extractor 5760; Zerg_Creep_Colony 6982; Zerg_Evolution_Chamber 6504; Zerg_Queens_Nest 14242; Zerg_Sunken_Colony 7420; Zerg_Spore_Colony 22662; Zerg_Expansion 2994; Zerg_Hydralisk_Den 8670; Zerg_Greater_Spire 0; Zerg_Expansion2 4440; Zerg_Lair 7794; Zerg_Ultralisk_Cavern 20760; Zerg_Spire 11146; Zerg_Building_Overlord 1344; Zerg_Defiler_Mound 19536; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 1910; Zerg_Extractor 4232; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 3654; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1444; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 1910; Zerg_Extractor 4232; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 3654; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1444; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 1594; Zerg_Extractor 2106; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 4556; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 2006; Zerg_Defiler_Mound 0; 
Zerg_Hive 23722; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1600; Zerg_Extractor 2152; Zerg_Creep_Colony 12520; Zerg_Evolution_Chamber 16932; Zerg_Queens_Nest 21238; Zerg_Sunken_Colony 13090; Zerg_Spore_Colony 0; Zerg_Expansion 4794; Zerg_Hydralisk_Den 8196; Zerg_Greater_Spire 0; Zerg_Expansion2 6216; Zerg_Lair 13712; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 2000; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 2942; Zerg_Extractor 7890; Zerg_Creep_Colony 5346; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 7572; Zerg_Spore_Colony 0; Zerg_Expansion 2528; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 7620; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1338; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1582; Zerg_Extractor 5416; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 12294; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 3870; Zerg_Hydralisk_Den 7348; Zerg_Greater_Spire 0; Zerg_Expansion2 4522; Zerg_Lair 6994; Zerg_Ultralisk_Cavern 0; Zerg_Spire 8634; Zerg_Building_Overlord 1986; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 1608; Zerg_Extractor 1838; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 4322; Zerg_Hydralisk_Den 5492; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 2284; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1856; Zerg_Extractor 2028; Zerg_Creep_Colony 8650; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 11550; Zerg_Spore_Colony 0; Zerg_Expansion 4468; Zerg_Hydralisk_Den 6970; Zerg_Greater_Spire 0; Zerg_Expansion2 5384; Zerg_Lair 7970; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1332; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 1876; Zerg_Extractor 2054; Zerg_Creep_Colony 5430; Zerg_Evolution_Chamber 9504; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5872; Zerg_Spore_Colony 10248; Zerg_Expansion 3138; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 6148; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1368; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2258; Zerg_Extractor 3158; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 3074; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 4544; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6242; Zerg_Building_Overlord 1286; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2204; Zerg_Extractor 3168; Zerg_Creep_Colony 3476; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 3880; Zerg_Spore_Colony 0; Zerg_Expansion 3032; Zerg_Hydralisk_Den 7140; Zerg_Greater_Spire 0; Zerg_Expansion2 3258; Zerg_Lair 5624; Zerg_Ultralisk_Cavern 0; Zerg_Spire 14618; Zerg_Building_Overlord 1278; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 1558; Zerg_Extractor 1892; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 4238; Zerg_Hydralisk_Den 4834; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 2044; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1872; Zerg_Extractor 1994; Zerg_Creep_Colony 11372; Zerg_Evolution_Chamber 17966; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 12116; Zerg_Spore_Colony 0; Zerg_Expansion 4524; Zerg_Hydralisk_Den 7828; Zerg_Greater_Spire 0; Zerg_Expansion2 6216; Zerg_Lair 6860; Zerg_Ultralisk_Cavern 0; Zerg_Spire 14722; Zerg_Building_Overlord 1326; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 1014; Zerg_Extractor 5198; Zerg_Creep_Colony 8878; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 10466; Zerg_Spore_Colony 0; Zerg_Expansion 4724; Zerg_Hydralisk_Den 6562; Zerg_Greater_Spire 0; Zerg_Expansion2 8290; Zerg_Lair 8578; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 2956; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 2274; Zerg_Extractor 5216; Zerg_Creep_Colony 9604; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 12066; Zerg_Spore_Colony 0; Zerg_Expansion 3130; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 4284; Zerg_Lair 7140; Zerg_Ultralisk_Cavern 0; Zerg_Spire 9018; Zerg_Building_Overlord 1328; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 2996; Zerg_Extractor 5986; Zerg_Creep_Colony 5106; Zerg_Evolution_Chamber 13120; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5500; Zerg_Spore_Colony 0; Zerg_Expansion 2590; Zerg_Hydralisk_Den 13076; Zerg_Greater_Spire 0; Zerg_Expansion2 5302; Zerg_Lair 7348; Zerg_Ultralisk_Cavern 0; Zerg_Spire 8898; Zerg_Building_Overlord 1296; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 3134; Zerg_Extractor 3784; Zerg_Creep_Colony 11856; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 12230; Zerg_Spore_Colony 0; Zerg_Expansion 2672; Zerg_Hydralisk_Den 5430; Zerg_Greater_Spire 0; Zerg_Expansion2 4938; Zerg_Lair 9464; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1410; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 1610; Zerg_Extractor 1890; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 12735; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 4530; Zerg_Hydralisk_Den 13240; Zerg_Greater_Spire 0; Zerg_Expansion2 6310; Zerg_Lair 7675; Zerg_Ultralisk_Cavern 0; Zerg_Spire 9290; Zerg_Building_Overlord 2370; Zerg_Defiler_Mound 0; 
Zerg_Hive 11765; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2380; Zerg_Extractor 4520; Zerg_Creep_Colony 6795; Zerg_Evolution_Chamber 7100; Zerg_Queens_Nest 10475; Zerg_Sunken_Colony 7185; Zerg_Spore_Colony 11950; Zerg_Expansion 3445; Zerg_Hydralisk_Den 7005; Zerg_Greater_Spire 0; Zerg_Expansion2 4455; Zerg_Lair 5935; Zerg_Ultralisk_Cavern 14040; Zerg_Spire 8725; Zerg_Building_Overlord 1410; Zerg_Defiler_Mound 17420; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 3140; Zerg_Extractor 4282; Zerg_Creep_Colony 16836; Zerg_Evolution_Chamber 13102; Zerg_Queens_Nest 15706; Zerg_Sunken_Colony 17328; Zerg_Spore_Colony 0; Zerg_Expansion 2694; Zerg_Hydralisk_Den 5484; Zerg_Greater_Spire 0; Zerg_Expansion2 4212; Zerg_Lair 8992; Zerg_Ultralisk_Cavern 0; Zerg_Spire 10676; Zerg_Building_Overlord 1406; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 2934; Zerg_Extractor 4838; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 2492; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 4478; Zerg_Lair 6254; Zerg_Ultralisk_Cavern 0; Zerg_Spire 7970; Zerg_Building_Overlord 1308; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2962; Zerg_Extractor 3490; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 2538; Zerg_Hydralisk_Den 11042; Zerg_Greater_Spire 0; Zerg_Expansion2 7814; Zerg_Lair 5576; Zerg_Ultralisk_Cavern 0; Zerg_Spire 7100; Zerg_Building_Overlord 1296; Zerg_Defiler_Mound 0; 
Zerg_Hive 16516; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2328; Zerg_Extractor 4548; Zerg_Creep_Colony 11274; Zerg_Evolution_Chamber 10480; Zerg_Queens_Nest 15230; Zerg_Sunken_Colony 12230; Zerg_Spore_Colony 0; Zerg_Expansion 3574; Zerg_Hydralisk_Den 6970; Zerg_Greater_Spire 0; Zerg_Expansion2 4462; Zerg_Lair 5838; Zerg_Ultralisk_Cavern 18476; Zerg_Spire 7360; Zerg_Building_Overlord 1266; Zerg_Defiler_Mound 23186; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 17170; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 1548; Zerg_Extractor 2178; Zerg_Creep_Colony 10526; Zerg_Evolution_Chamber 10060; Zerg_Queens_Nest 15706; Zerg_Sunken_Colony 10944; Zerg_Spore_Colony 35656; Zerg_Expansion 3792; Zerg_Hydralisk_Den 11462; Zerg_Greater_Spire 0; Zerg_Expansion2 4182; Zerg_Lair 6758; Zerg_Ultralisk_Cavern 19474; Zerg_Spire 8426; Zerg_Building_Overlord 1968; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 1890; Zerg_Extractor 2372; Zerg_Creep_Colony 5282; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5664; Zerg_Spore_Colony 0; Zerg_Expansion 3258; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 4974; Zerg_Lair 7908; Zerg_Ultralisk_Cavern 0; Zerg_Spire 9628; Zerg_Building_Overlord 1328; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 2498; Zerg_Extractor 3470; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 3346; Zerg_Hydralisk_Den 4668; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1360; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2940; Zerg_Extractor 4532; Zerg_Creep_Colony 8994; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 9426; Zerg_Spore_Colony 0; Zerg_Expansion 2524; Zerg_Hydralisk_Den 6128; Zerg_Greater_Spire 0; Zerg_Expansion2 4348; Zerg_Lair 10090; Zerg_Ultralisk_Cavern 0; Zerg_Spire 11862; Zerg_Building_Overlord 1372; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 1882; Zerg_Extractor 5376; Zerg_Creep_Colony 8400; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 9434; Zerg_Spore_Colony 0; Zerg_Expansion 3522; Zerg_Hydralisk_Den 11726; Zerg_Greater_Spire 0; Zerg_Expansion2 4176; Zerg_Lair 6936; Zerg_Ultralisk_Cavern 0; Zerg_Spire 8784; Zerg_Building_Overlord 1320; Zerg_Defiler_Mound 0; 
