Protoss_Pylon2 127; Protoss_Pylon 54; Protoss_Opening ReaverDrop; Protoss_Assimilator 245; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 525; Protoss_Expansion 636; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 460; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 102; Protoss_Forge 662; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 248; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 182; Protoss_Pylon 55; Protoss_Opening FastExpand; Protoss_Assimilator 185; Protoss_Gateway 198; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 164; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 455; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 301; Protoss_Gateway2 222; Protoss_Forge 83; Protoss_Templar_Archives 360; Protoss_Photon_Cannon 119; Protoss_Cybernetics_Core 254; 
Protoss_Pylon2 184; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 169; Protoss_Gateway 162; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 114; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 655; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 284; Protoss_Gateway2 272; Protoss_Forge 138; Protoss_Templar_Archives 326; Protoss_Photon_Cannon 202; Protoss_Cybernetics_Core 235; 
Protoss_Pylon2 171; Protoss_Pylon 54; Protoss_Opening FastExpand; Protoss_Assimilator 207; Protoss_Gateway 140; Protoss_Robotics_Support_Bay 376; Protoss_Expansion 123; Protoss_Arbiter_Tribunal 2374; Protoss_Robotics_Facility 312; Protoss_Fleet_Beacon 1072; Protoss_Stargate 285; Protoss_Citadel_of_Adun 358; Protoss_Gateway2 465; Protoss_Forge 156; Protoss_Templar_Archives 418; Protoss_Photon_Cannon 190; Protoss_Cybernetics_Core 243; 
Protoss_Pylon2 229; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 0; Protoss_Gateway 194; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 134; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 116; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 156; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 364; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 358; Protoss_Gateway 211; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 111; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 433; Protoss_Gateway2 396; Protoss_Forge 125; Protoss_Templar_Archives 501; Protoss_Photon_Cannon 156; Protoss_Cybernetics_Core 332; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 133; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 293; Protoss_Gateway 207; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 192; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 726; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 374; Protoss_Gateway2 288; Protoss_Forge 108; Protoss_Templar_Archives 434; Protoss_Photon_Cannon 138; Protoss_Cybernetics_Core 331; 
Protoss_Pylon2 164; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 221; Protoss_Gateway 194; Protoss_Robotics_Support_Bay 708; Protoss_Expansion 173; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 582; Protoss_Fleet_Beacon 0; Protoss_Stargate 390; Protoss_Citadel_of_Adun 416; Protoss_Gateway2 425; Protoss_Forge 100; Protoss_Templar_Archives 548; Protoss_Photon_Cannon 129; Protoss_Cybernetics_Core 346; 
Protoss_Pylon2 191; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 216; Protoss_Gateway 176; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 161; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 505; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 324; Protoss_Gateway2 356; Protoss_Forge 94; Protoss_Templar_Archives 425; Protoss_Photon_Cannon 131; Protoss_Cybernetics_Core 281; 
Protoss_Pylon2 128; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 205; Protoss_Gateway 194; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 189; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 396; Protoss_Fleet_Beacon 0; Protoss_Stargate 283; Protoss_Citadel_of_Adun 327; Protoss_Gateway2 323; Protoss_Forge 103; Protoss_Templar_Archives 407; Protoss_Photon_Cannon 139; Protoss_Cybernetics_Core 236; 
Protoss_Pylon2 141; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 279; Protoss_Gateway 184; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 268; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 351; Protoss_Citadel_of_Adun 364; Protoss_Gateway2 435; Protoss_Forge 91; Protoss_Templar_Archives 411; Protoss_Photon_Cannon 126; Protoss_Cybernetics_Core 308; 
Protoss_Pylon2 174; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 167; Protoss_Gateway 160; Protoss_Robotics_Support_Bay 720; Protoss_Expansion 119; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 529; Protoss_Fleet_Beacon 0; Protoss_Stargate 254; Protoss_Citadel_of_Adun 293; Protoss_Gateway2 375; Protoss_Forge 135; Protoss_Templar_Archives 336; Protoss_Photon_Cannon 224; Protoss_Cybernetics_Core 212; 
Protoss_Pylon2 0; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 0; Protoss_Gateway 245; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 137; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 96; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 149; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 121; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 164; Protoss_Gateway 73; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 223; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 502; Protoss_Fleet_Beacon 0; Protoss_Stargate 316; Protoss_Citadel_of_Adun 385; Protoss_Gateway2 96; Protoss_Forge 151; Protoss_Templar_Archives 441; Protoss_Photon_Cannon 180; Protoss_Cybernetics_Core 268; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 163; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 188; Protoss_Gateway 157; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 120; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 263; Protoss_Citadel_of_Adun 288; Protoss_Gateway2 371; Protoss_Forge 143; Protoss_Templar_Archives 369; Protoss_Photon_Cannon 176; Protoss_Cybernetics_Core 217; 
Protoss_Pylon2 143; Protoss_Pylon 52; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 214; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 0; Protoss_Pylon 50; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 90; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 123; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 156; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 180; Protoss_Gateway 173; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 143; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 271; Protoss_Gateway2 279; Protoss_Forge 79; Protoss_Templar_Archives 371; Protoss_Photon_Cannon 108; Protoss_Cybernetics_Core 223; 
Protoss_Pylon2 182; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 172; Protoss_Gateway 159; Protoss_Robotics_Support_Bay 906; Protoss_Expansion 143; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 401; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 242; Protoss_Gateway2 279; Protoss_Forge 87; Protoss_Templar_Archives 358; Protoss_Photon_Cannon 122; Protoss_Cybernetics_Core 201; 
Protoss_Pylon2 116; Protoss_Pylon 47; Protoss_Opening Carrier; Protoss_Assimilator 110; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 344; Protoss_Expansion 479; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 260; Protoss_Fleet_Beacon 1101; Protoss_Stargate 215; Protoss_Citadel_of_Adun 801; Protoss_Gateway2 608; Protoss_Forge 196; Protoss_Templar_Archives 905; Protoss_Photon_Cannon 237; Protoss_Cybernetics_Core 172; 
Protoss_Pylon2 111; Protoss_Pylon 52; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 95; Protoss_Forge 261; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 98; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 288; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 1290; Protoss_Expansion 372; Protoss_Arbiter_Tribunal 1614; Protoss_Robotics_Facility 441; Protoss_Fleet_Beacon 751; Protoss_Stargate 384; Protoss_Citadel_of_Adun 602; Protoss_Gateway2 924; Protoss_Forge 125; Protoss_Templar_Archives 649; Protoss_Photon_Cannon 160; Protoss_Cybernetics_Core 330; 
Protoss_Pylon2 122; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 353; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 409; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 660; Protoss_Fleet_Beacon 1197; Protoss_Stargate 437; Protoss_Citadel_of_Adun 1068; Protoss_Gateway2 98; Protoss_Forge 251; Protoss_Templar_Archives 1134; Protoss_Photon_Cannon 289; Protoss_Cybernetics_Core 388; 
Protoss_Pylon2 128; Protoss_Pylon 49; Protoss_Opening Carrier; Protoss_Assimilator 103; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 236; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 296; Protoss_Forge 241; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 274; Protoss_Cybernetics_Core 181; 
Protoss_Pylon2 92; Protoss_Pylon 50; Protoss_Opening Carrier; Protoss_Assimilator 105; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 390; Protoss_Expansion 400; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 245; Protoss_Fleet_Beacon 561; Protoss_Stargate 227; Protoss_Citadel_of_Adun 775; Protoss_Gateway2 1184; Protoss_Forge 133; Protoss_Templar_Archives 834; Protoss_Photon_Cannon 162; Protoss_Cybernetics_Core 183; 
Protoss_Pylon2 170; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 211; Protoss_Gateway 132; Protoss_Robotics_Support_Bay 1012; Protoss_Expansion 115; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 376; Protoss_Fleet_Beacon 0; Protoss_Stargate 305; Protoss_Citadel_of_Adun 308; Protoss_Gateway2 388; Protoss_Forge 154; Protoss_Templar_Archives 351; Protoss_Photon_Cannon 183; Protoss_Cybernetics_Core 253; 
Protoss_Pylon2 145; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 219; Protoss_Gateway 214; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 186; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 517; Protoss_Fleet_Beacon 0; Protoss_Stargate 308; Protoss_Citadel_of_Adun 323; Protoss_Gateway2 363; Protoss_Forge 90; Protoss_Templar_Archives 439; Protoss_Photon_Cannon 126; Protoss_Cybernetics_Core 266; 
Protoss_Pylon2 156; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 209; Protoss_Gateway 196; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 185; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 288; Protoss_Gateway2 305; Protoss_Forge 83; Protoss_Templar_Archives 395; Protoss_Photon_Cannon 115; Protoss_Cybernetics_Core 238; 
Protoss_Pylon2 119; Protoss_Pylon 49; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 72; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 98; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 138; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 194; Protoss_Gateway 187; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 170; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 595; Protoss_Fleet_Beacon 0; Protoss_Stargate 1013; Protoss_Citadel_of_Adun 272; Protoss_Gateway2 292; Protoss_Forge 90; Protoss_Templar_Archives 403; Protoss_Photon_Cannon 120; Protoss_Cybernetics_Core 228; 
Protoss_Pylon2 243; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 209; Protoss_Gateway 194; Protoss_Robotics_Support_Bay 1784; Protoss_Expansion 131; Protoss_Arbiter_Tribunal 1384; Protoss_Robotics_Facility 495; Protoss_Fleet_Beacon 0; Protoss_Stargate 360; Protoss_Citadel_of_Adun 372; Protoss_Gateway2 405; Protoss_Forge 95; Protoss_Templar_Archives 490; Protoss_Photon_Cannon 143; Protoss_Cybernetics_Core 316; 
Protoss_Pylon2 130; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 239; Protoss_Gateway 199; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 184; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 524; Protoss_Fleet_Beacon 0; Protoss_Stargate 324; Protoss_Citadel_of_Adun 349; Protoss_Gateway2 376; Protoss_Forge 91; Protoss_Templar_Archives 414; Protoss_Photon_Cannon 138; Protoss_Cybernetics_Core 278; 
Protoss_Pylon2 120; Protoss_Pylon 48; Protoss_Opening Carrier; Protoss_Assimilator 152; Protoss_Gateway 74; Protoss_Robotics_Support_Bay 1010; Protoss_Expansion 397; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 488; Protoss_Fleet_Beacon 0; Protoss_Stargate 228; Protoss_Citadel_of_Adun 262; Protoss_Gateway2 412; Protoss_Forge 254; Protoss_Templar_Archives 308; Protoss_Photon_Cannon 325; Protoss_Cybernetics_Core 165; 
Protoss_Pylon2 161; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 216; Protoss_Gateway 176; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 132; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 83; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 193; Protoss_Cybernetics_Core 239; 
Protoss_Pylon2 144; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 235; Protoss_Gateway 209; Protoss_Robotics_Support_Bay 403; Protoss_Expansion 188; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 342; Protoss_Fleet_Beacon 0; Protoss_Stargate 303; Protoss_Citadel_of_Adun 589; Protoss_Gateway2 467; Protoss_Forge 94; Protoss_Templar_Archives 657; Protoss_Photon_Cannon 129; Protoss_Cybernetics_Core 254; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 104; Protoss_Pylon 49; Protoss_Opening Carrier; Protoss_Assimilator 131; Protoss_Gateway 74; Protoss_Robotics_Support_Bay 357; Protoss_Expansion 419; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 301; Protoss_Fleet_Beacon 0; Protoss_Stargate 206; Protoss_Citadel_of_Adun 785; Protoss_Gateway2 0; Protoss_Forge 224; Protoss_Templar_Archives 914; Protoss_Photon_Cannon 256; Protoss_Cybernetics_Core 162; 
Protoss_Pylon2 128; Protoss_Pylon 48; Protoss_Opening Carrier; Protoss_Assimilator 189; Protoss_Gateway 74; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 581; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 363; Protoss_Citadel_of_Adun 389; Protoss_Gateway2 98; Protoss_Forge 399; Protoss_Templar_Archives 519; Protoss_Photon_Cannon 454; Protoss_Cybernetics_Core 215; 
Protoss_Pylon2 122; Protoss_Pylon 48; Protoss_Opening FastLegs; Protoss_Assimilator 101; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 508; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 394; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 254; Protoss_Gateway2 225; Protoss_Forge 284; Protoss_Templar_Archives 347; Protoss_Photon_Cannon 426; Protoss_Cybernetics_Core 171; 
Protoss_Pylon2 129; Protoss_Pylon 50; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 98; Protoss_Forge 186; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 225; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 124; Protoss_Pylon 48; Protoss_Opening Carrier; Protoss_Assimilator 99; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 873; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 479; Protoss_Fleet_Beacon 0; Protoss_Stargate 229; Protoss_Citadel_of_Adun 380; Protoss_Gateway2 382; Protoss_Forge 307; Protoss_Templar_Archives 422; Protoss_Photon_Cannon 338; Protoss_Cybernetics_Core 157; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 130; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 200; Protoss_Gateway 176; Protoss_Robotics_Support_Bay 743; Protoss_Expansion 148; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 436; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 284; Protoss_Gateway2 297; Protoss_Forge 89; Protoss_Templar_Archives 380; Protoss_Photon_Cannon 187; Protoss_Cybernetics_Core 242; 
Protoss_Pylon2 145; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 240; Protoss_Gateway 211; Protoss_Robotics_Support_Bay 462; Protoss_Expansion 199; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 377; Protoss_Fleet_Beacon 0; Protoss_Stargate 341; Protoss_Citadel_of_Adun 542; Protoss_Gateway2 571; Protoss_Forge 88; Protoss_Templar_Archives 591; Protoss_Photon_Cannon 126; Protoss_Cybernetics_Core 296; 
Protoss_Pylon2 153; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 188; Protoss_Gateway 172; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 140; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 393; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 287; Protoss_Gateway2 297; Protoss_Forge 90; Protoss_Templar_Archives 330; Protoss_Photon_Cannon 178; Protoss_Cybernetics_Core 232; 
Protoss_Pylon2 197; Protoss_Pylon 54; Protoss_Opening FastExpand; Protoss_Assimilator 188; Protoss_Gateway 176; Protoss_Robotics_Support_Bay 854; Protoss_Expansion 162; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 622; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 401; Protoss_Gateway2 444; Protoss_Forge 104; Protoss_Templar_Archives 446; Protoss_Photon_Cannon 140; Protoss_Cybernetics_Core 224; 
Protoss_Pylon2 130; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 213; Protoss_Gateway 207; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 202; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 519; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 302; Protoss_Gateway2 320; Protoss_Forge 90; Protoss_Templar_Archives 388; Protoss_Photon_Cannon 140; Protoss_Cybernetics_Core 252; 
Protoss_Pylon2 178; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 191; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 1280; Protoss_Expansion 170; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 693; Protoss_Fleet_Beacon 0; Protoss_Stargate 411; Protoss_Citadel_of_Adun 528; Protoss_Gateway2 248; Protoss_Forge 105; Protoss_Templar_Archives 578; Protoss_Photon_Cannon 135; Protoss_Cybernetics_Core 360; 
Protoss_Pylon2 138; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 235; Protoss_Gateway 178; Protoss_Robotics_Support_Bay 832; Protoss_Expansion 187; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 650; Protoss_Fleet_Beacon 0; Protoss_Stargate 1027; Protoss_Citadel_of_Adun 314; Protoss_Gateway2 323; Protoss_Forge 81; Protoss_Templar_Archives 435; Protoss_Photon_Cannon 158; Protoss_Cybernetics_Core 263; 
Protoss_Pylon2 211; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 240; Protoss_Gateway 177; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 123; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 213; Protoss_Forge 130; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 159; Protoss_Cybernetics_Core 507; 
Protoss_Pylon2 130; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 297; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 641; Protoss_Expansion 219; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 573; Protoss_Fleet_Beacon 0; Protoss_Stargate 399; Protoss_Citadel_of_Adun 519; Protoss_Gateway2 106; Protoss_Forge 271; Protoss_Templar_Archives 679; Protoss_Photon_Cannon 312; Protoss_Cybernetics_Core 338; 
