Zerg_Hive 1074; Zerg_Opening unknown; Zerg_Spawning_Pool 125; Zerg_Extractor 263; Zerg_Creep_Colony 180; Zerg_Evolution_Chamber 526; Zerg_Queens_Nest 872; Zerg_Sunken_Colony 221; Zerg_Spore_Colony 0; Zerg_Expansion 99; Zerg_Hydralisk_Den 308; Zerg_Greater_Spire 0; Zerg_Expansion2 251; Zerg_Lair 597; Zerg_Ultralisk_Cavern 0; Zerg_Spire 662; Zerg_Building_Overlord 50; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening hydras; Zerg_Spawning_Pool 124; Zerg_Extractor 209; Zerg_Creep_Colony 266; Zerg_Evolution_Chamber 563; Zerg_Queens_Nest 675; Zerg_Sunken_Colony 292; Zerg_Spore_Colony 0; Zerg_Expansion 106; Zerg_Hydralisk_Den 302; Zerg_Greater_Spire 0; Zerg_Expansion2 171; Zerg_Lair 267; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 956; Zerg_Opening lurkers; Zerg_Spawning_Pool 100; Zerg_Extractor 63; Zerg_Creep_Colony 577; Zerg_Evolution_Chamber 696; Zerg_Queens_Nest 912; Zerg_Sunken_Colony 600; Zerg_Spore_Colony 0; Zerg_Expansion 160; Zerg_Hydralisk_Den 216; Zerg_Greater_Spire 0; Zerg_Expansion2 372; Zerg_Lair 178; Zerg_Ultralisk_Cavern 0; Zerg_Spire 552; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 98; Zerg_Extractor 405; Zerg_Creep_Colony 218; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 235; Zerg_Spore_Colony 0; Zerg_Expansion 137; Zerg_Hydralisk_Den 528; Zerg_Greater_Spire 0; Zerg_Expansion2 311; Zerg_Lair 478; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening hydras; Zerg_Spawning_Pool 149; Zerg_Extractor 77; Zerg_Creep_Colony 387; Zerg_Evolution_Chamber 583; Zerg_Queens_Nest 1064; Zerg_Sunken_Colony 407; Zerg_Spore_Colony 0; Zerg_Expansion 128; Zerg_Hydralisk_Den 230; Zerg_Greater_Spire 0; Zerg_Expansion2 461; Zerg_Lair 201; Zerg_Ultralisk_Cavern 0; Zerg_Spire 676; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 233; Zerg_Creep_Colony 271; Zerg_Evolution_Chamber 269; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 375; Zerg_Spore_Colony 310; Zerg_Expansion 100; Zerg_Hydralisk_Den 312; Zerg_Greater_Spire 0; Zerg_Expansion2 174; Zerg_Lair 423; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 97; Zerg_Extractor 53; Zerg_Creep_Colony 809; Zerg_Evolution_Chamber 711; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 848; Zerg_Spore_Colony 0; Zerg_Expansion 136; Zerg_Hydralisk_Den 465; Zerg_Greater_Spire 0; Zerg_Expansion2 263; Zerg_Lair 585; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 66; Zerg_Defiler_Mound 0; 
Zerg_Hive 799; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 151; Zerg_Extractor 91; Zerg_Creep_Colony 241; Zerg_Evolution_Chamber 223; Zerg_Queens_Nest 738; Zerg_Sunken_Colony 500; Zerg_Spore_Colony 259; Zerg_Expansion 126; Zerg_Hydralisk_Den 335; Zerg_Greater_Spire 879; Zerg_Expansion2 413; Zerg_Lair 204; Zerg_Ultralisk_Cavern 0; Zerg_Spire 272; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 524; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 135; Zerg_Creep_Colony 339; Zerg_Evolution_Chamber 467; Zerg_Queens_Nest 470; Zerg_Sunken_Colony 355; Zerg_Spore_Colony 0; Zerg_Expansion 105; Zerg_Hydralisk_Den 292; Zerg_Greater_Spire 0; Zerg_Expansion2 227; Zerg_Lair 243; Zerg_Ultralisk_Cavern 723; Zerg_Spire 558; Zerg_Building_Overlord 48; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 130; Zerg_Extractor 64; Zerg_Creep_Colony 338; Zerg_Evolution_Chamber 715; Zerg_Queens_Nest 1040; Zerg_Sunken_Colony 353; Zerg_Spore_Colony 0; Zerg_Expansion 109; Zerg_Hydralisk_Den 386; Zerg_Greater_Spire 0; Zerg_Expansion2 207; Zerg_Lair 491; Zerg_Ultralisk_Cavern 0; Zerg_Spire 960; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 68; Zerg_Extractor 86; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 237; Zerg_Hydralisk_Den 555; Zerg_Greater_Spire 0; Zerg_Expansion2 294; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 103; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 110; Zerg_Extractor 136; Zerg_Creep_Colony 208; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 245; Zerg_Spore_Colony 0; Zerg_Expansion 81; Zerg_Hydralisk_Den 272; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 224; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 129; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 137; Zerg_Creep_Colony 991; Zerg_Evolution_Chamber 500; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 1009; Zerg_Spore_Colony 0; Zerg_Expansion 107; Zerg_Hydralisk_Den 326; Zerg_Greater_Spire 0; Zerg_Expansion2 223; Zerg_Lair 468; Zerg_Ultralisk_Cavern 0; Zerg_Spire 721; Zerg_Building_Overlord 51; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening lurkers; Zerg_Spawning_Pool 114; Zerg_Extractor 55; Zerg_Creep_Colony 197; Zerg_Evolution_Chamber 321; Zerg_Queens_Nest 1061; Zerg_Sunken_Colony 224; Zerg_Spore_Colony 359; Zerg_Expansion 92; Zerg_Hydralisk_Den 377; Zerg_Greater_Spire 0; Zerg_Expansion2 281; Zerg_Lair 336; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 142; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 103; Zerg_Extractor 55; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 130; Zerg_Hydralisk_Den 374; Zerg_Greater_Spire 0; Zerg_Expansion2 273; Zerg_Lair 592; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 75; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 288; Zerg_Creep_Colony 194; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 215; Zerg_Spore_Colony 0; Zerg_Expansion 107; Zerg_Hydralisk_Den 536; Zerg_Greater_Spire 0; Zerg_Expansion2 241; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 68; Zerg_Extractor 86; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 237; Zerg_Hydralisk_Den 555; Zerg_Greater_Spire 0; Zerg_Expansion2 294; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 103; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 222; Zerg_Creep_Colony 229; Zerg_Evolution_Chamber 228; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 257; Zerg_Spore_Colony 305; Zerg_Expansion 109; Zerg_Hydralisk_Den 304; Zerg_Greater_Spire 0; Zerg_Expansion2 182; Zerg_Lair 433; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 971; Zerg_Opening speedlings; Zerg_Spawning_Pool 131; Zerg_Extractor 72; Zerg_Creep_Colony 213; Zerg_Evolution_Chamber 576; Zerg_Queens_Nest 858; Zerg_Sunken_Colony 232; Zerg_Spore_Colony 0; Zerg_Expansion 111; Zerg_Hydralisk_Den 515; Zerg_Greater_Spire 0; Zerg_Expansion2 281; Zerg_Lair 323; Zerg_Ultralisk_Cavern 0; Zerg_Spire 393; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening unknown; Zerg_Spawning_Pool 130; Zerg_Extractor 54; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 120; Zerg_Hydralisk_Den 272; Zerg_Greater_Spire 0; Zerg_Expansion2 186; Zerg_Lair 501; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 68; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening unknown; Zerg_Spawning_Pool 106; Zerg_Extractor 94; Zerg_Creep_Colony 193; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 210; Zerg_Spore_Colony 0; Zerg_Expansion 184; Zerg_Hydralisk_Den 888; Zerg_Greater_Spire 0; Zerg_Expansion2 608; Zerg_Lair 158; Zerg_Ultralisk_Cavern 0; Zerg_Spire 255; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 789; Zerg_Opening hydras; Zerg_Spawning_Pool 108; Zerg_Extractor 280; Zerg_Creep_Colony 382; Zerg_Evolution_Chamber 353; Zerg_Queens_Nest 679; Zerg_Sunken_Colony 418; Zerg_Spore_Colony 0; Zerg_Expansion 145; Zerg_Hydralisk_Den 337; Zerg_Greater_Spire 880; Zerg_Expansion2 204; Zerg_Lair 487; Zerg_Ultralisk_Cavern 1073; Zerg_Spire 551; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 125; Zerg_Extractor 233; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 98; Zerg_Hydralisk_Den 278; Zerg_Greater_Spire 0; Zerg_Expansion2 196; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 79; Zerg_Extractor 143; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 122; Zerg_Hydralisk_Den 263; Zerg_Greater_Spire 0; Zerg_Expansion2 184; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 130; Zerg_Extractor 170; Zerg_Creep_Colony 188; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 287; Zerg_Spore_Colony 0; Zerg_Expansion 110; Zerg_Hydralisk_Den 464; Zerg_Greater_Spire 0; Zerg_Expansion2 344; Zerg_Lair 236; Zerg_Ultralisk_Cavern 0; Zerg_Spire 313; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 67; Zerg_Extractor 80; Zerg_Creep_Colony 360; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 378; Zerg_Spore_Colony 0; Zerg_Expansion 179; Zerg_Hydralisk_Den 297; Zerg_Greater_Spire 0; Zerg_Expansion2 463; Zerg_Lair 254; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 91; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 65; Zerg_Extractor 85; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 138; Zerg_Hydralisk_Den 290; Zerg_Greater_Spire 0; Zerg_Expansion2 175; Zerg_Lair 433; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 80; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 78; Zerg_Extractor 84; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 180; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 78; Zerg_Extractor 87; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 176; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 220; Zerg_Lair 298; Zerg_Ultralisk_Cavern 0; Zerg_Spire 366; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 76; Zerg_Extractor 81; Zerg_Creep_Colony 350; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 386; Zerg_Spore_Colony 0; Zerg_Expansion 162; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 485; Zerg_Lair 287; Zerg_Ultralisk_Cavern 0; Zerg_Spire 353; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 677; Zerg_Opening speedlings; Zerg_Spawning_Pool 175; Zerg_Extractor 53; Zerg_Creep_Colony 358; Zerg_Evolution_Chamber 408; Zerg_Queens_Nest 630; Zerg_Sunken_Colony 375; Zerg_Spore_Colony 852; Zerg_Expansion 110; Zerg_Hydralisk_Den 313; Zerg_Greater_Spire 0; Zerg_Expansion2 151; Zerg_Lair 273; Zerg_Ultralisk_Cavern 756; Zerg_Spire 1063; Zerg_Building_Overlord 66; Zerg_Defiler_Mound 0; 
Zerg_Hive 481; Zerg_Opening mutas; Zerg_Spawning_Pool 169; Zerg_Extractor 181; Zerg_Creep_Colony 421; Zerg_Evolution_Chamber 315; Zerg_Queens_Nest 433; Zerg_Sunken_Colony 437; Zerg_Spore_Colony 0; Zerg_Expansion 105; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 562; Zerg_Expansion2 141; Zerg_Lair 236; Zerg_Ultralisk_Cavern 0; Zerg_Spire 300; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 790; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 203; Zerg_Creep_Colony 338; Zerg_Evolution_Chamber 442; Zerg_Queens_Nest 747; Zerg_Sunken_Colony 357; Zerg_Spore_Colony 753; Zerg_Expansion 106; Zerg_Hydralisk_Den 322; Zerg_Greater_Spire 0; Zerg_Expansion2 194; Zerg_Lair 282; Zerg_Ultralisk_Cavern 873; Zerg_Spire 351; Zerg_Building_Overlord 59; Zerg_Defiler_Mound 1014; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 75; Zerg_Extractor 80; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 178; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 610; Zerg_Opening speedlings; Zerg_Spawning_Pool 78; Zerg_Extractor 82; Zerg_Creep_Colony 495; Zerg_Evolution_Chamber 490; Zerg_Queens_Nest 556; Zerg_Sunken_Colony 531; Zerg_Spore_Colony 531; Zerg_Expansion 177; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 257; Zerg_Lair 307; Zerg_Ultralisk_Cavern 0; Zerg_Spire 373; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 1033; Zerg_Opening speedlings; Zerg_Spawning_Pool 77; Zerg_Extractor 82; Zerg_Creep_Colony 358; Zerg_Evolution_Chamber 609; Zerg_Queens_Nest 905; Zerg_Sunken_Colony 376; Zerg_Spore_Colony 0; Zerg_Expansion 193; Zerg_Hydralisk_Den 544; Zerg_Greater_Spire 0; Zerg_Expansion2 547; Zerg_Lair 278; Zerg_Ultralisk_Cavern 0; Zerg_Spire 345; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 865; Zerg_Opening speedlings; Zerg_Spawning_Pool 80; Zerg_Extractor 90; Zerg_Creep_Colony 565; Zerg_Evolution_Chamber 566; Zerg_Queens_Nest 817; Zerg_Sunken_Colony 726; Zerg_Spore_Colony 593; Zerg_Expansion 188; Zerg_Hydralisk_Den 347; Zerg_Greater_Spire 0; Zerg_Expansion2 298; Zerg_Lair 409; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive 650; Zerg_Opening speedlings; Zerg_Spawning_Pool 79; Zerg_Extractor 84; Zerg_Creep_Colony 491; Zerg_Evolution_Chamber 573; Zerg_Queens_Nest 602; Zerg_Sunken_Colony 507; Zerg_Spore_Colony 674; Zerg_Expansion 166; Zerg_Hydralisk_Den 304; Zerg_Greater_Spire 0; Zerg_Expansion2 270; Zerg_Lair 353; Zerg_Ultralisk_Cavern 744; Zerg_Spire 418; Zerg_Building_Overlord 61; Zerg_Defiler_Mound 947; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 93; Zerg_Extractor 100; Zerg_Creep_Colony 338; Zerg_Evolution_Chamber 319; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 423; Zerg_Spore_Colony 354; Zerg_Expansion 150; Zerg_Hydralisk_Den 345; Zerg_Greater_Spire 0; Zerg_Expansion2 249; Zerg_Lair 331; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 64; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening mutas; Zerg_Spawning_Pool 64; Zerg_Extractor 79; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 165; Zerg_Hydralisk_Den 483; Zerg_Greater_Spire 0; Zerg_Expansion2 218; Zerg_Lair 296; Zerg_Ultralisk_Cavern 0; Zerg_Spire 361; Zerg_Building_Overlord 94; Zerg_Defiler_Mound 0; 
Zerg_Hive 836; Zerg_Opening speedlings; Zerg_Spawning_Pool 166; Zerg_Extractor 184; Zerg_Creep_Colony 319; Zerg_Evolution_Chamber 238; Zerg_Queens_Nest 773; Zerg_Sunken_Colony 376; Zerg_Spore_Colony 335; Zerg_Expansion 114; Zerg_Hydralisk_Den 351; Zerg_Greater_Spire 0; Zerg_Expansion2 123; Zerg_Lair 305; Zerg_Ultralisk_Cavern 995; Zerg_Spire 380; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 79; Zerg_Extractor 88; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 198; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 298; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 846; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 62; Zerg_Creep_Colony 359; Zerg_Evolution_Chamber 621; Zerg_Queens_Nest 794; Zerg_Sunken_Colony 375; Zerg_Spore_Colony 0; Zerg_Expansion 106; Zerg_Hydralisk_Den 302; Zerg_Greater_Spire 0; Zerg_Expansion2 219; Zerg_Lair 411; Zerg_Ultralisk_Cavern 0; Zerg_Spire 729; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 178; Zerg_Extractor 179; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 108; Zerg_Hydralisk_Den 375; Zerg_Greater_Spire 0; Zerg_Expansion2 159; Zerg_Lair 257; Zerg_Ultralisk_Cavern 0; Zerg_Spire 350; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 125; Zerg_Extractor 60; Zerg_Creep_Colony 169; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 186; Zerg_Spore_Colony 0; Zerg_Expansion 109; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 171; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 53; Zerg_Extractor 151; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening mutas; Zerg_Spawning_Pool 170; Zerg_Extractor 61; Zerg_Creep_Colony 396; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 420; Zerg_Spore_Colony 0; Zerg_Expansion 107; Zerg_Hydralisk_Den 482; Zerg_Greater_Spire 0; Zerg_Expansion2 143; Zerg_Lair 260; Zerg_Ultralisk_Cavern 0; Zerg_Spire 329; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
