Terran_Control_Tower 9845; Terran_Comsat_Station 5375; Terran_Barracks 2745; Terran_Expansion 13605; Terran_Refinery 2080; Terran_Barracks2 5530; Terran_Missile_Turret 8010; Terran_Supply_Depot 1470; Terran_Engineering_Bay 3280; Terran_Science_Facility 9265; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 7905; Terran_Opening Bio; Terran_Academy 4020; Terran_Bunker 36230; Terran_Factory 6420; 
Terran_Control_Tower 0; Terran_Comsat_Station 6808; Terran_Barracks 1950; Terran_Expansion 4652; Terran_Refinery 4896; Terran_Barracks2 5910; Terran_Missile_Turret 8384; Terran_Supply_Depot 1386; Terran_Engineering_Bay 6442; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5232; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 13696; Terran_Comsat_Station 6738; Terran_Barracks 1962; Terran_Expansion 11926; Terran_Refinery 4730; Terran_Barracks2 3804; Terran_Missile_Turret 8730; Terran_Supply_Depot 1404; Terran_Engineering_Bay 6830; Terran_Science_Facility 13754; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 11958; Terran_Opening Bio; Terran_Academy 5324; Terran_Bunker 15598; Terran_Factory 10506; 
Terran_Control_Tower 15044; Terran_Comsat_Station 9400; Terran_Barracks 2082; Terran_Expansion 4800; Terran_Refinery 6060; Terran_Barracks2 6388; Terran_Missile_Turret 9176; Terran_Supply_Depot 1518; Terran_Engineering_Bay 8108; Terran_Science_Facility 15066; Terran_Machine_Shop 13880; Terran_Armory 0; Terran_Starport 13848; Terran_Opening Bio; Terran_Academy 7878; Terran_Bunker 3420; Terran_Factory 12488; 
Terran_Control_Tower 0; Terran_Comsat_Station 9030; Terran_Barracks 1624; Terran_Expansion 0; Terran_Refinery 6762; Terran_Barracks2 12162; Terran_Missile_Turret 14508; Terran_Supply_Depot 2370; Terran_Engineering_Bay 13466; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 7610; Terran_Bunker 3964; Terran_Factory 21294; 
Terran_Control_Tower 0; Terran_Comsat_Station 6684; Terran_Barracks 1974; Terran_Expansion 4470; Terran_Refinery 4728; Terran_Barracks2 6294; Terran_Missile_Turret 10214; Terran_Supply_Depot 1358; Terran_Engineering_Bay 6404; Terran_Science_Facility 0; Terran_Machine_Shop 13726; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5188; Terran_Bunker 5722; Terran_Factory 12384; 
Terran_Control_Tower 11868; Terran_Comsat_Station 6862; Terran_Barracks 2032; Terran_Expansion 4238; Terran_Refinery 5036; Terran_Barracks2 6784; Terran_Missile_Turret 9770; Terran_Supply_Depot 1484; Terran_Engineering_Bay 6384; Terran_Science_Facility 11888; Terran_Machine_Shop 12726; Terran_Armory 0; Terran_Starport 10474; Terran_Opening Bio; Terran_Academy 5396; Terran_Bunker 8668; Terran_Factory 9068; 
Terran_Control_Tower 10678; Terran_Comsat_Station 6680; Terran_Barracks 2138; Terran_Expansion 4382; Terran_Refinery 4852; Terran_Barracks2 5972; Terran_Missile_Turret 11358; Terran_Supply_Depot 1404; Terran_Engineering_Bay 10004; Terran_Science_Facility 10602; Terran_Machine_Shop 9386; Terran_Armory 0; Terran_Starport 9414; Terran_Opening Bio; Terran_Academy 5262; Terran_Bunker 10106; Terran_Factory 8016; 
Terran_Control_Tower 11552; Terran_Comsat_Station 7168; Terran_Barracks 2010; Terran_Expansion 3890; Terran_Refinery 4322; Terran_Barracks2 6950; Terran_Missile_Turret 9104; Terran_Supply_Depot 1394; Terran_Engineering_Bay 5316; Terran_Science_Facility 11598; Terran_Machine_Shop 11214; Terran_Armory 0; Terran_Starport 10348; Terran_Opening Bio; Terran_Academy 5742; Terran_Bunker 7330; Terran_Factory 8180; 
Terran_Control_Tower 12512; Terran_Comsat_Station 7082; Terran_Barracks 2044; Terran_Expansion 4316; Terran_Refinery 5122; Terran_Barracks2 6662; Terran_Missile_Turret 10066; Terran_Supply_Depot 1456; Terran_Engineering_Bay 7358; Terran_Science_Facility 12498; Terran_Machine_Shop 11958; Terran_Armory 0; Terran_Starport 11172; Terran_Opening Bio; Terran_Academy 5458; Terran_Bunker 6158; Terran_Factory 9742; 
Terran_Control_Tower 9430; Terran_Comsat_Station 7340; Terran_Barracks 2066; Terran_Expansion 4764; Terran_Refinery 5178; Terran_Barracks2 6980; Terran_Missile_Turret 10308; Terran_Supply_Depot 1410; Terran_Engineering_Bay 9146; Terran_Science_Facility 9518; Terran_Machine_Shop 12280; Terran_Armory 27470; Terran_Starport 8294; Terran_Opening FastDropship; Terran_Academy 5716; Terran_Bunker 6710; Terran_Factory 6466; 
Terran_Control_Tower 0; Terran_Comsat_Station 7702; Terran_Barracks 2078; Terran_Expansion 5190; Terran_Refinery 5406; Terran_Barracks2 6476; Terran_Missile_Turret 0; Terran_Supply_Depot 1394; Terran_Engineering_Bay 2712; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5948; Terran_Bunker 8344; Terran_Factory 10950; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1988; Terran_Expansion 4982; Terran_Refinery 5594; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1382; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 3602; Terran_Factory 0; 
Terran_Control_Tower 13384; Terran_Comsat_Station 7252; Terran_Barracks 1982; Terran_Expansion 4346; Terran_Refinery 5322; Terran_Barracks2 6876; Terran_Missile_Turret 9612; Terran_Supply_Depot 1398; Terran_Engineering_Bay 7836; Terran_Science_Facility 13418; Terran_Machine_Shop 12250; Terran_Armory 0; Terran_Starport 12108; Terran_Opening Bio; Terran_Academy 5750; Terran_Bunker 5122; Terran_Factory 10802; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1990; Terran_Expansion 0; Terran_Refinery 7928; Terran_Barracks2 9302; Terran_Missile_Turret 0; Terran_Supply_Depot 2592; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 9236; Terran_Bunker 4234; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1986; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1432; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 14458; Terran_Comsat_Station 7284; Terran_Barracks 2002; Terran_Expansion 4970; Terran_Refinery 5316; Terran_Barracks2 6160; Terran_Missile_Turret 8162; Terran_Supply_Depot 1428; Terran_Engineering_Bay 6840; Terran_Science_Facility 14520; Terran_Machine_Shop 13802; Terran_Armory 28790; Terran_Starport 13198; Terran_Opening Bio; Terran_Academy 5434; Terran_Bunker 8306; Terran_Factory 11882; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 13636; Terran_Comsat_Station 7180; Terran_Barracks 2004; Terran_Expansion 4938; Terran_Refinery 5058; Terran_Barracks2 6902; Terran_Missile_Turret 9364; Terran_Supply_Depot 1392; Terran_Engineering_Bay 8308; Terran_Science_Facility 13664; Terran_Machine_Shop 12772; Terran_Armory 0; Terran_Starport 12478; Terran_Opening Bio; Terran_Academy 5300; Terran_Bunker 9204; Terran_Factory 10696; 
Terran_Control_Tower 12090; Terran_Comsat_Station 5958; Terran_Barracks 1996; Terran_Expansion 12746; Terran_Refinery 4204; Terran_Barracks2 5248; Terran_Missile_Turret 7682; Terran_Supply_Depot 1382; Terran_Engineering_Bay 5474; Terran_Science_Facility 12176; Terran_Machine_Shop 14370; Terran_Armory 0; Terran_Starport 10774; Terran_Opening Bio; Terran_Academy 4406; Terran_Bunker 11712; Terran_Factory 9418; 
Terran_Control_Tower 0; Terran_Comsat_Station 7284; Terran_Barracks 1976; Terran_Expansion 5328; Terran_Refinery 5608; Terran_Barracks2 6678; Terran_Missile_Turret 8850; Terran_Supply_Depot 1346; Terran_Engineering_Bay 2652; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5898; Terran_Bunker 4136; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1988; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1336; Terran_Engineering_Bay 2678; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 16625; Terran_Comsat_Station 8890; Terran_Barracks 1980; Terran_Expansion 5120; Terran_Refinery 7125; Terran_Barracks2 3450; Terran_Missile_Turret 14330; Terran_Supply_Depot 1365; Terran_Engineering_Bay 8720; Terran_Science_Facility 16650; Terran_Machine_Shop 15630; Terran_Armory 0; Terran_Starport 15180; Terran_Opening Bio; Terran_Academy 7630; Terran_Bunker 0; Terran_Factory 13740; 
Terran_Control_Tower 11834; Terran_Comsat_Station 6934; Terran_Barracks 1962; Terran_Expansion 4356; Terran_Refinery 5214; Terran_Barracks2 6188; Terran_Missile_Turret 8674; Terran_Supply_Depot 1356; Terran_Engineering_Bay 7438; Terran_Science_Facility 11820; Terran_Machine_Shop 10654; Terran_Armory 25848; Terran_Starport 10368; Terran_Opening Bio; Terran_Academy 5636; Terran_Bunker 8628; Terran_Factory 9024; 
Terran_Control_Tower 13850; Terran_Comsat_Station 7300; Terran_Barracks 1954; Terran_Expansion 5304; Terran_Refinery 5656; Terran_Barracks2 3904; Terran_Missile_Turret 9654; Terran_Supply_Depot 1360; Terran_Engineering_Bay 2726; Terran_Science_Facility 13864; Terran_Machine_Shop 12162; Terran_Armory 0; Terran_Starport 12146; Terran_Opening Bio; Terran_Academy 5876; Terran_Bunker 9144; Terran_Factory 10802; 
Terran_Control_Tower 14606; Terran_Comsat_Station 6920; Terran_Barracks 2000; Terran_Expansion 5194; Terran_Refinery 5266; Terran_Barracks2 3778; Terran_Missile_Turret 10104; Terran_Supply_Depot 1384; Terran_Engineering_Bay 6758; Terran_Science_Facility 14590; Terran_Machine_Shop 14262; Terran_Armory 0; Terran_Starport 13484; Terran_Opening Bio; Terran_Academy 3730; Terran_Bunker 8990; Terran_Factory 12188; 
Terran_Control_Tower 11980; Terran_Comsat_Station 6956; Terran_Barracks 1950; Terran_Expansion 4816; Terran_Refinery 5058; Terran_Barracks2 6112; Terran_Missile_Turret 10078; Terran_Supply_Depot 1338; Terran_Engineering_Bay 7584; Terran_Science_Facility 12006; Terran_Machine_Shop 10330; Terran_Armory 0; Terran_Starport 10296; Terran_Opening Bio; Terran_Academy 5568; Terran_Bunker 3520; Terran_Factory 8876; 
Terran_Control_Tower 15844; Terran_Comsat_Station 7210; Terran_Barracks 1980; Terran_Expansion 4894; Terran_Refinery 5314; Terran_Barracks2 7018; Terran_Missile_Turret 9744; Terran_Supply_Depot 1404; Terran_Engineering_Bay 8002; Terran_Science_Facility 15876; Terran_Machine_Shop 13348; Terran_Armory 0; Terran_Starport 13378; Terran_Opening Bio; Terran_Academy 5748; Terran_Bunker 6212; Terran_Factory 11406; 
Terran_Control_Tower 14200; Terran_Comsat_Station 7564; Terran_Barracks 1964; Terran_Expansion 5666; Terran_Refinery 5772; Terran_Barracks2 4734; Terran_Missile_Turret 8546; Terran_Supply_Depot 1356; Terran_Engineering_Bay 2558; Terran_Science_Facility 13532; Terran_Machine_Shop 12328; Terran_Armory 0; Terran_Starport 12316; Terran_Opening Bio; Terran_Academy 6146; Terran_Bunker 8874; Terran_Factory 10976; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1942; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 2572; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 3862; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 13560; Terran_Comsat_Station 7090; Terran_Barracks 2234; Terran_Expansion 3968; Terran_Refinery 5398; Terran_Barracks2 4342; Terran_Missile_Turret 8734; Terran_Supply_Depot 1552; Terran_Engineering_Bay 6466; Terran_Science_Facility 13622; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 12390; Terran_Opening Bio; Terran_Academy 5636; Terran_Bunker 10208; Terran_Factory 10980; 
Terran_Control_Tower 14978; Terran_Comsat_Station 7312; Terran_Barracks 1958; Terran_Expansion 5056; Terran_Refinery 5330; Terran_Barracks2 6222; Terran_Missile_Turret 9220; Terran_Supply_Depot 1346; Terran_Engineering_Bay 7676; Terran_Science_Facility 15012; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 13578; Terran_Opening Bio; Terran_Academy 5734; Terran_Bunker 3622; Terran_Factory 12286; 
Terran_Control_Tower 15532; Terran_Comsat_Station 7486; Terran_Barracks 2018; Terran_Expansion 5006; Terran_Refinery 5308; Terran_Barracks2 6268; Terran_Missile_Turret 10238; Terran_Supply_Depot 1366; Terran_Engineering_Bay 8574; Terran_Science_Facility 15548; Terran_Machine_Shop 14150; Terran_Armory 0; Terran_Starport 14164; Terran_Opening Bio; Terran_Academy 5782; Terran_Bunker 3872; Terran_Factory 12778; 
Terran_Control_Tower 12580; Terran_Comsat_Station 7590; Terran_Barracks 1996; Terran_Expansion 5084; Terran_Refinery 5676; Terran_Barracks2 6568; Terran_Missile_Turret 9622; Terran_Supply_Depot 1400; Terran_Engineering_Bay 7972; Terran_Science_Facility 12626; Terran_Machine_Shop 12704; Terran_Armory 0; Terran_Starport 11134; Terran_Opening Bio; Terran_Academy 6076; Terran_Bunker 4186; Terran_Factory 9558; 
Terran_Control_Tower 12484; Terran_Comsat_Station 7328; Terran_Barracks 2016; Terran_Expansion 5244; Terran_Refinery 5516; Terran_Barracks2 7066; Terran_Missile_Turret 10340; Terran_Supply_Depot 1384; Terran_Engineering_Bay 2758; Terran_Science_Facility 12518; Terran_Machine_Shop 12070; Terran_Armory 0; Terran_Starport 11324; Terran_Opening Bio; Terran_Academy 5818; Terran_Bunker 3974; Terran_Factory 10020; 
Terran_Control_Tower 0; Terran_Comsat_Station 7192; Terran_Barracks 2002; Terran_Expansion 3976; Terran_Refinery 5424; Terran_Barracks2 6660; Terran_Missile_Turret 8788; Terran_Supply_Depot 1404; Terran_Engineering_Bay 7434; Terran_Science_Facility 0; Terran_Machine_Shop 14208; Terran_Armory 0; Terran_Starport 14190; Terran_Opening Bio; Terran_Academy 5762; Terran_Bunker 4594; Terran_Factory 12046; 
Terran_Control_Tower 10412; Terran_Comsat_Station 9664; Terran_Barracks 2522; Terran_Expansion 6198; Terran_Refinery 2674; Terran_Barracks2 7160; Terran_Missile_Turret 13864; Terran_Supply_Depot 1462; Terran_Engineering_Bay 10060; Terran_Science_Facility 10456; Terran_Machine_Shop 8308; Terran_Armory 0; Terran_Starport 7576; Terran_Opening TwoFactory; Terran_Academy 6732; Terran_Bunker 8840; Terran_Factory 4338; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1860; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 2598; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 6870; Terran_Barracks 2174; Terran_Expansion 4798; Terran_Refinery 5248; Terran_Barracks2 6402; Terran_Missile_Turret 0; Terran_Supply_Depot 1474; Terran_Engineering_Bay 7192; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5280; Terran_Bunker 10088; Terran_Factory 0; 
Terran_Control_Tower 11696; Terran_Comsat_Station 7548; Terran_Barracks 2104; Terran_Expansion 3578; Terran_Refinery 4238; Terran_Barracks2 4566; Terran_Missile_Turret 9514; Terran_Supply_Depot 1424; Terran_Engineering_Bay 7514; Terran_Science_Facility 11738; Terran_Machine_Shop 11820; Terran_Armory 0; Terran_Starport 10478; Terran_Opening Bio; Terran_Academy 6150; Terran_Bunker 11346; Terran_Factory 5624; 
Terran_Control_Tower 16906; Terran_Comsat_Station 8238; Terran_Barracks 2004; Terran_Expansion 4406; Terran_Refinery 4604; Terran_Barracks2 7432; Terran_Missile_Turret 9324; Terran_Supply_Depot 1418; Terran_Engineering_Bay 8120; Terran_Science_Facility 15690; Terran_Machine_Shop 13810; Terran_Armory 0; Terran_Starport 13824; Terran_Opening Bio; Terran_Academy 6546; Terran_Bunker 4800; Terran_Factory 12006; 
Terran_Control_Tower 15544; Terran_Comsat_Station 6974; Terran_Barracks 1934; Terran_Expansion 4230; Terran_Refinery 5498; Terran_Barracks2 7038; Terran_Missile_Turret 9232; Terran_Supply_Depot 1356; Terran_Engineering_Bay 7274; Terran_Science_Facility 15524; Terran_Machine_Shop 13542; Terran_Armory 0; Terran_Starport 13958; Terran_Opening Bio; Terran_Academy 5704; Terran_Bunker 4846; Terran_Factory 11908; 
Terran_Control_Tower 0; Terran_Comsat_Station 6860; Terran_Barracks 2108; Terran_Expansion 4078; Terran_Refinery 4686; Terran_Barracks2 5726; Terran_Missile_Turret 9974; Terran_Supply_Depot 1412; Terran_Engineering_Bay 5930; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5160; Terran_Bunker 9254; Terran_Factory 11690; 
Terran_Control_Tower 13134; Terran_Comsat_Station 6822; Terran_Barracks 2116; Terran_Expansion 4328; Terran_Refinery 4884; Terran_Barracks2 5748; Terran_Missile_Turret 9952; Terran_Supply_Depot 1436; Terran_Engineering_Bay 5780; Terran_Science_Facility 13148; Terran_Machine_Shop 11346; Terran_Armory 0; Terran_Starport 11362; Terran_Opening Bio; Terran_Academy 5130; Terran_Bunker 8592; Terran_Factory 9900; 
Terran_Control_Tower 13494; Terran_Comsat_Station 7394; Terran_Barracks 2094; Terran_Expansion 4748; Terran_Refinery 5180; Terran_Barracks2 5896; Terran_Missile_Turret 8516; Terran_Supply_Depot 1428; Terran_Engineering_Bay 6290; Terran_Science_Facility 13510; Terran_Machine_Shop 17198; Terran_Armory 0; Terran_Starport 11884; Terran_Opening Bio; Terran_Academy 5532; Terran_Bunker 8086; Terran_Factory 9792; 
Terran_Control_Tower 11408; Terran_Comsat_Station 7748; Terran_Barracks 2104; Terran_Expansion 4116; Terran_Refinery 4716; Terran_Barracks2 4600; Terran_Missile_Turret 8786; Terran_Supply_Depot 1402; Terran_Engineering_Bay 7480; Terran_Science_Facility 11434; Terran_Machine_Shop 11548; Terran_Armory 0; Terran_Starport 10104; Terran_Opening Bio; Terran_Academy 6362; Terran_Bunker 10450; Terran_Factory 6028; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2174; Terran_Expansion 0; Terran_Refinery 6152; Terran_Barracks2 4104; Terran_Missile_Turret 0; Terran_Supply_Depot 1442; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 6650; Terran_Bunker 7432; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2205; Terran_Expansion 4685; Terran_Refinery 4800; Terran_Barracks2 4950; Terran_Missile_Turret 0; Terran_Supply_Depot 1490; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 6278; Terran_Barracks 1980; Terran_Expansion 0; Terran_Refinery 3964; Terran_Barracks2 2714; Terran_Missile_Turret 0; Terran_Supply_Depot 1394; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 7404; Terran_Opening Bio; Terran_Academy 4852; Terran_Bunker 0; Terran_Factory 6044; 
Terran_Control_Tower 15186; Terran_Comsat_Station 7198; Terran_Barracks 1992; Terran_Expansion 4404; Terran_Refinery 5020; Terran_Barracks2 5982; Terran_Missile_Turret 9202; Terran_Supply_Depot 1432; Terran_Engineering_Bay 7410; Terran_Science_Facility 15208; Terran_Machine_Shop 13588; Terran_Armory 0; Terran_Starport 13614; Terran_Opening Bio; Terran_Academy 5472; Terran_Bunker 6488; Terran_Factory 12294; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1752; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 4000; Terran_Missile_Turret 0; Terran_Supply_Depot 2354; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 0; Terran_Bunker 4146; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 9390; Terran_Barracks 1570; Terran_Expansion 0; Terran_Refinery 7214; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 2300; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 7956; Terran_Bunker 4486; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 8114; Terran_Comsat_Station 7332; Terran_Barracks 2010; Terran_Expansion 9576; Terran_Refinery 4232; Terran_Barracks2 2854; Terran_Missile_Turret 9654; Terran_Supply_Depot 1382; Terran_Engineering_Bay 8170; Terran_Science_Facility 9544; Terran_Machine_Shop 12182; Terran_Armory 0; Terran_Starport 6846; Terran_Opening Bio; Terran_Academy 4420; Terran_Bunker 0; Terran_Factory 5464; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1632; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 2290; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 4228; Terran_Factory 0; 
Terran_Control_Tower 8762; Terran_Comsat_Station 8832; Terran_Barracks 1978; Terran_Expansion 0; Terran_Refinery 4448; Terran_Barracks2 2720; Terran_Missile_Turret 9210; Terran_Supply_Depot 1390; Terran_Engineering_Bay 7506; Terran_Science_Facility 11470; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 7444; Terran_Opening Bio; Terran_Academy 4954; Terran_Bunker 0; Terran_Factory 5980; 
Terran_Control_Tower 11090; Terran_Comsat_Station 7762; Terran_Barracks 2020; Terran_Expansion 13048; Terran_Refinery 4018; Terran_Barracks2 2786; Terran_Missile_Turret 13100; Terran_Supply_Depot 1402; Terran_Engineering_Bay 10192; Terran_Science_Facility 13132; Terran_Machine_Shop 9556; Terran_Armory 0; Terran_Starport 8790; Terran_Opening Bio; Terran_Academy 6090; Terran_Bunker 15232; Terran_Factory 7342; 
Terran_Control_Tower 12500; Terran_Comsat_Station 12450; Terran_Barracks 1960; Terran_Expansion 5276; Terran_Refinery 6678; Terran_Barracks2 6296; Terran_Missile_Turret 12570; Terran_Supply_Depot 1400; Terran_Engineering_Bay 8062; Terran_Science_Facility 12484; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 11242; Terran_Opening Bio; Terran_Academy 7660; Terran_Bunker 4136; Terran_Factory 9878; 
Terran_Control_Tower 15586; Terran_Comsat_Station 7446; Terran_Barracks 1960; Terran_Expansion 4758; Terran_Refinery 5212; Terran_Barracks2 6238; Terran_Missile_Turret 9336; Terran_Supply_Depot 1396; Terran_Engineering_Bay 7298; Terran_Science_Facility 15604; Terran_Machine_Shop 14072; Terran_Armory 0; Terran_Starport 14098; Terran_Opening Bio; Terran_Academy 5646; Terran_Bunker 4928; Terran_Factory 12020; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1640; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 2326; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 4434; Terran_Factory 0; 
