Terran_Control_Tower 622; Terran_Comsat_Station 666; Terran_Barracks 83; Terran_Expansion 376; Terran_Refinery 116; Terran_Barracks2 510; Terran_Missile_Turret 436; Terran_Supply_Depot 58; Terran_Engineering_Bay 300; Terran_Science_Facility -1; Terran_Machine_Shop 228; Terran_Armory -1; Terran_Starport 548; Terran_Opening ; Terran_Academy 590; Terran_Bunker 258; Terran_Factory 168; 
Terran_Control_Tower 635; Terran_Comsat_Station 600; Terran_Barracks 101; Terran_Expansion 396; Terran_Refinery 105; Terran_Barracks2 434; Terran_Missile_Turret 506; Terran_Supply_Depot 60; Terran_Engineering_Bay 461; Terran_Science_Facility -1; Terran_Machine_Shop 223; Terran_Armory 664; Terran_Starport 584; Terran_Opening vultures; Terran_Academy 541; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower -1; Terran_Comsat_Station 379; Terran_Barracks 98; Terran_Expansion 274; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay 686; Terran_Science_Facility 581; Terran_Machine_Shop 256; Terran_Armory 362; Terran_Starport 524; Terran_Opening air; Terran_Academy 321; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower 886; Terran_Comsat_Station 510; Terran_Barracks 100; Terran_Expansion 305; Terran_Refinery 104; Terran_Barracks2 499; Terran_Missile_Turret 479; Terran_Supply_Depot 60; Terran_Engineering_Bay 417; Terran_Science_Facility 886; Terran_Machine_Shop 209; Terran_Armory 485; Terran_Starport 723; Terran_Opening vultures; Terran_Academy 448; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 98; Terran_Expansion 563; Terran_Refinery 101; Terran_Barracks2 188; Terran_Missile_Turret 403; Terran_Supply_Depot 57; Terran_Engineering_Bay 359; Terran_Science_Facility -1; Terran_Machine_Shop 208; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 0; Terran_Comsat_Station 555; Terran_Barracks 89; Terran_Expansion 418; Terran_Refinery 104; Terran_Barracks2 247; Terran_Missile_Turret 447; Terran_Supply_Depot 59; Terran_Engineering_Bay 363; Terran_Science_Facility 0; Terran_Machine_Shop 207; Terran_Armory 1064; Terran_Starport 1066; Terran_Opening vultures; Terran_Academy 494; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 996; Terran_Comsat_Station 679; Terran_Barracks 89; Terran_Expansion 498; Terran_Refinery 102; Terran_Barracks2 255; Terran_Missile_Turret 369; Terran_Supply_Depot 61; Terran_Engineering_Bay 303; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory 758; Terran_Starport 910; Terran_Opening unknown; Terran_Academy 624; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 834; Terran_Comsat_Station 549; Terran_Barracks 99; Terran_Expansion 256; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret 334; Terran_Supply_Depot 58; Terran_Engineering_Bay 289; Terran_Science_Facility 835; Terran_Machine_Shop 211; Terran_Armory 522; Terran_Starport 718; Terran_Opening ; Terran_Academy 482; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 90; Terran_Expansion 442; Terran_Refinery 106; Terran_Barracks2 248; Terran_Missile_Turret 453; Terran_Supply_Depot 62; Terran_Engineering_Bay 378; Terran_Science_Facility -1; Terran_Machine_Shop 216; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 722; Terran_Comsat_Station 782; Terran_Barracks 88; Terran_Expansion 239; Terran_Refinery 101; Terran_Barracks2 235; Terran_Missile_Turret 326; Terran_Supply_Depot 60; Terran_Engineering_Bay 284; Terran_Science_Facility 956; Terran_Machine_Shop 211; Terran_Armory 606; Terran_Starport 607; Terran_Opening ; Terran_Academy 724; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 540; Terran_Comsat_Station 569; Terran_Barracks 95; Terran_Expansion 418; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret 446; Terran_Supply_Depot 58; Terran_Engineering_Bay 396; Terran_Science_Facility 762; Terran_Machine_Shop 211; Terran_Armory 542; Terran_Starport 484; Terran_Opening two_facto; Terran_Academy 498; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station 277; Terran_Barracks 87; Terran_Expansion 273; Terran_Refinery 103; Terran_Barracks2 234; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 215; Terran_Armory 392; Terran_Starport -1; Terran_Opening ; Terran_Academy 225; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower 578; Terran_Comsat_Station 615; Terran_Barracks 101; Terran_Expansion 335; Terran_Refinery 106; Terran_Barracks2 -1; Terran_Missile_Turret 414; Terran_Supply_Depot 59; Terran_Engineering_Bay 365; Terran_Science_Facility 817; Terran_Machine_Shop 211; Terran_Armory 735; Terran_Starport 527; Terran_Opening two_facto; Terran_Academy 539; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower -1; Terran_Comsat_Station 544; Terran_Barracks 99; Terran_Expansion 263; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret 372; Terran_Supply_Depot 58; Terran_Engineering_Bay 326; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory 566; Terran_Starport -1; Terran_Opening ; Terran_Academy 474; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 99; Terran_Expansion -1; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 241; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station 0; Terran_Barracks 89; Terran_Expansion 350; Terran_Refinery 104; Terran_Barracks2 251; Terran_Missile_Turret 476; Terran_Supply_Depot 60; Terran_Engineering_Bay 414; Terran_Science_Facility -1; Terran_Machine_Shop 225; Terran_Armory 499; Terran_Starport 0; Terran_Opening vultures; Terran_Academy 0; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 807; Terran_Comsat_Station 444; Terran_Barracks 87; Terran_Expansion 518; Terran_Refinery 103; Terran_Barracks2 164; Terran_Missile_Turret 308; Terran_Supply_Depot 58; Terran_Engineering_Bay 264; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory -1; Terran_Starport 757; Terran_Opening two_facto; Terran_Academy 389; Terran_Bunker 536; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station 358; Terran_Barracks 87; Terran_Expansion 250; Terran_Refinery 102; Terran_Barracks2 240; Terran_Missile_Turret 333; Terran_Supply_Depot 58; Terran_Engineering_Bay 292; Terran_Science_Facility -1; Terran_Machine_Shop 206; Terran_Armory 712; Terran_Starport -1; Terran_Opening ; Terran_Academy 304; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower 563; Terran_Comsat_Station 401; Terran_Barracks 99; Terran_Expansion 310; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret 449; Terran_Supply_Depot 59; Terran_Engineering_Bay 396; Terran_Science_Facility 828; Terran_Machine_Shop 221; Terran_Armory 569; Terran_Starport 489; Terran_Opening vultures; Terran_Academy 345; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 89; Terran_Expansion -1; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 554; Terran_Barracks 101; Terran_Expansion 235; Terran_Refinery 104; Terran_Barracks2 593; Terran_Missile_Turret 325; Terran_Supply_Depot 61; Terran_Engineering_Bay 269; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory 543; Terran_Starport -1; Terran_Opening ; Terran_Academy 493; Terran_Bunker 411; Terran_Factory 157; 
Terran_Control_Tower 738; Terran_Comsat_Station 571; Terran_Barracks 87; Terran_Expansion 294; Terran_Refinery 113; Terran_Barracks2 96; Terran_Missile_Turret 530; Terran_Supply_Depot 59; Terran_Engineering_Bay 478; Terran_Science_Facility -1; Terran_Machine_Shop 268; Terran_Armory 662; Terran_Starport 682; Terran_Opening vultures; Terran_Academy 509; Terran_Bunker -1; Terran_Factory 166; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 96; Terran_Expansion 440; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret 445; Terran_Supply_Depot 57; Terran_Engineering_Bay 373; Terran_Science_Facility -1; Terran_Machine_Shop 255; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower 696; Terran_Comsat_Station 258; Terran_Barracks 95; Terran_Expansion 303; Terran_Refinery 185; Terran_Barracks2 152; Terran_Missile_Turret 323; Terran_Supply_Depot 59; Terran_Engineering_Bay 272; Terran_Science_Facility 699; Terran_Machine_Shop 294; Terran_Armory 572; Terran_Starport 635; Terran_Opening ; Terran_Academy 193; Terran_Bunker -1; Terran_Factory 241; 
Terran_Control_Tower -1; Terran_Comsat_Station 306; Terran_Barracks 87; Terran_Expansion -1; Terran_Refinery 102; Terran_Barracks2 186; Terran_Missile_Turret 409; Terran_Supply_Depot 58; Terran_Engineering_Bay 315; Terran_Science_Facility -1; Terran_Machine_Shop 204; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 254; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower -1; Terran_Comsat_Station 435; Terran_Barracks 87; Terran_Expansion 220; Terran_Refinery 103; Terran_Barracks2 200; Terran_Missile_Turret 300; Terran_Supply_Depot 60; Terran_Engineering_Bay 252; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory 602; Terran_Starport -1; Terran_Opening ; Terran_Academy 346; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower 279; Terran_Comsat_Station 644; Terran_Barracks 85; Terran_Expansion 390; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret 291; Terran_Supply_Depot 56; Terran_Engineering_Bay 242; Terran_Science_Facility 664; Terran_Machine_Shop 212; Terran_Armory 598; Terran_Starport 227; Terran_Opening unknown; Terran_Academy 579; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower -1; Terran_Comsat_Station 382; Terran_Barracks 86; Terran_Expansion 430; Terran_Refinery 102; Terran_Barracks2 425; Terran_Missile_Turret 392; Terran_Supply_Depot 58; Terran_Engineering_Bay 349; Terran_Science_Facility -1; Terran_Machine_Shop 239; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 325; Terran_Bunker 230; Terran_Factory 184; 
Terran_Control_Tower 621; Terran_Comsat_Station 668; Terran_Barracks 89; Terran_Expansion 445; Terran_Refinery 105; Terran_Barracks2 244; Terran_Missile_Turret 470; Terran_Supply_Depot 59; Terran_Engineering_Bay 405; Terran_Science_Facility -1; Terran_Machine_Shop 208; Terran_Armory 655; Terran_Starport 507; Terran_Opening two_facto; Terran_Academy 612; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 978; Terran_Comsat_Station 421; Terran_Barracks 89; Terran_Expansion 228; Terran_Refinery 104; Terran_Barracks2 266; Terran_Missile_Turret 333; Terran_Supply_Depot 58; Terran_Engineering_Bay 293; Terran_Science_Facility 979; Terran_Machine_Shop 213; Terran_Armory 509; Terran_Starport 834; Terran_Opening ; Terran_Academy 369; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station 688; Terran_Barracks 102; Terran_Expansion 425; Terran_Refinery 108; Terran_Barracks2 -1; Terran_Missile_Turret 477; Terran_Supply_Depot 62; Terran_Engineering_Bay 433; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory 664; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 618; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower -1; Terran_Comsat_Station 375; Terran_Barracks 98; Terran_Expansion 413; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret 448; Terran_Supply_Depot 58; Terran_Engineering_Bay 375; Terran_Science_Facility -1; Terran_Machine_Shop 246; Terran_Armory 709; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 313; Terran_Bunker 216; Terran_Factory 154; 
Terran_Control_Tower 653; Terran_Comsat_Station 639; Terran_Barracks 87; Terran_Expansion 440; Terran_Refinery 103; Terran_Barracks2 181; Terran_Missile_Turret 542; Terran_Supply_Depot 57; Terran_Engineering_Bay 438; Terran_Science_Facility 895; Terran_Machine_Shop 204; Terran_Armory 693; Terran_Starport 594; Terran_Opening two_facto; Terran_Academy 584; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 91; Terran_Expansion 327; Terran_Refinery 96; Terran_Barracks2 -1; Terran_Missile_Turret 450; Terran_Supply_Depot 59; Terran_Engineering_Bay 408; Terran_Science_Facility -1; Terran_Machine_Shop 202; Terran_Armory -1; Terran_Starport -1; Terran_Opening vultures; Terran_Academy -1; Terran_Bunker 222; Terran_Factory 149; 
Terran_Control_Tower -1; Terran_Comsat_Station 549; Terran_Barracks 97; Terran_Expansion 389; Terran_Refinery 104; Terran_Barracks2 184; Terran_Missile_Turret 523; Terran_Supply_Depot 58; Terran_Engineering_Bay 478; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 496; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 629; Terran_Comsat_Station 261; Terran_Barracks 90; Terran_Expansion 272; Terran_Refinery 176; Terran_Barracks2 146; Terran_Missile_Turret 371; Terran_Supply_Depot 60; Terran_Engineering_Bay 329; Terran_Science_Facility 627; Terran_Machine_Shop 291; Terran_Armory 588; Terran_Starport 568; Terran_Opening ; Terran_Academy 205; Terran_Bunker 202; Terran_Factory 235; 
Terran_Control_Tower -1; Terran_Comsat_Station 642; Terran_Barracks 93; Terran_Expansion 505; Terran_Refinery 99; Terran_Barracks2 -1; Terran_Missile_Turret 507; Terran_Supply_Depot 58; Terran_Engineering_Bay 431; Terran_Science_Facility -1; Terran_Machine_Shop 261; Terran_Armory 620; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 580; Terran_Bunker -1; Terran_Factory 164; 
Terran_Control_Tower 286; Terran_Comsat_Station 534; Terran_Barracks 99; Terran_Expansion 398; Terran_Refinery 103; Terran_Barracks2 0; Terran_Missile_Turret 460; Terran_Supply_Depot 59; Terran_Engineering_Bay 304; Terran_Science_Facility 843; Terran_Machine_Shop 236; Terran_Armory 563; Terran_Starport 237; Terran_Opening unknown; Terran_Academy 477; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 863; Terran_Comsat_Station 279; Terran_Barracks 99; Terran_Expansion 272; Terran_Refinery 104; Terran_Barracks2 487; Terran_Missile_Turret 339; Terran_Supply_Depot 58; Terran_Engineering_Bay 298; Terran_Science_Facility -1; Terran_Machine_Shop 219; Terran_Armory -1; Terran_Starport 783; Terran_Opening ; Terran_Academy 216; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 87; Terran_Expansion 317; Terran_Refinery 102; Terran_Barracks2 202; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 311; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 250; Terran_Factory 152; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 85; Terran_Expansion 420; Terran_Refinery 113; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay 460; Terran_Science_Facility -1; Terran_Machine_Shop 220; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 168; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 97; Terran_Expansion -1; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay 449; Terran_Science_Facility -1; Terran_Machine_Shop 247; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 167; 
Terran_Control_Tower -1; Terran_Comsat_Station 557; Terran_Barracks 103; Terran_Expansion 255; Terran_Refinery 106; Terran_Barracks2 -1; Terran_Missile_Turret 339; Terran_Supply_Depot 63; Terran_Engineering_Bay 298; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory 631; Terran_Starport -1; Terran_Opening ; Terran_Academy 499; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 777; Terran_Comsat_Station 393; Terran_Barracks 87; Terran_Expansion 234; Terran_Refinery 102; Terran_Barracks2 231; Terran_Missile_Turret 345; Terran_Supply_Depot 58; Terran_Engineering_Bay 297; Terran_Science_Facility 903; Terran_Machine_Shop 206; Terran_Armory 779; Terran_Starport 724; Terran_Opening ; Terran_Academy 332; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower 534; Terran_Comsat_Station 358; Terran_Barracks 90; Terran_Expansion 211; Terran_Refinery 192; Terran_Barracks2 234; Terran_Missile_Turret 318; Terran_Supply_Depot 58; Terran_Engineering_Bay 274; Terran_Science_Facility -1; Terran_Machine_Shop 301; Terran_Armory -1; Terran_Starport 480; Terran_Opening air; Terran_Academy 305; Terran_Bunker 223; Terran_Factory 247; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 98; Terran_Expansion 410; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret 539; Terran_Supply_Depot 58; Terran_Engineering_Bay 327; Terran_Science_Facility -1; Terran_Machine_Shop 207; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 89; Terran_Expansion -1; Terran_Refinery 105; Terran_Barracks2 171; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay 408; Terran_Science_Facility -1; Terran_Machine_Shop 207; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower -1; Terran_Comsat_Station 388; Terran_Barracks 89; Terran_Expansion 231; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret 308; Terran_Supply_Depot 57; Terran_Engineering_Bay 264; Terran_Science_Facility -1; Terran_Machine_Shop 226; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 337; Terran_Bunker -1; Terran_Factory 174; 
Terran_Control_Tower -1; Terran_Comsat_Station 482; Terran_Barracks 100; Terran_Expansion 268; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret 316; Terran_Supply_Depot 60; Terran_Engineering_Bay 276; Terran_Science_Facility -1; Terran_Machine_Shop 208; Terran_Armory 544; Terran_Starport -1; Terran_Opening ; Terran_Academy 415; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower -1; Terran_Comsat_Station 470; Terran_Barracks 99; Terran_Expansion 382; Terran_Refinery 103; Terran_Barracks2 529; Terran_Missile_Turret 406; Terran_Supply_Depot 59; Terran_Engineering_Bay 357; Terran_Science_Facility -1; Terran_Machine_Shop 238; Terran_Armory 605; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 402; Terran_Bunker -1; Terran_Factory 183; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 97; Terran_Expansion -1; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 272; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 101; Terran_Expansion 467; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay 369; Terran_Science_Facility -1; Terran_Machine_Shop 209; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station 530; Terran_Barracks 98; Terran_Expansion 280; Terran_Refinery 103; Terran_Barracks2 385; Terran_Missile_Turret 389; Terran_Supply_Depot 58; Terran_Engineering_Bay 317; Terran_Science_Facility -1; Terran_Machine_Shop 208; Terran_Armory 594; Terran_Starport -1; Terran_Opening ; Terran_Academy 477; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 365; Terran_Barracks 104; Terran_Expansion 296; Terran_Refinery 98; Terran_Barracks2 -1; Terran_Missile_Turret 393; Terran_Supply_Depot 58; Terran_Engineering_Bay 353; Terran_Science_Facility 584; Terran_Machine_Shop 216; Terran_Armory 367; Terran_Starport 523; Terran_Opening vultures; Terran_Academy 307; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower -1; Terran_Comsat_Station 463; Terran_Barracks 102; Terran_Expansion 291; Terran_Refinery 86; Terran_Barracks2 -1; Terran_Missile_Turret 387; Terran_Supply_Depot 58; Terran_Engineering_Bay 342; Terran_Science_Facility -1; Terran_Machine_Shop 216; Terran_Armory 402; Terran_Starport 669; Terran_Opening vultures; Terran_Academy 404; Terran_Bunker -1; Terran_Factory 164; 
Terran_Control_Tower 0; Terran_Comsat_Station 426; Terran_Barracks 95; Terran_Expansion 289; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret 459; Terran_Supply_Depot 56; Terran_Engineering_Bay 367; Terran_Science_Facility 695; Terran_Machine_Shop 210; Terran_Armory 368; Terran_Starport 612; Terran_Opening vultures; Terran_Academy 370; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower 499; Terran_Comsat_Station 504; Terran_Barracks 86; Terran_Expansion 264; Terran_Refinery 106; Terran_Barracks2 196; Terran_Missile_Turret 323; Terran_Supply_Depot 58; Terran_Engineering_Bay 275; Terran_Science_Facility 728; Terran_Machine_Shop 220; Terran_Armory 678; Terran_Starport 424; Terran_Opening air; Terran_Academy 438; Terran_Bunker -1; Terran_Factory 166; 
Terran_Control_Tower -1; Terran_Comsat_Station 307; Terran_Barracks 95; Terran_Expansion 343; Terran_Refinery 195; Terran_Barracks2 -1; Terran_Missile_Turret 287; Terran_Supply_Depot 58; Terran_Engineering_Bay 232; Terran_Science_Facility 680; Terran_Machine_Shop 299; Terran_Armory 437; Terran_Starport 625; Terran_Opening ; Terran_Academy 210; Terran_Bunker 263; Terran_Factory 245; 
Terran_Control_Tower -1; Terran_Comsat_Station 551; Terran_Barracks 97; Terran_Expansion 564; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret 402; Terran_Supply_Depot 56; Terran_Engineering_Bay 346; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 494; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station 368; Terran_Barracks 99; Terran_Expansion 289; Terran_Refinery 107; Terran_Barracks2 -1; Terran_Missile_Turret 386; Terran_Supply_Depot 57; Terran_Engineering_Bay 341; Terran_Science_Facility -1; Terran_Machine_Shop 218; Terran_Armory 423; Terran_Starport 521; Terran_Opening vultures; Terran_Academy 311; Terran_Bunker 357; Terran_Factory 165; 
Terran_Control_Tower 867; Terran_Comsat_Station 456; Terran_Barracks 96; Terran_Expansion 291; Terran_Refinery 91; Terran_Barracks2 -1; Terran_Missile_Turret 385; Terran_Supply_Depot 57; Terran_Engineering_Bay 341; Terran_Science_Facility 625; Terran_Machine_Shop 217; Terran_Armory 395; Terran_Starport 571; Terran_Opening vultures; Terran_Academy 398; Terran_Bunker -1; Terran_Factory 164; 
Terran_Control_Tower 855; Terran_Comsat_Station 466; Terran_Barracks 97; Terran_Expansion 318; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret 294; Terran_Supply_Depot 55; Terran_Engineering_Bay 245; Terran_Science_Facility 624; Terran_Machine_Shop 208; Terran_Armory 407; Terran_Starport 543; Terran_Opening ; Terran_Academy 409; Terran_Bunker 484; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station 571; Terran_Barracks 97; Terran_Expansion 418; Terran_Refinery 102; Terran_Barracks2 598; Terran_Missile_Turret 471; Terran_Supply_Depot 57; Terran_Engineering_Bay 377; Terran_Science_Facility 726; Terran_Machine_Shop 220; Terran_Armory 515; Terran_Starport 646; Terran_Opening two_facto; Terran_Academy 516; Terran_Bunker -1; Terran_Factory 166; 
Terran_Control_Tower 689; Terran_Comsat_Station 307; Terran_Barracks 102; Terran_Expansion 359; Terran_Refinery 208; Terran_Barracks2 197; Terran_Missile_Turret 518; Terran_Supply_Depot 57; Terran_Engineering_Bay 468; Terran_Science_Facility 689; Terran_Machine_Shop 500; Terran_Armory 558; Terran_Starport 635; Terran_Opening ; Terran_Academy 241; Terran_Bunker 158; Terran_Factory 441; 
Terran_Control_Tower 744; Terran_Comsat_Station 487; Terran_Barracks 97; Terran_Expansion 310; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret 340; Terran_Supply_Depot 58; Terran_Engineering_Bay 274; Terran_Science_Facility 667; Terran_Machine_Shop 216; Terran_Armory 423; Terran_Starport 600; Terran_Opening ; Terran_Academy 425; Terran_Bunker 377; Terran_Factory 162; 
Terran_Control_Tower -1; Terran_Comsat_Station 492; Terran_Barracks 102; Terran_Expansion 351; Terran_Refinery 107; Terran_Barracks2 -1; Terran_Missile_Turret 331; Terran_Supply_Depot 60; Terran_Engineering_Bay 278; Terran_Science_Facility 677; Terran_Machine_Shop 215; Terran_Armory 410; Terran_Starport 588; Terran_Opening ; Terran_Academy 409; Terran_Bunker -1; Terran_Factory 160; 
